-0.098,-0.855,0.547
-0.098,-0.859,0.547
-0.105,-0.855,0.547
-0.109,-0.859,0.547
-0.113,-0.859,0.551
-0.105,-0.855,0.559
-0.09,-0.855,0.559
-0.086,-0.855,0.555
-0.086,-0.855,0.559
-0.09,-0.859,0.559
-0.094,-0.859,0.563
-0.094,-0.855,0.559
-0.086,-0.848,0.559
-0.09,-0.848,0.559
-0.094,-0.855,0.555
-0.094,-0.855,0.551
-0.094,-0.855,0.555
-0.098,-0.855,0.555
-0.094,-0.852,0.559
-0.105,-0.855,0.555
-0.094,-0.859,0.559
-0.09,-0.855,0.563
-0.09,-0.852,0.559
-0.094,-0.852,0.555
-0.098,-0.852,0.555
-0.098,-0.855,0.551
-0.098,-0.863,0.551
-0.098,-0.863,0.547
-0.094,-0.859,0.547
-0.094,-0.855,0.555
-0.094,-0.859,0.555
-0.094,-0.859,0.551
-0.094,-0.852,0.559
-0.098,-0.852,0.563
-0.094,-0.852,0.563
-0.09,-0.852,0.555
-0.09,-0.852,0.551
-0.094,-0.852,0.551
-0.094,-0.852,0.551
-0.094,-0.855,0.551
-0.094,-0.855,0.547
-0.094,-0.855,0.551
-0.094,-0.859,0.555
-0.094,-0.852,0.551
-0.094,-0.852,0.555
-0.098,-0.852,0.559
-0.098,-0.852,0.563
-0.094,-0.852,0.563
-0.098,-0.852,0.559
-0.098,-0.852,0.555
-0.102,-0.855,0.555
-0.098,-0.855,0.551
-0.098,-0.855,0.547
-0.098,-0.859,0.551
-0.102,-0.859,0.551
-0.098,-0.863,0.547
-0.098,-0.863,0.547
-0.098,-0.859,0.551
-0.098,-0.859,0.547
-0.094,-0.855,0.547
-0.094,-0.855,0.551
-0.09,-0.855,0.551
-0.094,-0.855,0.547
-0.094,-0.855,0.551
-0.094,-0.859,0.555
-0.094,-0.859,0.551
-0.098,-0.859,0.543
-0.098,-0.859,0.543
-0.105,-0.859,0.543
-0.109,-0.855,0.547
-0.102,-0.855,0.551
-0.098,-0.859,0.543
-0.098,-0.855,0.543
-0.098,-0.855,0.547
-0.098,-0.859,0.551
-0.098,-0.859,0.547
-0.098,-0.859,0.547
-0.094,-0.859,0.543
-0.094,-0.859,0.543
-0.098,-0.859,0.543
-0.102,-0.863,0.543
-0.102,-0.859,0.547
-0.102,-0.859,0.547
-0.102,-0.859,0.539
-0.098,-0.859,0.539
-0.102,-0.863,0.543
-0.098,-0.859,0.543
-0.098,-0.863,0.539
-0.098,-0.863,0.535
-0.098,-0.863,0.531
-0.098,-0.863,0.531
-0.098,-0.863,0.531
-0.098,-0.863,0.531
-0.098,-0.859,0.539
-0.094,-0.863,0.539
-0.098,-0.863,0.539
-0.098,-0.863,0.543
-0.102,-0.863,0.547
-0.105,-0.863,0.547
-0.105,-0.859,0.543
-0.102,-0.863,0.539
-0.105,-0.863,0.539
-0.102,-0.863,0.535
-0.105,-0.859,0.535
-0.105,-0.863,0.531
-0.105,-0.863,0.531
-0.102,-0.863,0.531
-0.105,-0.863,0.535
-0.105,-0.867,0.531
-0.109,-0.867,0.531
-0.105,-0.867,0.539
-0.105,-0.863,0.539
-0.105,-0.863,0.539
-0.105,-0.863,0.535
-0.105,-0.859,0.535
-0.105,-0.859,0.535
-0.102,-0.859,0.535
-0.102,-0.863,0.531
-0.102,-0.863,0.535
-0.113,-0.863,0.531
-0.102,-0.867,0.531
-0.098,-0.863,0.527
-0.098,-0.867,0.527
-0.098,-0.867,0.531
-0.098,-0.863,0.531
-0.098,-0.859,0.531
-0.098,-0.859,0.539
-0.098,-0.859,0.543
-0.098,-0.859,0.543
-0.102,-0.863,0.539
-0.102,-0.859,0.539
-0.105,-0.859,0.535
-0.109,-0.859,0.539
-0.109,-0.855,0.543
-0.098,-0.855,0.543
-0.102,-0.859,0.543
-0.098,-0.852,0.539
-0.098,-0.852,0.543
-0.102,-0.855,0.543
-0.102,-0.859,0.543
-0.102,-0.859,0.535
-0.102,-0.859,0.535
-0.102,-0.863,0.535
-0.109,-0.863,0.535
-0.113,-0.863,0.543
-0.117,-0.855,0.539
-0.117,-0.855,0.543
-0.117,-0.855,0.543
-0.117,-0.859,0.535
-0.121,-0.863,0.535
-0.117,-0.855,0.539
-0.121,-0.848,0.539
-0.121,-0.848,0.539
-0.125,-0.852,0.535
-0.125,-0.859,0.539
-0.125,-0.859,0.543
-0.125,-0.855,0.543
