0.176,-0.555,0.855
0.18,-0.559,0.855
0.18,-0.555,0.852
0.176,-0.551,0.855
0.176,-0.555,0.855
0.172,-0.559,0.855
0.16,-0.551,0.852
0.172,-0.559,0.852
0.172,-0.551,0.852
0.168,-0.551,0.848
0.168,-0.547,0.848
0.172,-0.551,0.848
0.172,-0.555,0.852
0.164,-0.559,0.855
0.16,-0.559,0.852
0.164,-0.559,0.848
0.164,-0.559,0.844
0.172,-0.559,0.848
0.176,-0.555,0.852
0.176,-0.555,0.855
0.168,-0.555,0.855
0.176,-0.551,0.855
0.18,-0.551,0.855
0.18,-0.547,0.855
0.18,-0.547,0.855
0.18,-0.547,0.852
0.176,-0.543,0.852
0.172,-0.543,0.852
0.168,-0.547,0.852
0.168,-0.551,0.855
0.168,-0.547,0.855
0.172,-0.551,0.855
0.176,-0.543,0.855
0.168,-0.547,0.859
0.168,-0.547,0.859
0.168,-0.547,0.859
0.168,-0.547,0.855
0.168,-0.547,0.852
0.168,-0.543,0.852
0.168,-0.539,0.855
0.168,-0.539,0.852
0.164,-0.539,0.852
0.164,-0.539,0.848
0.164,-0.535,0.852
0.172,-0.535,0.855
0.176,-0.531,0.855
0.176,-0.535,0.855
0.172,-0.535,0.859
0.168,-0.535,0.863
0.168,-0.543,0.859
0.172,-0.539,0.859
0.172,-0.535,0.859
0.168,-0.539,0.863
0.172,-0.539,0.859
0.18,-0.539,0.859
0.176,-0.535,0.859
0.172,-0.535,0.859
0.18,-0.539,0.871
0.172,-0.535,0.863
0.18,-0.531,0.859
0.18,-0.527,0.859
0.184,-0.527,0.859
0.18,-0.527,0.859
0.18,-0.531,0.863
0.176,-0.539,0.863
0.176,-0.531,0.859
0.176,-0.531,0.863
0.176,-0.531,0.863
0.172,-0.531,0.859
0.176,-0.527,0.863
0.184,-0.531,0.863
0.184,-0.531,0.859
0.18,-0.531,0.852
0.176,-0.535,0.855
0.18,-0.531,0.855
0.176,-0.535,0.855
0.18,-0.535,0.855
0.168,-0.531,0.855
0.168,-0.535,0.855
