ID,group,x_acc__sum_values,x_acc__median,x_acc__mean,x_acc__length,x_acc__standard_deviation,x_acc__variance,x_acc__root_mean_square,x_acc__maximum,x_acc__absolute_maximum,x_acc__minimum,y_acc__sum_values,y_acc__median,y_acc__mean,y_acc__length,y_acc__standard_deviation,y_acc__variance,y_acc__root_mean_square,y_acc__maximum,y_acc__absolute_maximum,y_acc__minimum,z_acc__sum_values,z_acc__median,z_acc__mean,z_acc__length,z_acc__standard_deviation,z_acc__variance,z_acc__root_mean_square,z_acc__maximum,z_acc__absolute_maximum,z_acc__minimum,x_acc__freezing_index,x_acc__central_frequency,x_acc__dominant_frequency,x_acc__amplitude,x_acc__relative_amplitude,x_acc__percentile25,x_acc__percentile50,x_acc__percentile75,y_acc__freezing_index,y_acc__central_frequency,y_acc__dominant_frequency,y_acc__amplitude,y_acc__relative_amplitude,y_acc__percentile25,y_acc__percentile50,y_acc__percentile75,z_acc__freezing_index,z_acc__central_frequency,z_acc__dominant_frequency,z_acc__amplitude,z_acc__relative_amplitude,z_acc__percentile25,z_acc__percentile50,z_acc__percentile75
tone050-2,1,399.821,0.07,0.08262471585,4839,0.0823027949,0.006773750048,0.1166215834,0.449,0.449,-0.25,-3554.968,-0.734,-0.7346493077,4839,0.1009336554,0.01018760278,0.7415505432,-0.512,1.555,-1.555,3444.518,0.691,0.7118243439,4839,0.09022028642,0.008139700081,0.7175190566,1.152,1.152,0.496,0.4842700749,3.554281125,0.78125,0.004507187152,0.1283460658,0.027,0.07,0.125,0.7964505896,6.951494623,1.7578125,0.007213061136,0.1514059566,-0.77,-0.734,-0.676,0.9745532206,3.756944803,1.7578125,0.007249324807,0.1942937541,0.656,0.691,0.75
tone051-1,1,425.023,0.094,0.1082585329,3926,0.09341355553,0.008726092356,0.1429895181,0.516,0.516,-0.293,-2056.862,-0.531,-0.5239077942,3926,0.1367773369,0.01870803989,0.5414678353,-0.039,1.242,-1.242,3480.435,0.879,0.8865091696,3926,0.103441808,0.01070020763,0.8925237899,1.277,1.277,0.613,1.014977961,4.118806975,2.9296875,0.008076955776,0.1862436432,0.063,0.094,0.141,0.9132884505,5.056114002,1.953125,0.01033646883,0.1349047963,-0.582,-0.531,-0.469,0.3112592125,2.718672596,1.953125,0.01734953272,0.327703306,0.844,0.879,0.949
tone051-2,1,376.701,0.086,0.1127847305,3340,0.1170787086,0.01370742402,0.162566354,0.582,0.582,-0.32,-1703.947,-0.523,-0.5101637725,3340,0.1651647294,0.02727938785,0.5362335896,0.012,1.184,-1.184,2971.674,0.883,0.8897227545,3340,0.1222745454,0.01495106445,0.898085544,1.297,1.297,0.582,2.613610724,4.387038053,3.125,0.01402553985,0.2379834878,0.039,0.086,0.16,0.9928003542,4.681714265,0.1953125,0.01567059493,0.149416139,-0.59,-0.523,-0.43,0.2943128068,2.742672518,2.1484375,0.02633368521,0.3461522849,0.809,0.883,0.977
tone052-1,1,670.203,0.148,0.1361924406,4921,0.1148872898,0.01319908936,0.178178198,0.484,0.484,-0.277,-3618.985,-0.754,-0.735416582,4921,0.1743173628,0.03038654298,0.7557936835,0.133,1.508,-1.508,3339.78,0.66,0.6786791303,4921,0.1206723412,0.01456181393,0.689323709,1.168,1.168,0.434,0.1964040029,2.623339632,0.9765625,0.0220199745,0.3272189458,0.047,0.148,0.215,0.6461900067,3.146805982,0.1953125,0.02509888263,0.2670273723,-0.813,-0.754,-0.688,0.2378064667,2.060771657,1.953125,0.009215510566,0.2145918768,0.605,0.66,0.727
tone052-2,1,785.374,0.184,0.1614003288,4866,0.1131479633,0.0128024616,0.1971104455,0.551,0.551,-0.148,-3732.274,-0.766,-0.7670106864,4866,0.1069852653,0.01144584699,0.7744360787,-0.375,1.441,-1.441,3183.789,0.648,0.6542928483,4866,0.06940606418,0.004817201745,0.657963778,0.977,0.977,0.473,0.258700553,2.974855465,0.9765625,0.02202943068,0.3706979544,0.063,0.184,0.23,1.083073833,5.690133352,1.953125,0.00665910316,0.1084523,-0.793,-0.766,-0.707,0.4463811492,3.281279903,1.953125,0.005855544168,0.2409569261,0.613,0.648,0.688
tone053-1,1,471.877,0.082,0.09446986987,4995,0.1030294439,0.01061506631,0.1397842002,0.531,0.531,-0.203,170.525,0.008,0.03413913914,4995,0.1903646773,0.03623871037,0.1934016318,0.605,0.605,-0.563,5173.786,1.043,1.035792993,4995,0.07574976183,0.005738026417,1.038559171,1.406,1.406,0.809,0.2916397859,2.703797771,0.9765625,0.007984419412,0.1623602354,0.035,0.082,0.152,0.3427026997,2.949955232,0.1953125,0.02238908437,0.2779078879,-0.113,0.008,0.121,0.2657852676,3.172539483,1.953125,0.007654216444,0.2627952281,0.996,1.043,1.063
tone053-2,1,687.844,0.117,0.1285209268,5352,0.09397252729,0.008830835885,0.1592120112,0.625,0.625,-0.168,90.395,0.016,0.01688994768,5352,0.130583832,0.01705213718,0.1316715896,0.41,0.523,-0.523,5581.116,1.043,1.042809417,5352,0.0662569702,0.0043899861,1.044912181,1.395,1.395,0.762,0.2369428877,2.549053846,0.9765625,0.007352348089,0.1768712081,0.09,0.117,0.172,0.3756817745,3.26727157,0.1953125,0.01309599567,0.2262727167,-0.082,0.016,0.117,0.316499739,3.370114828,1.953125,0.00475936155,0.2083363681,1.012,1.043,1.063
tone054-1,1,358.025,0.09,0.07851425439,4560,0.09413523199,0.008861441902,0.1225803004,0.328,0.328,-0.289,-1691.69,-0.375,-0.3709846491,4560,0.1271945955,0.01617846512,0.3921837261,0.023,0.859,-0.859,4454.972,0.977,0.9769675439,4560,0.09338994508,0.008721681841,0.981421043,1.277,1.277,0.711,0.3655550467,2.667258129,0.78125,0.01045126457,0.2479164814,0.008,0.09,0.152,0.512790755,4.378339972,1.7578125,0.007783060823,0.1572575847,-0.441,-0.375,-0.316,0.2469520529,2.719732734,1.7578125,0.01855232035,0.4252852123,0.934,0.977,1.035
tone054-2,1,351.439,0.105,0.08462292319,4153,0.08367274479,0.00700112822,0.1190049047,0.355,0.355,-0.355,-1698.411,-0.402,-0.4089600289,4153,0.1103414674,0.01217523943,0.4235841648,-0.039,1.031,-1.031,4003.586,0.965,0.9640226342,4153,0.09468645187,0.008965524169,0.968661532,1.34,1.34,0.695,0.454562153,3.399876263,0.78125,0.006244666217,0.1802559998,0.031,0.105,0.125,0.5702172806,5.270594538,1.7578125,0.009192687732,0.1715345095,-0.453,-0.402,-0.359,0.2052506095,2.664643326,1.7578125,0.02068448517,0.4269434017,0.906,0.965,1.008
tone055-1,1,7.641,-0.02,0.001641108247,4656,0.1123785038,0.01262892811,0.112390486,0.414,0.414,-0.285,-839.424,-0.188,-0.1802886598,4656,0.1675594743,0.02807617741,0.2461304091,0.25,0.566,-0.566,4775.634,1.027,1.025694588,4656,0.06720911886,0.004517065658,1.027894184,1.313,1.313,0.836,0.6186708589,2.623728222,0.9765625,0.01030033646,0.2138208724,-0.074,-0.02,0.09,0.1993421807,2.030605838,0.1953125,0.01792802074,0.2812833805,-0.305,-0.188,-0.07,0.2537070506,3.052393908,1.953125,0.005987453871,0.2991934573,0.965,1.027,1.066
tone055-2,1,-141.388,-0.043,-0.03237645981,4367,0.09737255749,0.009481414953,0.1026140834,0.41,0.41,-0.348,-438.707,-0.121,-0.1004595832,4367,0.1590017236,0.02528154811,0.1880789089,0.195,0.543,-0.543,4543.943,1.047,1.040518205,4367,0.06766988105,0.004579212801,1.042716331,1.297,1.297,0.848,0.9587192375,3.054306499,3.125,0.01195684224,0.2602930595,-0.086,-0.043,0.012,0.2775658876,3.142283047,0.1953125,0.007235300366,0.1728755831,-0.227,-0.121,0.059,0.2533435306,3.225971614,2.1484375,0.008095762691,0.3033786479,0.996,1.047,1.07
tone056-1,1,1013.469,0.188,0.213272096,4752,0.117324397,0.01376501414,0.2434132311,0.758,0.758,-0.223,-664.556,-0.145,-0.1398476431,4752,0.1758782362,0.03093315398,0.2247009507,0.324,0.988,-0.988,4815.925,1.004,1.013452231,4752,0.0868858475,0.007549150496,1.017169885,1.484,1.484,0.723,0.5549995556,3.033373346,0.9765625,0.0144680547,0.2068840144,0.156,0.188,0.277,0.3412498917,4.654673297,2.1484375,0.01482050415,0.1566645666,-0.266,-0.145,-0.004,0.3374219789,3.570741081,2.1484375,0.008960606319,0.2284208222,0.98,1.004,1.039
tone056-2,1,944.769,0.215,0.2312209985,4086,0.1309956857,0.01715986966,0.2657499197,0.855,0.855,-0.238,-386.475,-0.113,-0.09458516887,4086,0.1977317026,0.0390978262,0.2191898273,0.469,0.887,-0.887,4132.909,1,1.011480421,4086,0.09851300186,0.009704811535,1.016266428,1.59,1.59,0.684,0.6729277936,3.106091274,1.171875,0.01481618311,0.1509983124,0.18,0.215,0.273,0.3360005265,5.252125754,2.1484375,0.02348346599,0.1833944572,-0.238,-0.113,0.07,0.3089755543,3.622700212,2.1484375,0.01433120818,0.2378676594,0.969,1,1.043
tone057-1,1,485.029,0.094,0.08355366064,5805,0.09946387944,0.009893063313,0.1299010297,0.359,0.359,-0.262,423.339,0.09,0.07292661499,5805,0.1779702124,0.03167339651,0.1923322326,0.609,0.609,-0.461,6016.273,1.031,1.036395004,5805,0.08843546945,0.007820832258,1.040161255,1.457,1.457,0.75,0.5155473133,2.698451503,1.171875,0.01646441356,0.3205929034,0.008,0.094,0.148,0.7741552337,1.875579635,0.1953125,0.01895959745,0.4999654559,0.035,0.09,0.145,0.2224326367,4.045846327,2.34375,0.0133252429,0.3378213101,0.977,1.031,1.074
tone057-2,1,360.14,0.059,0.06492518478,5547,0.09601482289,0.009218846214,0.1159056765,0.344,0.344,-0.277,757.621,0.121,0.1365821165,5547,0.07908309435,0.006254135811,0.1578252526,0.473,0.473,-0.082,5793.606,1.035,1.044457545,5547,0.08170213144,0.006675238282,1.047648224,1.441,1.441,0.824,0.6002205844,2.679647945,1.171875,0.0116656825,0.2524640269,-0.008,0.059,0.133,0.5877278026,4.154739197,1.171875,0.001189163433,0.07967921774,0.086,0.121,0.184,0.2143979297,3.826950982,2.1484375,0.01190834065,0.314446855,0.992,1.035,1.078
tone058-1,1,-35.037,-0.004,-0.009283783784,3774,0.09445100774,0.008920992864,0.09490617211,0.461,0.5,-0.5,-2007.844,-0.563,-0.5320201378,3774,0.1634450397,0.02671428099,0.5565606059,0.133,1.211,-1.211,3387.477,0.887,0.8975826709,3774,0.1295731402,0.01678919865,0.9068869002,1.449,1.449,0.574,0.6538639887,3.891575043,0.9765625,0.007211205664,0.1578313033,-0.055,-0.004,0.039,0.3547037721,4.207416194,0.1953125,0.02464785011,0.2300101156,-0.59,-0.563,-0.473,0.1276444148,2.67061941,1.953125,0.03619033665,0.4071869129,0.84,0.887,0.965
tone058-2,1,2.633,0.004,0.0007475865985,3522,0.08741276597,0.007640991654,0.08741596273,0.418,0.418,-0.414,-2023.388,-0.578,-0.5744997161,3522,0.1303026056,0.01697876902,0.5890914129,-0.137,1.277,-1.277,3085.766,0.859,0.8761402612,3522,0.1305188709,0.01703517567,0.8858086323,1.41,1.41,0.551,0.6846125428,4.220930027,0.9765625,0.0064505096,0.1624967246,-0.043,0.004,0.031,0.3065548614,6.170749414,1.953125,0.02054223154,0.2243904206,-0.625,-0.578,-0.488,0.175064238,2.831539095,1.953125,0.04082142068,0.4296287762,0.816,0.859,0.941
tone059-1,1,-285.716,-0.016,-0.06965285227,4102,0.1648106442,0.02716254843,0.1789247559,0.449,0.949,-0.949,-710.318,-0.164,-0.1731638225,4102,0.2343924114,0.05493980251,0.2914198208,0.598,0.645,-0.645,4136.001,1,1.008288883,4102,0.1557368549,0.02425396798,1.020245284,1.633,1.633,0.637,0.7449480223,3.592636713,1.3671875,0.02178317727,0.2016063583,-0.16,-0.016,0.035,1.308968384,2.1118957,0.1953125,0.03574434378,0.3746179691,-0.297,-0.164,-0.059,0.111955441,3.537263494,2.5390625,0.03530979168,0.3178318258,0.887,1,1.066
tone059-2,1,-318.489,-0.094,-0.07861984695,4051,0.1285332851,0.01652080537,0.1506714495,0.379,0.758,-0.758,-412.165,-0.121,-0.1017440138,4051,0.171469833,0.02940190361,0.1993834195,0.324,0.695,-0.695,4194.424,1.031,1.035404591,4051,0.1400541806,0.01961517351,1.044833882,1.633,1.633,0.664,0.7502660536,3.442766288,1.171875,0.01955642654,0.2300140564,-0.141,-0.094,0.008,2.527612013,4.8825805,0.1953125,0.005558528423,0.1453840399,-0.242,-0.121,0.07,0.08364553137,3.368047398,2.5390625,0.04196528702,0.358902482,0.973,1.031,1.07
tone060-1,1,-726.275,-0.168,-0.1649875057,4402,0.09149176419,0.008370742915,0.1886574142,0.285,0.555,-0.555,-2699.759,-0.652,-0.6133028169,4402,0.2303511509,0.05306165274,0.655135099,0.051,1.328,-1.328,3541.395,0.777,0.8044968196,4402,0.1403152811,0.01968837811,0.8166416049,1.305,1.305,0.449,0.694011973,3.809927403,0.78125,0.004825081956,0.1154347051,-0.207,-0.168,-0.117,0.3383462391,2.856820325,1.7578125,0.02817267544,0.2250192671,-0.773,-0.652,-0.508,1.363414275,3.704982838,0.1953125,0.006565304035,0.1215502752,0.691,0.777,0.895
tone060-2,1,-593.502,-0.137,-0.1377354375,4309,0.09318188842,0.00868286433,0.1662946634,0.27,0.66,-0.66,-2228.032,-0.547,-0.5170647482,4309,0.2126492371,0.04521969806,0.5590846554,0.324,1.207,-1.207,3823.595,0.875,0.8873508935,4309,0.1240063832,0.01537758307,0.8959738787,1.516,1.516,0.598,1.002811796,4.252246261,2.5390625,0.004415875812,0.09813085501,-0.172,-0.137,-0.098,0.2938606309,2.442507953,1.7578125,0.03531468482,0.2598553399,-0.676,-0.547,-0.375,1.50246492,4.479959848,1.7578125,0.005707239802,0.1147815758,0.801,0.875,0.965
tone061-1,1,-38.672,-0.012,-0.008144903117,4748,0.1336121053,0.01785219467,0.1338601289,0.496,0.496,-0.371,-782.464,-0.176,-0.1647986521,4748,0.1775896332,0.03153807782,0.2422739638,0.551,0.551,-0.484,4897.633,1.027,1.031514954,4748,0.09173540062,0.008415383728,1.035586058,1.391,1.391,0.793,0.8332358057,2.812383461,1.171875,0.017435434,0.207781703,-0.105,-0.012,0.094,0.5998443603,2.214380428,0.1953125,0.02596609008,0.4121833285,-0.289,-0.176,-0.098,0.1590871823,2.64863624,2.1484375,0.01534082356,0.3389231936,0.973,1.027,1.066
tone061-2,1,-53.038,-0.027,-0.01165926577,4549,0.1256662559,0.01579200788,0.126205968,0.516,0.516,-0.363,-517.608,-0.09,-0.1137850077,4549,0.1106380839,0.01224078561,0.1587066904,0.168,0.438,-0.438,4786.389,1.063,1.052184876,4549,0.09453523145,0.008936909984,1.056423174,1.383,1.383,0.805,1.092511253,3.243618113,1.171875,0.01984143122,0.2329211047,-0.07,-0.027,0.02,0.6218258577,3.845764489,2.34375,0.005882306471,0.1500274282,-0.195,-0.09,-0.043,0.1055596503,2.766149459,2.34375,0.02171924554,0.4037648767,0.996,1.063,1.078
tone062-1,1,703.572,0.184,0.1625628466,4328,0.09352805942,0.008747497899,0.1875477992,0.473,0.473,-0.145,-3607.166,-0.863,-0.8334487061,4328,0.1644439326,0.02704180698,0.8495166583,-0.336,1.199,-1.199,2240.401,0.504,0.5176527264,4328,0.2052454873,0.04212571004,0.5568573024,1.063,1.063,0.055,0.3376096832,2.831617026,2.734375,0.007331046315,0.1881376539,0.117,0.184,0.215,0.5679922912,1.899688126,0.1953125,0.01444928238,0.304580126,-0.93,-0.863,-0.797,0.5747408483,2.376950878,0.1953125,0.01806253466,0.2566585302,0.371,0.504,0.617
tone062-2,1,854.468,0.215,0.2094797745,4079,0.09405679183,0.008846680089,0.2296267754,0.574,0.574,-0.113,-3536.089,-0.891,-0.8669009561,4079,0.1149449765,0.01321234763,0.8744882019,-0.496,1.238,-1.238,1885.027,0.422,0.4621296886,4079,0.158384304,0.02508558774,0.4885175912,1.027,1.027,0.059,0.4868971605,3.192589594,2.9296875,0.007313182164,0.1736550615,0.176,0.215,0.25,0.7149842543,2.824979543,0.1953125,0.004383352445,0.1190468422,-0.918,-0.891,-0.816,0.4756948845,2.702335973,1.953125,0.01453824225,0.2259829899,0.375,0.422,0.539
tone063-1,1,-289.597,-0.066,-0.07269001004,3984,0.1139253725,0.0129789905,0.1351400313,0.426,0.766,-0.766,-2747.113,-0.656,-0.6895363956,3984,0.1692181085,0.02863476825,0.7099966261,-0.309,1.465,-1.465,3052.112,0.797,0.7660923695,3984,0.1693120189,0.02866655974,0.7845789178,1.43,1.43,0.426,0.4613469908,3.531259051,0.78125,0.008455365521,0.1218849557,-0.117,-0.066,-0.016,0.3832174784,4.677903054,1.7578125,0.02039757431,0.2170995652,-0.789,-0.656,-0.586,0.3895312121,2.967398847,1.7578125,0.03966352129,0.3440877657,0.609,0.797,0.883
tone063-2,1,-265.493,-0.078,-0.07275774185,3649,0.1181777322,0.01396597639,0.1387791965,0.449,0.719,-0.719,-2651.351,-0.695,-0.7265966018,3649,0.1422029823,0.02022168819,0.7403811923,-0.402,1.512,-1.512,2697.588,0.746,0.7392677446,3649,0.1501015564,0.02253047723,0.7543522224,1.465,1.465,0.418,0.4672987476,3.842315376,0.9765625,0.01111762295,0.1622071811,-0.125,-0.078,-0.008,0.3726339691,5.227023227,1.953125,0.01894633848,0.2007564143,-0.793,-0.695,-0.625,0.4187155095,3.308407824,1.953125,0.03312349406,0.3018445149,0.613,0.746,0.84
tone064-1,1,-603.473,-0.133,-0.1398871117,4314,0.1402517192,0.01967054474,0.1980882348,0.32,0.723,-0.723,-3125.279,-0.734,-0.7244503941,4314,0.2011508485,0.04046166386,0.7518577241,-0.094,1.445,-1.445,2998.598,0.719,0.6950853037,4314,0.1902616641,0.03619950084,0.7206546192,1.219,1.219,0.168,0.3586043479,2.927198211,2.734375,0.01016345194,0.1219356973,-0.203,-0.133,-0.078,0.4711194655,2.974132077,0.1953125,0.01966329694,0.2546096709,-0.84,-0.734,-0.676,0.5455744312,2.696000875,1.7578125,0.02716729659,0.2498517818,0.555,0.719,0.801
tone064-2,1,-396.04,-0.133,-0.1176239976,3367,0.1252713194,0.01569290347,0.1718380292,0.469,0.598,-0.598,-2641.367,-0.746,-0.7844867835,3367,0.1316455731,0.01733055692,0.7954558884,-0.367,1.484,-1.484,2218.634,0.703,0.6589349569,3367,0.1771910491,0.03139666788,0.6823429822,1.316,1.316,0.105,0.9309942492,3.879010918,2.9296875,0.01192594958,0.1422193681,-0.172,-0.133,-0.076,0.3688195484,4.69518589,1.953125,0.02036849458,0.2536411824,-0.859,-0.746,-0.707,0.6343545539,3.281644134,1.953125,0.04806613043,0.2858963449,0.533,0.703,0.746
tone065-1,1,49.051,0.027,0.01203410206,4076,0.1120689805,0.01255945639,0.1127132468,0.449,0.691,-0.691,-3264.329,-0.793,-0.8008657998,4076,0.1282990247,0.01646063974,0.8110774741,-0.262,1.484,-1.484,2657.156,0.641,0.6519028459,4076,0.1072456408,0.01150162746,0.6606655341,1.105,1.105,0.398,0.4058637492,3.426464416,0.9765625,0.008177174958,0.1372260954,-0.047,0.027,0.082,1.004909634,5.684872536,1.7578125,0.009501796985,0.1133222403,-0.832,-0.793,-0.746,0.3336633659,2.380146732,1.7578125,0.01125549375,0.2128185265,0.582,0.641,0.699
tone065-2,1,-5.152,-0.004,-0.001376803848,3742,0.1000434923,0.01000870035,0.1000529657,0.332,0.523,-0.523,-3088.074,-0.813,-0.8252469268,3742,0.1199443349,0.01438664346,0.8339179418,-0.355,1.5,-1.5,2339.262,0.617,0.6251368252,3742,0.09194478153,0.00845384285,0.6318622422,1.094,1.094,0.414,0.4818071998,3.532653148,0.9765625,0.008028849652,0.1671434317,-0.055,-0.004,0.055,0.8326256726,6.668082795,1.953125,0.01003986109,0.1274973744,-0.852,-0.813,-0.766,0.3212113956,2.685517756,1.7578125,0.01158729682,0.2519736707,0.566,0.617,0.664
tone066-1,1,-687.645,-0.105,-0.1089597528,6311,0.06874787478,0.004726270286,0.1288351583,0.094,0.371,-0.371,-3133.453,-0.5,-0.4965065758,6311,0.1131944462,0.01281298265,0.509246269,-0.086,0.801,-0.801,5789.122,0.922,0.9173066075,6311,0.07494727637,0.005617094235,0.920363247,1.168,1.168,0.73,0.1216998435,2.012258882,2.34375,0.004572939125,0.2209071458,-0.152,-0.105,-0.059,0.361165468,1.800258299,0.1953125,0.008181360512,0.292633837,-0.574,-0.5,-0.453,0.4563540728,2.838252211,1.5625,0.005979475916,0.2802426401,0.852,0.922,0.969
tone066-2,1,-441.251,-0.074,-0.0761828384,5792,0.06951282397,0.004832032696,0.1031302941,0.168,0.34,-0.34,-2963.974,-0.504,-0.5117358425,5792,0.06564506973,0.004309275179,0.5159291111,-0.309,0.793,-0.793,5317.988,0.922,0.9181609116,5792,0.06222611818,0.003872089784,0.9202671076,1.152,1.152,0.719,0.1230716383,2.32553969,2.34375,0.005859686609,0.2563303006,-0.117,-0.074,-0.035,0.4915853371,2.909456617,1.5625,0.004736326693,0.2666612625,-0.547,-0.504,-0.465,0.4478513971,3.186687729,1.5625,0.005997895004,0.3034204018,0.871,0.922,0.957
tone067-1,1,265.289,0.09,0.06673937107,3975,0.09801463373,0.009606868425,0.1185791384,0.391,0.391,-0.34,-2412.288,-0.582,-0.6068649057,3975,0.112716652,0.01270504364,0.6172439205,-0.152,1.16,-1.16,3370.739,0.855,0.8479846541,3975,0.1023398335,0.01047344153,0.8541378197,1.207,1.207,0.57,0.5362001918,3.231938955,0.9765625,0.008450574588,0.1734752039,0.004,0.09,0.117,0.6722890283,5.598486934,1.953125,0.01261427576,0.1922698198,-0.645,-0.582,-0.543,0.1844469501,2.567497115,1.953125,0.02557190496,0.4296766396,0.793,0.855,0.895
tone067-2,1,337.904,0.105,0.08661984107,3901,0.09901592603,0.009804153608,0.1315566436,0.473,0.473,-0.367,-2335.348,-0.59,-0.5986536785,3901,0.1051746696,0.01106171113,0.6078222914,-0.238,1.195,-1.195,3327.146,0.855,0.8528956678,3901,0.1023108248,0.01046750488,0.8590102008,1.215,1.215,0.563,1.439753423,3.89997714,3.125,0.009978952339,0.1877384843,0.035,0.105,0.129,0.7549502267,5.812917159,2.1484375,0.01039027958,0.1695724338,-0.621,-0.59,-0.547,0.2284903038,2.670285147,2.1484375,0.02662356905,0.4264395219,0.801,0.855,0.887
tone068-1,1,-546.449,-0.117,-0.1143437958,4779,0.09352463372,0.008746857113,0.1477205495,0.137,0.363,-0.363,-3341.158,-0.711,-0.6991332915,4779,0.1715182734,0.02941851812,0.71986518,0.305,1.055,-1.055,3538.537,0.723,0.7404346098,4779,0.1268061629,0.01607980295,0.7512144929,1.195,1.195,0.449,0.1866072776,2.202137865,0.78125,0.007282592354,0.1937476797,-0.176,-0.117,-0.035,0.4761219421,1.535344568,0.1953125,0.02380614462,0.2490559707,-0.793,-0.711,-0.66,0.6634173434,2.634325296,1.7578125,0.01263305736,0.1910133047,0.645,0.723,0.793
tone068-2,1,-453.595,-0.102,-0.106904313,4243,0.09062336969,0.008212595133,0.1401468061,0.258,0.418,-0.418,-3062.541,-0.719,-0.7217867075,4243,0.1098551442,0.01206815272,0.7300987631,-0.402,1.082,-1.082,3126.333,0.723,0.7368213528,4243,0.1186327429,0.01407372769,0.7463105477,1.223,1.223,0.438,0.4630382063,2.746043047,2.9296875,0.00887056483,0.2154753885,-0.16,-0.102,-0.063,1.070309839,3.541344177,1.953125,0.01046471254,0.18612413,-0.783,-0.719,-0.648,0.7165301956,3.331771921,1.953125,0.018183161,0.2674915586,0.652,0.723,0.793
tone069-1,1,-289.61,-0.039,-0.06471731844,4475,0.1120340764,0.01255163428,0.1293830189,0.238,0.512,-0.512,-2507.789,-0.563,-0.5603997765,4475,0.1071996496,0.01149176487,0.570560842,-0.242,1.207,-1.207,3892.271,0.867,0.8697812291,4475,0.1061525189,0.01126835728,0.876234982,1.371,1.371,0.578,0.1623441618,2.402649135,0.78125,0.01183254569,0.1697827573,-0.145,-0.039,0.016,0.6004431074,5.136170655,1.953125,0.005483840759,0.1047291427,-0.605,-0.563,-0.492,0.4949688014,2.90560603,1.953125,0.01600975246,0.2532811411,0.809,0.867,0.926
tone069-2,1,-333.298,-0.063,-0.07597401413,4387,0.1042104871,0.01085982563,0.1289646326,0.211,0.5,-0.5,-2491.396,-0.57,-0.5679042626,4387,0.1112223952,0.0123704212,0.5786930729,-0.234,1.145,-1.145,3801.593,0.859,0.8665586961,4387,0.1061750811,0.01127314785,0.873039015,1.336,1.336,0.539,0.2094745239,2.824858403,0.9765625,0.008715147166,0.1602019865,-0.141,-0.063,0,0.7114908357,4.971016542,1.953125,0.005204017162,0.0969607026,-0.609,-0.57,-0.508,0.4557580388,2.912983031,1.953125,0.01695951092,0.2806408806,0.809,0.859,0.922
tone070-1,1,298.485,0.047,0.04996401071,5974,0.09864747818,0.009731324952,0.1105790546,0.406,0.406,-0.211,-2516.735,-0.426,-0.421281386,5974,0.0879473185,0.007734730832,0.4303634941,-0.051,0.973,-0.973,5691.886,0.934,0.9527763642,5974,0.06461108862,0.004174592772,0.954964603,1.207,1.207,0.797,0.1717380271,2.45327567,0.78125,0.01303369518,0.2506324418,-0.03,0.047,0.117,1.862168726,5.861075026,0.1953125,0.002883221005,0.08515360789,-0.469,-0.426,-0.371,0.7363117219,3.567867839,1.7578125,0.00497887222,0.2361811485,0.914,0.934,0.984
tone070-2,1,411.77,0.051,0.07098258921,5801,0.1005839057,0.01011712209,0.1231082859,0.402,0.402,-0.125,-2393.642,-0.41,-0.4126257542,5801,0.08221719013,0.006759666353,0.4207370668,-0.121,0.875,-0.875,5542.088,0.934,0.9553676952,5801,0.05988212104,0.00358586842,0.957242551,1.195,1.195,0.82,0.146618903,2.402183878,0.78125,0.01443154208,0.2793288744,-0.012,0.051,0.148,3.026738779,6.556123286,3.515625,0.002006251255,0.07090466363,-0.469,-0.41,-0.359,1.027359471,3.874683854,1.7578125,0.004208461688,0.2279108399,0.918,0.934,0.984
tone071-1,1,-258.875,-0.051,-0.03609523146,7172,0.08985911229,0.008074660061,0.09683762592,0.223,0.27,-0.27,-3444.236,-0.488,-0.4802336866,7172,0.08988834273,0.008079914158,0.4885737486,-0.242,0.848,-0.848,6607.826,0.918,0.9213365867,7172,0.05356179417,0.002868865795,0.9228921778,1.066,1.066,0.711,0.3938104566,2.410009633,0.9765625,0.00940299786,0.2847836641,-0.105,-0.051,0.039,2.936922363,3.792786573,0.1953125,0.003173791266,0.1476516039,-0.523,-0.488,-0.434,1.06543458,3.360171712,2.1484375,0.001431590288,0.1473803937,0.887,0.918,0.957
tone071-2,1,-97.562,-0.027,-0.01607281713,6070,0.09355106774,0.008751802276,0.09492174528,0.289,0.293,-0.293,-2856.46,-0.465,-0.4705864909,6070,0.08332131696,0.00694244186,0.4779059398,-0.168,0.863,-0.863,5635.271,0.938,0.9283807249,6070,0.05580142355,0.003113798871,0.9300562183,1.102,1.102,0.777,0.4967588795,2.41974309,0.9765625,0.01169633021,0.2635280269,-0.074,-0.027,0.043,2.947306417,4.345989494,4.1015625,0.001706811717,0.08296015549,-0.516,-0.465,-0.422,0.8689231807,3.573933276,2.1484375,0.002522543564,0.2005721412,0.887,0.938,0.961
tone072-1,1,531.021,0.129,0.1339271122,3965,0.09417768875,0.008869437058,0.1637251002,0.664,0.664,-0.285,-2582.461,-0.668,-0.6513142497,3965,0.1387940771,0.01926379582,0.6659384714,-0.262,1.383,-1.383,3094.304,0.77,0.7804045397,3965,0.1387413782,0.01924917002,0.7926414168,1.391,1.391,0.434,0.3611770602,2.692977301,2.9296875,0.004008828287,0.09506142477,0.094,0.129,0.16,0.241342486,3.243341474,1.953125,0.01969899482,0.2246505797,-0.695,-0.668,-0.566,0.1796623906,2.278301382,1.953125,0.02726309781,0.3012030099,0.727,0.77,0.848
