,0.066,-0.77,0.664
2556,0.023,-0.668,0.648
2557,0.012,-0.688,0.664
2558,-0.016,-0.727,0.672
2559,-0.055,-0.758,0.66
2560,-0.086,-0.777,0.652
2561,-0.102,-0.789,0.648
2562,-0.109,-0.766,0.633
2563,-0.113,-0.73,0.625
2564,-0.117,-0.711,0.617
2565,-0.121,-0.703,0.617
2566,-0.129,-0.703,0.605
2567,-0.141,-0.707,0.605
2568,-0.145,-0.734,0.617
2569,-0.133,-0.766,0.629
2570,-0.102,-0.789,0.637
2571,-0.063,-0.809,0.645
2572,-0.027,-0.813,0.641
2573,-0.004,-0.793,0.641
2574,-0.004,-0.766,0.648
2575,-0.023,-0.758,0.664
2576,-0.043,-0.777,0.695
2577,-0.074,-0.824,0.715
2578,-0.086,-0.898,0.734
2579,-0.086,-0.949,0.746
2580,-0.09,-0.973,0.758
2581,-0.07,-1.0,0.758
2582,-0.035,-1.043,0.742
2583,0.035,-1.027,0.723
2584,0.117,-0.938,0.715
2585,0.176,-0.801,0.719
2586,0.207,-0.672,0.734
2587,0.203,-0.547,0.742
2588,0.176,-0.453,0.754
2589,0.145,-0.445,0.777
2590,0.16,-0.535,0.805
2591,0.199,-0.633,0.836
2592,0.23,-0.695,0.855
2593,0.234,-0.699,0.879
2594,0.234,-0.672,0.898
2595,0.238,-0.648,0.902
2596,0.215,-0.617,0.887
2597,0.184,-0.59,0.879
2598,0.168,-0.566,0.871
2599,0.164,-0.547,0.852
2600,0.168,-0.551,0.824
2601,0.184,-0.578,0.793
2602,0.191,-0.617,0.758
2603,0.191,-0.688,0.723
2604,0.199,-0.758,0.684
2605,0.199,-0.809,0.645
2606,0.195,-0.801,0.633
2607,0.188,-0.754,0.645
2608,0.168,-0.711,0.664
2609,0.137,-0.695,0.676
2610,0.094,-0.695,0.664
2611,0.059,-0.703,0.664
2612,0.051,-0.703,0.676
2613,0.074,-0.715,0.695
2614,0.113,-0.738,0.711
2615,0.156,-0.762,0.711
2616,0.184,-0.77,0.715
2617,0.195,-0.773,0.715
2618,0.199,-0.758,0.703
2619,0.184,-0.734,0.703
2620,0.164,-0.707,0.695
2621,0.148,-0.68,0.684
2622,0.141,-0.637,0.684
2623,0.145,-0.602,0.695
2624,0.16,-0.609,0.719
2625,0.184,-0.652,0.719
2626,0.195,-0.707,0.715
2627,0.176,-0.715,0.727
2628,0.156,-0.691,0.754
2629,0.145,-0.648,0.758
2630,0.168,-0.613,0.77
2631,0.203,-0.574,0.762
2632,0.234,-0.52,0.742
2633,0.242,-0.469,0.715
2634,0.234,-0.477,0.68
2635,0.211,-0.563,0.652
2636,0.125,-0.711,0.648
2637,-0.02,-0.828,0.699
2638,-0.176,-0.867,0.785
2639,-0.238,-0.797,0.887
2640,-0.156,-0.707,1.004
2641,0.031,-0.676,1.117
2642,0.168,-0.66,1.176
2643,0.172,-0.645,1.184
2644,0.105,-0.664,1.152
2645,0.035,-0.723,1.086
2646,-0.008,-0.785,1.012
2647,-0.023,-0.801,0.953
2648,-0.023,-0.773,0.906
2649,-0.035,-0.742,0.863
2650,-0.051,-0.738,0.813
2651,-0.063,-0.746,0.773
2652,-0.074,-0.746,0.742
2653,-0.082,-0.727,0.727
2654,-0.078,-0.699,0.719
2655,-0.063,-0.676,0.73
2656,-0.055,-0.66,0.73
2657,-0.043,-0.66,0.73
2658,-0.023,-0.656,0.734
2659,-0.004,-0.652,0.738
2660,-0.004,-0.652,0.73
2661,-0.012,-0.656,0.719
2662,-0.008,-0.664,0.711
2663,-0.004,-0.668,0.711
2664,-0.004,-0.672,0.711
2665,-0.02,-0.68,0.723
2666,-0.031,-0.688,0.734
2667,-0.043,-0.695,0.727
2668,-0.051,-0.688,0.715
2669,-0.055,-0.688,0.691
2670,-0.055,-0.699,0.664
2671,-0.059,-0.695,0.637
2672,-0.074,-0.691,0.613
2673,-0.098,-0.688,0.586
2674,-0.109,-0.699,0.578
2675,-0.109,-0.715,0.57
2676,-0.098,-0.715,0.574
2677,-0.098,-0.707,0.578
2678,-0.086,-0.711,0.578
2679,-0.078,-0.73,0.578
2680,-0.059,-0.734,0.586
2681,-0.047,-0.73,0.609
2682,-0.031,-0.73,0.633
2683,-0.027,-0.723,0.648
2684,-0.035,-0.703,0.664
2685,-0.027,-0.699,0.672
2686,-0.027,-0.676,0.664
2687,-0.039,-0.645,0.652
2688,-0.055,-0.625,0.641
2689,-0.047,-0.633,0.621
2690,0.004,-0.688,0.625
2691,0.121,-0.766,0.652
2692,0.27,-0.797,0.684
2693,0.375,-0.793,0.746
2694,0.387,-0.777,0.836
2695,0.348,-0.781,0.941
2696,0.32,-0.793,1.031
2697,0.316,-0.77,1.09
2698,0.301,-0.719,1.121
2699,0.25,-0.668,1.137
2700,0.199,-0.629,1.113
2701,0.184,-0.633,1.051
2702,0.191,-0.672,0.961
2703,0.199,-0.711,0.895
2704,0.215,-0.73,0.852
2705,0.227,-0.715,0.816
2706,0.242,-0.68,0.797
2707,0.258,-0.633,0.773
2708,0.27,-0.578,0.766
2709,0.289,-0.551,0.762
2710,0.289,-0.559,0.758
2711,0.277,-0.578,0.746
2712,0.246,-0.605,0.734
2713,0.215,-0.621,0.723
2714,0.184,-0.629,0.719
2715,0.16,-0.633,0.711
2716,0.129,-0.629,0.699
2717,0.121,-0.641,0.688
2718,0.133,-0.652,0.684
2719,0.145,-0.66,0.68
2720,0.148,-0.668,0.672
2721,0.156,-0.676,0.676
2722,0.164,-0.672,0.691
2723,0.184,-0.68,0.695
2724,0.195,-0.684,0.703
2725,0.203,-0.676,0.711
2726,0.191,-0.66,0.723
2727,0.172,-0.633,0.738
2728,0.156,-0.598,0.734
2729,0.141,-0.574,0.73
2730,0.148,-0.574,0.727
2731,0.164,-0.578,0.723
2732,0.172,-0.582,0.727
2733,0.191,-0.59,0.73
2734,0.207,-0.598,0.73
2735,0.207,-0.605,0.742
2736,0.191,-0.613,0.754
2737,0.176,-0.621,0.773
2738,0.176,-0.633,0.781
2739,0.184,-0.625,0.781
2740,0.188,-0.602,0.773
2741,0.191,-0.563,0.75
2742,0.188,-0.512,0.73
2743,0.176,-0.469,0.707
2744,0.152,-0.43,0.688
2745,0.117,-0.43,0.672
2746,0.051,-0.531,0.664
2747,-0.063,-0.684,0.711
2748,-0.195,-0.793,0.793
2749,-0.273,-0.82,0.891
2750,-0.219,-0.777,1.012
2751,-0.008,-0.723,1.145
2752,0.223,-0.695,1.246
2753,0.297,-0.672,1.297
2754,0.223,-0.668,1.289
2755,0.098,-0.723,1.234
2756,0.02,-0.797,1.141
2757,0.008,-0.82,1.074
2758,0.031,-0.797,1.023
2759,0.047,-0.77,0.973
2760,0.039,-0.762,0.91
2761,0.016,-0.75,0.852
2762,0.004,-0.723,0.793
2763,0.008,-0.695,0.742
2764,0.012,-0.66,0.703
2765,0.016,-0.648,0.676
2766,0.02,-0.637,0.656
2767,0.027,-0.629,0.633
2768,0.035,-0.605,0.617
2769,0.035,-0.57,0.605
2770,0.039,-0.547,0.609
2771,0.039,-0.535,0.598
2772,0.023,-0.547,0.602
2773,0.016,-0.582,0.621
2774,0.0,-0.613,0.629
2775,-0.016,-0.645,0.645
2776,-0.031,-0.676,0.664
2777,-0.047,-0.691,0.688
2778,-0.043,-0.711,0.707
2779,-0.047,-0.715,0.727
2780,-0.055,-0.711,0.742
2781,-0.07,-0.699,0.746
2782,-0.09,-0.695,0.754
2783,-0.105,-0.703,0.746
2784,-0.102,-0.723,0.727
2785,-0.102,-0.742,0.703
2786,-0.098,-0.754,0.699
2787,-0.094,-0.754,0.703
2788,-0.09,-0.75,0.711
2789,-0.098,-0.746,0.719
2790,-0.102,-0.746,0.734
2791,-0.109,-0.738,0.758
2792,-0.109,-0.734,0.781
2793,-0.098,-0.73,0.805
2794,-0.078,-0.734,0.816
2795,-0.074,-0.727,0.816
2796,-0.074,-0.703,0.797
2797,-0.094,-0.668,0.773
2798,-0.094,-0.641,0.742
2799,-0.066,-0.645,0.715
2800,-0.016,-0.684,0.719
2801,0.074,-0.738,0.742
2802,0.191,-0.762,0.762
2803,0.293,-0.727,0.785
2804,0.328,-0.656,0.828
2805,0.328,-0.598,0.887
2806,0.313,-0.574,0.941
2807,0.309,-0.602,0.973
2808,0.289,-0.648,0.988
2809,0.254,-0.676,1.008
2810,0.227,-0.676,1.02
2811,0.211,-0.676,1.008
2812,0.195,-0.672,0.961
2813,0.172,-0.672,0.867
2814,0.168,-0.672,0.805
2815,0.195,-0.668,0.766
2816,0.223,-0.656,0.734
2817,0.242,-0.66,0.703
2818,0.246,-0.668,0.676
2819,0.234,-0.652,0.66
2820,0.215,-0.625,0.648
2821,0.207,-0.598,0.645
2822,0.203,-0.598,0.637
2823,0.203,-0.613,0.629
2824,0.203,-0.633,0.621
2825,0.199,-0.648,0.617
2826,0.191,-0.66,0.629
2827,0.172,-0.664,0.625
2828,0.16,-0.668,0.629
2829,0.156,-0.672,0.625
2830,0.148,-0.68,0.641
2831,0.16,-0.68,0.664
2832,0.184,-0.684,0.691
2833,0.219,-0.688,0.715
2834,0.238,-0.695,0.742
2835,0.25,-0.691,0.77
2836,0.262,-0.688,0.789
2837,0.273,-0.691,0.809
2838,0.273,-0.699,0.809
2839,0.277,-0.691,0.805
2840,0.277,-0.664,0.797
2841,0.266,-0.637,0.797
2842,0.238,-0.613,0.805
2843,0.223,-0.602,0.813
2844,0.219,-0.617,0.805
2845,0.219,-0.633,0.801
2846,0.215,-0.637,0.797
2847,0.211,-0.629,0.793
2848,0.199,-0.605,0.789
2849,0.184,-0.57,0.793
2850,0.164,-0.531,0.785
2851,0.156,-0.488,0.77
2852,0.145,-0.461,0.75
2853,0.121,-0.492,0.719
2854,0.066,-0.566,0.707
2855,-0.043,-0.652,0.723
2856,-0.176,-0.703,0.758
2857,-0.273,-0.691,0.789
2858,-0.266,-0.656,0.852
2859,-0.141,-0.609,0.938
2860,0.008,-0.594,1.012
2861,0.125,-0.594,1.047
2862,0.148,-0.633,1.059
2863,0.113,-0.699,1.055
2864,0.055,-0.766,1.043
2865,-0.004,-0.801,1.016
2866,-0.027,-0.816,0.992
2867,-0.02,-0.801,0.973
2868,0.008,-0.773,0.934
2869,0.027,-0.746,0.875
2870,0.043,-0.723,0.82
2871,0.043,-0.699,0.77
2872,0.047,-0.68,0.73
2873,0.043,-0.668,0.699
2874,0.039,-0.668,0.672
2875,0.031,-0.668,0.648
2876,0.027,-0.66,0.633
2877,0.016,-0.645,0.617
2878,0.039,-0.637,0.605
2879,0.047,-0.629,0.602
2880,0.047,-0.625,0.613
2881,0.051,-0.625,0.633
2882,0.047,-0.633,0.641
2883,0.043,-0.641,0.648
2884,0.035,-0.652,0.66
2885,0.008,-0.664,0.664
2886,-0.023,-0.664,0.672
2887,-0.059,-0.676,0.688
2888,-0.082,-0.676,0.691
2889,-0.086,-0.68,0.699
2890,-0.078,-0.691,0.707
2891,-0.066,-0.711,0.719
2892,-0.07,-0.734,0.73
2893,-0.078,-0.738,0.746
2894,-0.082,-0.742,0.762
2895,-0.09,-0.754,0.762
2896,-0.094,-0.758,0.754
2897,-0.098,-0.754,0.746
2898,-0.086,-0.742,0.734
2899,-0.066,-0.723,0.727
2900,-0.051,-0.715,0.723
2901,-0.055,-0.738,0.727
2902,-0.078,-0.785,0.723
2903,-0.102,-0.844,0.734
2904,-0.105,-0.902,0.754
2905,-0.074,-0.945,0.789
2906,-0.008,-0.953,0.84
2907,0.082,-0.914,0.879
2908,0.148,-0.852,0.93
2909,0.145,-0.777,0.977
2910,0.094,-0.691,1.008
2911,0.059,-0.629,1.02
2912,0.074,-0.578,1.0
2913,0.137,-0.52,0.945
2914,0.191,-0.461,0.871
2915,0.23,-0.438,0.801
2916,0.25,-0.453,0.762
2917,0.266,-0.5,0.746
2918,0.266,-0.582,0.746
2919,0.266,-0.641,0.75
2920,0.262,-0.656,0.766
2921,0.27,-0.652,0.781
2922,0.266,-0.633,0.785
2923,0.246,-0.625,0.785
2924,0.199,-0.605,0.77
2925,0.148,-0.578,0.746
2926,0.129,-0.547,0.73
2927,0.141,-0.547,0.723
2928,0.191,-0.578,0.715
2929,0.234,-0.621,0.703
2930,0.262,-0.648,0.707
2931,0.273,-0.664,0.719
2932,0.289,-0.66,0.719
2933,0.281,-0.664,0.719
2934,0.262,-0.676,0.715
2935,0.227,-0.68,0.711
2936,0.191,-0.668,0.715
2937,0.168,-0.645,0.715
2938,0.16,-0.613,0.719
2939,0.172,-0.602,0.719
2940,0.188,-0.605,0.719
2941,0.207,-0.617,0.727
2942,0.219,-0.633,0.723
2943,0.227,-0.648,0.723
2944,0.23,-0.66,0.73
2945,0.234,-0.668,0.734
2946,0.23,-0.668,0.734
2947,0.223,-0.676,0.734
2948,0.211,-0.699,0.727
2949,0.207,-0.719,0.723
2950,0.211,-0.73,0.738
2951,0.219,-0.727,0.766
2952,0.23,-0.719,0.797
2953,0.246,-0.719,0.832
2954,0.25,-0.723,0.852
2955,0.242,-0.719,0.867
2956,0.234,-0.707,0.863
2957,0.227,-0.68,0.84
2958,0.227,-0.66,0.809
2959,0.211,-0.652,0.762
2960,0.18,-0.664,0.711
2961,0.125,-0.688,0.676
2962,0.027,-0.684,0.68
2963,-0.09,-0.656,0.703
2964,-0.191,-0.609,0.75
2965,-0.227,-0.578,0.809
2966,-0.176,-0.566,0.883
2967,-0.074,-0.574,0.961
2968,0.027,-0.582,1.012
2969,0.098,-0.574,1.035
2970,0.113,-0.574,1.043
2971,0.09,-0.594,1.039
2972,0.059,-0.617,1.035
2973,0.031,-0.648,1.016
2974,0.02,-0.68,0.98
2975,0.012,-0.676,0.945
2976,0.008,-0.648,0.898
2977,-0.016,-0.621,0.848
2978,-0.023,-0.605,0.809
2979,-0.027,-0.613,0.766
2980,-0.023,-0.621,0.738
2981,-0.02,-0.629,0.727
2982,-0.016,-0.633,0.715
2983,-0.012,-0.633,0.699
2984,-0.016,-0.629,0.688
2985,-0.004,-0.629,0.684
2986,0.0,-0.645,0.676
2987,-0.004,-0.664,0.676
2988,-0.004,-0.684,0.68
2989,-0.008,-0.695,0.684
2990,-0.008,-0.703,0.688
2991,-0.023,-0.707,0.703
2992,-0.043,-0.715,0.707
2993,-0.047,-0.734,0.707
2994,-0.051,-0.758,0.699
2995,-0.051,-0.766,0.691
2996,-0.055,-0.754,0.688
2997,-0.066,-0.746,0.695
2998,-0.082,-0.742,0.691
2999,-0.098,-0.738,0.695
3000,-0.105,-0.734,0.707
3001,-0.105,-0.734,0.723
3002,-0.094,-0.738,0.73
3003,-0.094,-0.742,0.742
3004,-0.094,-0.742,0.754
3005,-0.09,-0.73,0.762
3006,-0.086,-0.707,0.766
3007,-0.086,-0.68,0.762
3008,-0.09,-0.652,0.754
3009,-0.098,-0.637,0.742
3010,-0.105,-0.621,0.73
3011,-0.117,-0.602,0.719
3012,-0.133,-0.582,0.703
3013,-0.141,-0.574,0.684
3014,-0.125,-0.613,0.676
3015,-0.07,-0.695,0.68
3016,0.02,-0.793,0.703
3017,0.129,-0.859,0.715
3018,0.211,-0.832,0.746
3019,0.25,-0.746,0.809
3020,0.266,-0.66,0.871
3021,0.289,-0.617,0.941
3022,0.305,-0.602,1.0
3023,0.309,-0.613,1.035
3024,0.297,-0.633,1.055
3025,0.277,-0.645,1.055
3026,0.262,-0.641,1.039
3027,0.254,-0.633,0.996
3028,0.254,-0.645,0.934
3029,0.234,-0.645,0.871
3030,0.215,-0.648,0.809
3031,0.199,-0.648,0.762
3032,0.191,-0.648,0.727
3033,0.191,-0.637,0.715
3034,0.188,-0.625,0.711
3035,0.176,-0.617,0.707
3036,0.176,-0.625,0.699
3037,0.168,-0.641,0.688
3038,0.156,-0.641,0.684
3039,0.137,-0.637,0.684
3040,0.117,-0.625,0.684
3041,0.109,-0.617,0.676
3042,0.105,-0.633,0.684
3043,0.113,-0.648,0.691
3044,0.125,-0.664,0.719
3045,0.148,-0.672,0.754
3046,0.168,-0.68,0.789
3047,0.188,-0.699,0.809
3048,0.199,-0.711,0.82
3049,0.207,-0.699,0.82
3050,0.215,-0.66,0.824
3051,0.227,-0.609,0.832
3052,0.238,-0.578,0.824
3053,0.242,-0.547,0.816
3054,0.242,-0.531,0.801
3055,0.238,-0.539,0.793
3056,0.238,-0.547,0.785
3057,0.23,-0.555,0.785
3058,0.219,-0.57,0.789
3059,0.219,-0.566,0.793
3060,0.227,-0.555,0.809
3061,0.223,-0.523,0.816
3062,0.211,-0.5,0.805
3063,0.207,-0.484,0.781
3064,0.199,-0.48,0.75
3065,0.195,-0.469,0.703
3066,0.176,-0.457,0.668
3067,0.148,-0.465,0.613
3068,0.105,-0.496,0.563
3069,0.043,-0.598,0.531
3070,-0.039,-0.777,0.551
3071,-0.141,-0.953,0.641
3072,-0.227,-1.004,0.77
3073,-0.223,-0.895,0.914
3074,-0.105,-0.754,1.074
3075,0.078,-0.68,1.223
3076,0.203,-0.652,1.25
3077,0.18,-0.688,1.199
3078,0.078,-0.773,1.145
3079,-0.027,-0.852,1.086
3080,-0.078,-0.914,1.012
3081,-0.063,-0.945,0.93
3082,-0.012,-0.918,0.859
3083,0.023,-0.84,0.793
3084,0.039,-0.766,0.738
3085,0.051,-0.73,0.695
3086,0.047,-0.715,0.664
3087,0.043,-0.703,0.645
3088,0.043,-0.684,0.633
3089,0.047,-0.66,0.629
3090,0.055,-0.637,0.629
3091,0.051,-0.613,0.625
3092,0.047,-0.602,0.613
3093,0.039,-0.598,0.605
3094,0.027,-0.605,0.598
3095,0.016,-0.621,0.602
3096,0.012,-0.633,0.613
3097,0.008,-0.648,0.629
3098,0.0,-0.641,0.656
3099,0.0,-0.641,0.684
3100,-0.004,-0.645,0.719
3101,-0.016,-0.66,0.758
3102,-0.031,-0.691,0.785
3103,-0.035,-0.73,0.801
3104,-0.02,-0.746,0.801
3105,-0.016,-0.754,0.801
3106,-0.031,-0.762,0.797
3107,-0.047,-0.77,0.793
3108,-0.051,-0.777,0.785
3109,-0.051,-0.797,0.77
3110,-0.051,-0.813,0.762
3111,-0.039,-0.836,0.762
3112,-0.012,-0.848,0.754
3113,0.012,-0.859,0.75
3114,0.031,-0.863,0.742
3115,0.051,-0.848,0.73
3116,0.059,-0.828,0.719
3117,0.055,-0.801,0.707
3118,0.051,-0.789,0.691
3119,0.059,-0.777,0.668
3120,0.063,-0.754,0.652
3121,0.059,-0.734,0.645
3122,0.047,-0.711,0.629
3123,0.047,-0.711,0.617
3124,0.055,-0.707,0.609
3125,0.059,-0.703,0.609
3126,0.063,-0.719,0.609
3127,0.063,-0.719,0.617
3128,0.078,-0.727,0.629
3129,0.094,-0.723,0.637
3130,0.102,-0.715,0.652
3131,0.113,-0.703,0.668
3132,0.133,-0.691,0.68
3133,0.152,-0.688,0.684
3134,0.152,-0.699,0.691
3135,0.148,-0.723,0.699
3136,0.145,-0.738,0.703
3137,0.152,-0.758,0.703
3138,0.156,-0.773,0.711
3139,0.164,-0.777,0.715
3140,0.168,-0.781,0.715
3141,0.168,-0.773,0.719
3142,0.176,-0.746,0.719
3143,0.172,-0.734,0.711
3144,0.176,-0.734,0.699
3145,0.172,-0.73,0.691
3146,0.18,-0.73,0.68
3147,0.184,-0.734,0.672
3148,0.176,-0.738,0.668
3149,0.168,-0.746,0.664
3150,0.164,-0.75,0.672
3151,0.156,-0.758,0.684
3152,0.156,-0.762,0.684
3153,0.164,-0.762,0.695
3154,0.164,-0.75,0.703
3155,0.156,-0.746,0.711
3156,0.148,-0.734,0.715
3157,0.137,-0.723,0.715
3158,0.129,-0.703,0.715
3159,0.129,-0.688,0.715
3160,0.125,-0.688,0.719
3161,0.125,-0.691,0.719
3162,0.121,-0.695,0.715
3163,0.121,-0.699,0.719
3164,0.117,-0.703,0.719
3165,0.121,-0.707,0.723
3166,0.121,-0.707,0.727
3167,0.121,-0.711,0.73
3168,0.129,-0.711,0.73
3169,0.129,-0.707,0.742
3170,0.125,-0.703,0.746
3171,0.125,-0.707,0.746
3172,0.125,-0.703,0.746
3173,0.121,-0.707,0.746
3174,0.125,-0.711,0.738
3175,0.125,-0.715,0.734
3176,0.133,-0.723,0.727
3177,0.125,-0.723,0.727
3178,0.137,-0.73,0.738
3179,0.137,-0.723,0.73
3180,0.129,-0.727,0.723
3181,0.117,-0.734,0.723
3182,0.117,-0.738,0.723
3183,0.121,-0.734,0.723
3184,0.125,-0.723,0.719
3185,0.129,-0.715,0.715
3186,0.129,-0.707,0.711
3187,0.125,-0.711,0.695
3188,0.125,-0.719,0.691
3189,0.117,-0.727,0.684
3190,0.109,-0.734,0.68
3191,0.105,-0.754,0.684
3192,0.102,-0.766,0.691
3193,0.102,-0.777,0.703
3194,0.105,-0.777,0.707
3195,0.105,-0.773,0.715
3196,0.09,-0.762,0.719
3197,0.086,-0.75,0.719
3198,0.098,-0.734,0.711
3199,0.113,-0.723,0.707
