x_acc,y_acc,z_acc
0.156,-0.871,0.75
0.172,-0.969,0.766
0.152,-1.082,0.793
0.09,-1.184,0.801
0.0,-1.184,0.797
-0.086,-1.027,0.805
-0.137,-0.793,0.809
-0.16,-0.594,0.793
-0.176,-0.496,0.766
-0.18,-0.5,0.754
-0.168,-0.582,0.77
-0.133,-0.707,0.797
-0.09,-0.824,0.805
-0.063,-0.891,0.801
-0.035,-0.879,0.801
-0.02,-0.813,0.797
-0.016,-0.738,0.789
0.0,-0.699,0.77
0.023,-0.668,0.746
0.047,-0.648,0.727
0.07,-0.633,0.699
0.082,-0.613,0.68
0.086,-0.609,0.676
0.086,-0.625,0.668
0.094,-0.656,0.656
0.109,-0.676,0.652
0.113,-0.688,0.652
0.109,-0.672,0.66
0.117,-0.641,0.664
0.113,-0.629,0.664
0.102,-0.621,0.668
0.09,-0.629,0.668
0.078,-0.633,0.66
0.074,-0.641,0.656
0.07,-0.641,0.668
0.078,-0.645,0.672
0.082,-0.648,0.66
0.078,-0.664,0.656
0.066,-0.688,0.66
0.043,-0.703,0.656
0.031,-0.707,0.652
0.012,-0.711,0.648
0.0,-0.715,0.648
-0.012,-0.719,0.652
-0.012,-0.742,0.66
-0.004,-0.773,0.668
0.004,-0.805,0.68
0.02,-0.809,0.699
0.027,-0.801,0.727
0.027,-0.777,0.734
0.02,-0.758,0.734
0.012,-0.746,0.723
0.0,-0.738,0.695
-0.016,-0.762,0.672
-0.012,-0.836,0.672
0.031,-0.953,0.699
0.121,-1.082,0.734
0.23,-1.184,0.758
0.328,-1.156,0.754
0.371,-0.973,0.781
0.379,-0.727,0.844
0.363,-0.551,0.891
0.328,-0.5,0.926
0.281,-0.578,0.949
0.246,-0.684,0.945
0.223,-0.742,0.934
0.203,-0.738,0.93
0.203,-0.695,0.926
0.207,-0.664,0.906
0.199,-0.668,0.871
0.172,-0.688,0.816
0.156,-0.695,0.754
0.148,-0.68,0.715
0.148,-0.641,0.68
0.152,-0.609,0.652
0.16,-0.602,0.641
0.156,-0.617,0.629
0.156,-0.629,0.621
0.156,-0.629,0.613
0.148,-0.617,0.602
0.148,-0.605,0.586
0.145,-0.602,0.594
0.141,-0.602,0.586
0.129,-0.617,0.582
0.121,-0.641,0.586
0.117,-0.664,0.586
0.109,-0.68,0.582
0.113,-0.684,0.586
0.113,-0.691,0.59
0.121,-0.699,0.594
0.133,-0.719,0.602
0.148,-0.738,0.613
0.168,-0.746,0.625
0.191,-0.734,0.633
0.215,-0.711,0.648
0.23,-0.688,0.656
0.25,-0.676,0.664
0.25,-0.676,0.656
0.238,-0.68,0.668
0.227,-0.688,0.707
0.223,-0.707,0.766
0.211,-0.73,0.813
0.176,-0.746,0.828
0.156,-0.746,0.816
0.16,-0.746,0.777
0.168,-0.789,0.742
0.152,-0.902,0.75
0.121,-1.063,0.766
0.047,-1.207,0.77
-0.039,-1.23,0.762
-0.113,-1.09,0.77
-0.164,-0.875,0.789
-0.203,-0.676,0.789
-0.242,-0.551,0.773
-0.27,-0.52,0.77
-0.273,-0.559,0.777
-0.254,-0.637,0.789
-0.219,-0.727,0.785
-0.172,-0.793,0.781
-0.121,-0.816,0.781
-0.086,-0.797,0.785
-0.051,-0.777,0.781
-0.02,-0.762,0.77
0.004,-0.754,0.75
0.031,-0.723,0.727
0.055,-0.664,0.715
0.059,-0.609,0.711
0.043,-0.586,0.691
0.027,-0.613,0.688
0.02,-0.656,0.68
0.023,-0.691,0.668
0.051,-0.707,0.664
0.07,-0.699,0.656
0.07,-0.672,0.648
0.066,-0.656,0.648
0.059,-0.656,0.645
0.063,-0.656,0.641
0.059,-0.656,0.645
0.051,-0.664,0.648
0.043,-0.672,0.648
0.027,-0.672,0.648
0.016,-0.66,0.652
0.012,-0.648,0.66
0.0,-0.641,0.668
-0.008,-0.629,0.676
-0.012,-0.633,0.676
-0.012,-0.641,0.688
-0.008,-0.672,0.684
0.012,-0.711,0.676
0.031,-0.75,0.668
0.047,-0.793,0.676
0.07,-0.828,0.695
0.074,-0.84,0.723
0.063,-0.816,0.742
0.027,-0.777,0.758
-0.027,-0.754,0.77
-0.086,-0.766,0.758
-0.105,-0.816,0.758
-0.07,-0.906,0.785
0.004,-1.02,0.824
0.113,-1.129,0.852
0.211,-1.164,0.852
0.289,-1.059,0.844
0.313,-0.844,0.855
0.301,-0.629,0.855
0.289,-0.484,0.84
0.285,-0.441,0.828
0.266,-0.492,0.816
0.23,-0.574,0.816
0.184,-0.637,0.82
0.129,-0.664,0.82
0.086,-0.66,0.828
0.078,-0.656,0.836
0.094,-0.68,0.832
0.094,-0.734,0.793
0.078,-0.754,0.766
0.066,-0.715,0.758
0.066,-0.652,0.758
0.07,-0.605,0.746
0.094,-0.602,0.73
0.098,-0.621,0.707
0.094,-0.637,0.699
0.078,-0.629,0.691
0.066,-0.613,0.68
0.063,-0.602,0.672
0.055,-0.602,0.672
0.063,-0.609,0.668
0.059,-0.621,0.664
0.059,-0.633,0.664
0.059,-0.641,0.652
0.078,-0.637,0.645
0.094,-0.652,0.641
0.109,-0.668,0.645
0.133,-0.664,0.641
0.164,-0.664,0.645
0.184,-0.668,0.645
0.188,-0.672,0.648
0.184,-0.672,0.648
0.184,-0.672,0.645
0.199,-0.68,0.641
0.215,-0.684,0.648
0.238,-0.68,0.664
0.277,-0.691,0.707
0.289,-0.715,0.766
0.266,-0.742,0.805
0.219,-0.766,0.813
0.184,-0.785,0.809
0.172,-0.832,0.793
0.156,-0.934,0.801
0.094,-1.07,0.82
-0.004,-1.176,0.832
-0.098,-1.152,0.852
-0.152,-0.984,0.867
-0.172,-0.777,0.852
-0.172,-0.621,0.805
-0.184,-0.57,0.758
-0.191,-0.598,0.742
-0.191,-0.668,0.754
-0.164,-0.742,0.766
-0.129,-0.801,0.77
-0.094,-0.816,0.77
-0.066,-0.785,0.773
-0.035,-0.746,0.781
-0.012,-0.707,0.781
0.012,-0.684,0.77
0.047,-0.66,0.758
0.078,-0.621,0.75
0.098,-0.574,0.738
0.098,-0.531,0.723
0.082,-0.527,0.715
0.059,-0.543,0.699
0.059,-0.582,0.699
0.066,-0.617,0.688
0.082,-0.637,0.676
0.098,-0.641,0.676
0.098,-0.637,0.676
0.094,-0.641,0.684
0.082,-0.645,0.684
0.066,-0.652,0.684
0.039,-0.66,0.68
0.027,-0.648,0.676
0.02,-0.648,0.672
0.023,-0.641,0.668
0.027,-0.645,0.672
0.031,-0.66,0.672
0.035,-0.676,0.676
0.023,-0.684,0.68
0.0,-0.695,0.68
-0.012,-0.715,0.688
-0.02,-0.746,0.695
-0.027,-0.785,0.707
-0.023,-0.82,0.711
-0.012,-0.82,0.734
-0.008,-0.797,0.758
0.008,-0.766,0.781
-0.008,-0.738,0.785
-0.027,-0.719,0.777
-0.039,-0.711,0.766
-0.043,-0.746,0.77
-0.02,-0.836,0.797
0.051,-0.973,0.832
0.18,-1.113,0.836
0.293,-1.176,0.813
0.352,-1.09,0.797
0.344,-0.887,0.813
0.309,-0.668,0.836
0.273,-0.527,0.844
0.262,-0.508,0.836
0.266,-0.582,0.828
0.266,-0.68,0.82
0.242,-0.73,0.813
0.211,-0.703,0.816
0.184,-0.648,0.809
0.168,-0.617,0.801
0.156,-0.641,0.801
0.137,-0.711,0.785
0.102,-0.785,0.77
