x_acc,y_acc,z_acc
0.813,-0.031,0.57
0.805,-0.039,0.566
0.813,-0.059,0.57
0.805,-0.055,0.563
0.797,-0.047,0.57
0.789,-0.039,0.574
0.781,-0.039,0.594
0.777,-0.039,0.613
0.773,-0.055,0.625
0.77,-0.066,0.637
0.77,-0.078,0.652
0.781,-0.09,0.672
0.793,-0.082,0.684
0.801,-0.078,0.695
0.813,-0.063,0.695
0.813,-0.047,0.695
0.809,-0.02,0.68
0.793,0.008,0.664
0.777,0.012,0.648
0.758,0.012,0.633
0.746,0.008,0.633
0.738,-0.008,0.633
0.727,-0.027,0.629
0.727,-0.047,0.633
0.727,-0.059,0.641
0.734,-0.066,0.648
0.746,-0.07,0.664
0.762,-0.07,0.676
0.77,-0.07,0.688
0.781,-0.07,0.703
0.801,-0.066,0.699
0.801,-0.063,0.688
0.797,-0.066,0.672
0.789,-0.082,0.656
0.801,-0.098,0.637
0.816,-0.098,0.621
0.824,-0.094,0.613
0.824,-0.098,0.605
0.805,-0.086,0.605
0.785,-0.059,0.613
0.766,-0.035,0.625
0.754,-0.023,0.637
0.738,-0.023,0.645
0.719,-0.031,0.656
0.711,-0.047,0.668
0.707,-0.066,0.68
0.711,-0.078,0.688
0.719,-0.078,0.695
0.73,-0.066,0.695
0.746,-0.059,0.699
0.762,-0.047,0.691
0.773,-0.031,0.676
0.793,-0.023,0.68
0.805,-0.012,0.672
0.805,-0.008,0.672
0.801,-0.008,0.676
0.789,-0.016,0.68
0.793,-0.027,0.684
0.789,-0.059,0.707
0.789,-0.09,0.727
0.793,-0.102,0.738
0.801,-0.105,0.75
0.816,-0.098,0.746
0.816,-0.094,0.734
0.836,-0.098,0.73
0.859,-0.098,0.723
0.871,-0.094,0.707
0.871,-0.078,0.691
0.871,-0.059,0.684
0.867,-0.043,0.684
0.859,-0.039,0.684
0.848,-0.039,0.695
0.84,-0.059,0.707
0.832,-0.086,0.711
0.813,-0.121,0.719
0.809,-0.16,0.719
0.844,-0.184,0.711
0.895,-0.18,0.703
0.922,-0.16,0.695
0.914,-0.117,0.707
0.898,-0.082,0.715
0.867,-0.063,0.719
0.809,-0.051,0.719
0.742,-0.055,0.727
0.688,-0.063,0.742
0.648,-0.07,0.766
0.637,-0.074,0.789
0.641,-0.074,0.805
0.641,-0.047,0.813
0.641,-0.004,0.816
0.641,0.047,0.793
0.633,0.082,0.781
0.625,0.102,0.75
0.629,0.113,0.734
0.617,0.102,0.734
0.629,0.078,0.75
0.648,0.031,0.773
0.648,-0.027,0.793
0.621,-0.039,0.813
0.586,-0.02,0.836
0.563,-0.008,0.844
0.547,-0.016,0.848
0.559,-0.039,0.852
0.563,-0.047,0.84
0.566,-0.051,0.832
0.574,-0.059,0.824
0.57,-0.059,0.816
0.57,-0.066,0.793
0.57,-0.07,0.781
0.578,-0.055,0.77
0.59,-0.043,0.762
0.59,-0.031,0.758
0.59,-0.023,0.746
0.594,-0.016,0.742
0.598,-0.02,0.734
0.605,-0.02,0.727
0.617,-0.016,0.719
0.625,-0.012,0.711
0.633,-0.016,0.715
0.641,-0.012,0.719
0.652,-0.008,0.715
0.664,-0.016,0.703
0.668,-0.023,0.676
0.68,-0.039,0.656
0.691,-0.031,0.637
0.719,-0.004,0.617
0.738,0.031,0.613
0.75,0.055,0.625
0.75,0.07,0.645
0.746,0.059,0.672
0.75,0.031,0.703
0.766,-0.008,0.734
0.789,-0.039,0.773
0.824,-0.07,0.809
0.867,-0.09,0.84
0.918,-0.094,0.871
0.977,-0.105,0.887
1.027,-0.125,0.914
1.086,-0.148,0.93
1.102,-0.184,0.934
1.082,-0.168,0.93
1.078,-0.082,0.918
1.082,-0.012,0.867
1.031,-0.004,0.805
0.914,-0.035,0.754
0.754,-0.094,0.734
0.582,-0.156,0.727
0.438,-0.176,0.742
0.34,-0.152,0.777
0.301,-0.086,0.813
0.313,-0.023,0.832
0.352,-0.004,0.844
0.414,-0.023,0.844
0.453,-0.035,0.816
0.473,-0.031,0.836
0.5,-0.012,0.859
0.527,0.012,0.863
0.551,0.02,0.863
0.578,-0.004,0.867
0.613,-0.035,0.859
0.645,-0.066,0.844
0.652,-0.098,0.828
0.652,-0.133,0.809
0.641,-0.16,0.77
0.652,-0.176,0.719
0.668,-0.184,0.66
0.668,-0.168,0.613
0.664,-0.156,0.574
0.645,-0.133,0.566
0.613,-0.121,0.578
0.582,-0.117,0.598
0.543,-0.113,0.637
0.5,-0.125,0.691
0.48,-0.133,0.762
0.465,-0.125,0.816
0.441,-0.113,0.832
0.406,-0.105,0.836
0.398,-0.121,0.863
0.422,-0.152,0.879
0.449,-0.184,0.898
0.465,-0.215,0.922
0.484,-0.227,0.949
0.512,-0.223,0.977
0.539,-0.199,0.992
0.563,-0.168,1.0
0.598,-0.148,0.984
0.672,-0.133,0.984
0.828,-0.105,0.992
1.059,0.012,0.977
1.16,0.199,0.961
1.008,0.305,0.984
0.773,0.254,1.047
0.602,0.164,1.102
0.551,0.121,1.125
0.613,0.129,1.102
0.707,0.129,1.051
0.758,0.105,0.992
0.734,0.063,0.961
0.676,0.0,0.938
0.625,-0.047,0.918
0.598,-0.055,0.895
0.594,-0.016,0.859
0.617,0.0,0.82
0.602,-0.008,0.766
0.551,-0.02,0.727
0.508,-0.004,0.699
0.496,0.023,0.684
0.52,0.035,0.684
0.539,0.031,0.672
0.547,0.031,0.652
0.551,0.031,0.648
0.559,0.043,0.652
0.57,0.059,0.66
0.574,0.059,0.672
0.586,0.051,0.688
0.598,0.043,0.699
0.602,0.027,0.711
0.602,0.02,0.719
0.609,0.012,0.719
0.621,0.016,0.715
0.629,0.012,0.719
0.648,0.004,0.711
0.66,-0.008,0.703
0.684,-0.012,0.703
0.688,-0.016,0.695
0.684,-0.008,0.688
0.684,0.004,0.672
0.688,0.023,0.648
0.699,0.035,0.625
0.699,0.039,0.621
0.699,0.027,0.621
0.691,0.023,0.625
0.695,0.027,0.633
0.699,0.031,0.656
0.699,0.035,0.684
0.711,0.035,0.715
0.734,0.039,0.766
0.766,0.031,0.816
0.789,0.031,0.844
0.813,0.027,0.867
0.832,0.027,0.875
0.855,0.023,0.859
0.875,0.012,0.836
0.898,0.004,0.809
0.934,0.016,0.781
1.0,0.023,0.746
1.055,0.0,0.719
1.094,-0.035,0.703
1.113,-0.07,0.719
1.109,-0.137,0.746
1.074,-0.211,0.766
0.973,-0.25,0.777
0.84,-0.25,0.813
0.676,-0.215,0.852
0.535,-0.172,0.875
0.453,-0.121,0.879
0.449,-0.094,0.859
0.512,-0.098,0.82
0.609,-0.133,0.781
0.703,-0.156,0.746
0.754,-0.172,0.727
0.742,-0.164,0.715
0.703,-0.152,0.703
0.684,-0.137,0.691
0.68,-0.117,0.688
0.691,-0.09,0.699
0.699,-0.039,0.711
0.684,0.004,0.711
0.648,0.027,0.707
0.598,0.031,0.703
0.574,0.031,0.715
0.582,0.035,0.719
0.613,0.039,0.707
0.637,0.039,0.691
0.641,0.023,0.672
0.648,-0.012,0.652
0.66,-0.047,0.633
0.68,-0.051,0.613
0.695,-0.035,0.605
0.703,-0.012,0.602
0.699,0.012,0.602
0.699,0.008,0.609
0.695,-0.004,0.609
0.699,-0.023,0.613
0.695,-0.035,0.617
0.699,-0.043,0.613
0.707,-0.051,0.613
0.707,-0.066,0.613
0.699,-0.074,0.613
0.688,-0.074,0.613
0.676,-0.082,0.613
0.68,-0.09,0.617
0.707,-0.082,0.633
0.746,-0.07,0.648
0.781,-0.066,0.684
0.824,-0.074,0.719
