x_acc,y_acc,z_acc
-0.059,-0.961,0.402
-0.051,-0.949,0.383
-0.031,-0.945,0.375
0.0,-0.949,0.367
0.035,-0.965,0.359
0.082,-0.98,0.363
0.125,-0.984,0.371
0.156,-0.984,0.387
0.188,-0.973,0.402
0.215,-0.957,0.414
0.238,-0.949,0.426
0.254,-0.938,0.43
0.262,-0.926,0.426
0.258,-0.914,0.414
0.242,-0.902,0.391
0.223,-0.891,0.359
0.211,-0.875,0.332
0.199,-0.855,0.309
0.176,-0.84,0.289
0.16,-0.84,0.266
0.152,-0.855,0.238
0.16,-0.871,0.227
0.172,-0.871,0.227
0.164,-0.875,0.238
0.141,-0.898,0.23
0.098,-0.938,0.219
0.059,-0.984,0.215
0.004,-1.031,0.203
-0.031,-1.066,0.211
-0.059,-1.082,0.215
-0.066,-1.086,0.211
-0.059,-1.09,0.223
-0.035,-1.078,0.234
-0.008,-1.059,0.242
0.012,-1.039,0.246
0.023,-1.02,0.242
0.035,-0.996,0.227
0.055,-0.969,0.203
0.063,-0.93,0.172
0.07,-0.898,0.133
0.113,-0.883,0.09
0.18,-0.898,0.066
0.27,-0.93,0.09
0.359,-0.969,0.152
0.422,-1.0,0.242
0.441,-1.039,0.344
0.402,-1.09,0.43
0.344,-1.141,0.496
0.27,-1.184,0.535
0.215,-1.215,0.539
0.18,-1.234,0.512
0.145,-1.238,0.484
0.113,-1.223,0.465
0.102,-1.172,0.465
0.09,-1.113,0.469
0.09,-1.047,0.469
0.102,-0.992,0.465
0.125,-0.949,0.457
0.148,-0.91,0.453
0.168,-0.867,0.441
0.164,-0.836,0.426
0.156,-0.801,0.41
0.148,-0.777,0.379
0.148,-0.773,0.352
0.148,-0.789,0.316
0.141,-0.809,0.293
0.145,-0.824,0.273
0.148,-0.82,0.277
0.148,-0.828,0.289
0.152,-0.844,0.297
0.164,-0.867,0.305
0.176,-0.883,0.313
0.191,-0.887,0.313
0.188,-0.883,0.305
0.172,-0.875,0.297
0.148,-0.863,0.281
0.137,-0.859,0.266
0.133,-0.852,0.25
0.148,-0.855,0.25
0.16,-0.867,0.23
0.176,-0.867,0.223
0.199,-0.867,0.211
0.215,-0.867,0.207
0.219,-0.871,0.195
0.215,-0.883,0.188
0.215,-0.906,0.184
0.219,-0.93,0.184
0.219,-0.961,0.18
0.219,-0.988,0.184
0.211,-1.012,0.199
0.203,-1.016,0.234
0.199,-1.012,0.266
0.184,-1.02,0.27
0.152,-1.023,0.23
0.113,-1.051,0.176
0.07,-1.07,0.121
0.031,-1.051,0.113
0.012,-0.992,0.168
0.0,-0.949,0.254
-0.008,-0.953,0.34
-0.023,-0.965,0.43
-0.043,-0.996,0.496
-0.055,-1.02,0.523
-0.055,-1.039,0.512
-0.063,-1.047,0.496
-0.066,-1.043,0.473
-0.074,-1.051,0.445
-0.059,-1.055,0.406
-0.016,-1.059,0.375
0.047,-1.066,0.348
0.102,-1.066,0.336
0.137,-1.055,0.324
0.145,-1.035,0.324
0.141,-1.016,0.328
0.145,-0.988,0.34
0.152,-0.961,0.348
0.176,-0.938,0.352
0.191,-0.918,0.348
0.207,-0.898,0.332
0.215,-0.879,0.32
0.215,-0.859,0.305
0.215,-0.852,0.293
0.219,-0.84,0.285
0.227,-0.82,0.281
0.238,-0.809,0.277
0.234,-0.797,0.258
0.223,-0.785,0.238
0.195,-0.785,0.227
0.184,-0.797,0.219
