x_acc,y_acc,z_acc
-0.008,-0.129,0.93
-0.012,-0.105,0.918
-0.039,-0.09,0.906
-0.063,-0.074,0.895
-0.094,-0.035,0.883
-0.102,0.016,0.898
-0.102,0.031,0.906
-0.098,0.02,0.883
-0.082,-0.012,0.82
-0.066,-0.063,0.789
-0.055,-0.086,0.77
-0.008,-0.102,0.805
0.07,-0.094,0.879
0.148,-0.063,0.977
0.219,-0.051,1.086
0.262,-0.055,1.16
0.266,-0.039,1.188
0.211,-0.016,1.188
0.148,0.02,1.227
0.133,0.02,1.293
0.145,-0.016,1.348
0.18,-0.043,1.359
0.227,-0.035,1.352
0.258,-0.004,1.336
0.254,0.039,1.309
0.223,0.051,1.277
0.18,0.031,1.258
0.141,-0.008,1.246
0.109,-0.035,1.219
0.094,-0.035,1.195
0.098,-0.02,1.164
0.109,0.008,1.148
0.125,0.023,1.133
0.125,0.031,1.105
0.109,0.039,1.07
0.07,0.039,1.031
0.043,0.051,0.996
0.023,0.055,0.969
0.023,0.059,0.957
0.035,0.066,0.949
0.059,0.074,0.938
0.078,0.066,0.922
0.09,0.055,0.902
0.098,0.043,0.887
0.102,0.031,0.879
0.102,0.023,0.879
0.105,0.012,0.898
0.105,-0.008,0.922
0.121,-0.039,0.949
0.129,-0.059,0.973
0.125,-0.07,0.984
0.121,-0.078,0.996
0.117,-0.09,1.004
0.117,-0.117,1.02
0.117,-0.148,1.039
0.121,-0.176,1.055
0.133,-0.203,1.059
0.121,-0.203,1.047
0.109,-0.18,1.059
0.117,-0.152,1.074
0.141,-0.141,1.082
0.156,-0.148,1.078
0.152,-0.168,1.074
0.145,-0.18,1.07
0.129,-0.195,1.063
0.113,-0.203,1.055
0.094,-0.207,1.023
0.082,-0.203,0.988
0.043,-0.207,0.949
0.027,-0.203,0.934
0.016,-0.164,0.934
0.0,-0.113,0.977
-0.016,-0.051,1.043
-0.043,0.004,1.098
-0.098,0.039,1.125
-0.141,0.035,1.117
-0.148,0.031,1.09
-0.133,0.031,1.066
-0.129,0.02,1.059
-0.148,-0.02,1.074
-0.184,-0.066,1.105
-0.219,-0.098,1.121
-0.242,-0.09,1.133
-0.234,-0.063,1.148
-0.211,-0.043,1.16
-0.18,-0.02,1.152
-0.133,0.008,1.145
-0.082,0.023,1.137
-0.035,0.039,1.129
-0.008,0.07,1.113
0.008,0.098,1.109
0.031,0.129,1.09
0.051,0.148,1.063
0.059,0.148,1.035
0.055,0.129,1.008
0.047,0.098,0.98
0.035,0.082,0.957
0.031,0.07,0.941
0.043,0.074,0.926
0.047,0.074,0.918
0.051,0.066,0.922
