x_acc,y_acc,z_acc
0.035,-0.641,0.75
0.035,-0.637,0.754
0.059,-0.637,0.77
0.086,-0.641,0.789
0.109,-0.656,0.809
0.129,-0.688,0.816
0.141,-0.715,0.813
0.145,-0.73,0.797
0.129,-0.773,0.801
0.094,-0.828,0.828
0.035,-0.914,0.855
-0.047,-0.992,0.867
-0.141,-1.027,0.895
-0.223,-1.008,0.934
-0.262,-0.906,0.969
-0.242,-0.797,0.98
-0.191,-0.711,0.945
-0.145,-0.645,0.898
-0.113,-0.605,0.859
-0.098,-0.578,0.813
-0.09,-0.563,0.777
-0.102,-0.539,0.766
-0.109,-0.531,0.773
-0.113,-0.535,0.777
-0.105,-0.551,0.773
-0.086,-0.563,0.77
-0.055,-0.574,0.773
-0.016,-0.586,0.793
0.008,-0.582,0.809
0.016,-0.566,0.828
0.012,-0.547,0.844
0.008,-0.535,0.852
0.004,-0.531,0.855
-0.02,-0.531,0.852
-0.035,-0.543,0.855
-0.055,-0.559,0.84
-0.074,-0.574,0.832
-0.078,-0.59,0.809
-0.078,-0.605,0.793
-0.074,-0.625,0.77
-0.066,-0.637,0.766
-0.07,-0.652,0.746
-0.066,-0.648,0.73
-0.066,-0.637,0.719
-0.066,-0.633,0.707
-0.066,-0.625,0.691
-0.074,-0.621,0.684
-0.086,-0.625,0.672
-0.094,-0.633,0.672
-0.105,-0.625,0.676
-0.113,-0.621,0.695
-0.117,-0.629,0.707
-0.117,-0.668,0.707
-0.117,-0.727,0.711
-0.117,-0.781,0.703
-0.121,-0.82,0.699
-0.129,-0.816,0.703
-0.145,-0.793,0.715
-0.156,-0.785,0.73
-0.164,-0.809,0.742
-0.16,-0.852,0.758
-0.137,-0.902,0.797
-0.09,-0.953,0.832
-0.02,-0.98,0.867
0.059,-0.945,0.891
0.129,-0.875,0.91
0.16,-0.801,0.93
0.152,-0.734,0.93
0.121,-0.676,0.906
0.082,-0.648,0.875
0.043,-0.633,0.848
0.02,-0.629,0.813
0.012,-0.621,0.793
0.02,-0.617,0.766
0.039,-0.594,0.742
0.063,-0.574,0.734
0.074,-0.551,0.734
0.063,-0.539,0.758
0.043,-0.531,0.785
0.023,-0.531,0.809
0.004,-0.531,0.816
0.0,-0.512,0.82
0.008,-0.5,0.816
0.008,-0.496,0.801
0.023,-0.496,0.793
0.031,-0.504,0.777
0.031,-0.52,0.773
0.023,-0.527,0.77
0.016,-0.547,0.773
0.012,-0.559,0.773
0.004,-0.566,0.77
0.008,-0.582,0.773
0.012,-0.59,0.762
0.008,-0.594,0.762
0.004,-0.605,0.762
0.004,-0.609,0.758
0.012,-0.613,0.754
0.031,-0.613,0.75
0.051,-0.621,0.746
0.063,-0.629,0.738
0.074,-0.641,0.73
0.082,-0.637,0.738
0.086,-0.621,0.75
0.086,-0.609,0.766
0.082,-0.617,0.797
0.07,-0.629,0.82
0.059,-0.648,0.836
0.051,-0.668,0.844
0.051,-0.695,0.848
0.043,-0.727,0.844
0.051,-0.758,0.84
0.051,-0.828,0.855
0.035,-0.926,0.875
-0.02,-1.004,0.891
-0.113,-1.027,0.898
-0.203,-0.973,0.926
-0.246,-0.863,0.973
-0.23,-0.754,0.992
-0.191,-0.668,0.984
-0.148,-0.609,0.949
-0.113,-0.57,0.895
-0.09,-0.535,0.836
-0.07,-0.512,0.793
-0.059,-0.5,0.77
-0.066,-0.496,0.762
-0.082,-0.5,0.754
-0.094,-0.516,0.762
-0.102,-0.535,0.77
-0.082,-0.563,0.77
-0.059,-0.586,0.77
-0.039,-0.598,0.777
-0.031,-0.586,0.785
-0.027,-0.566,0.809
-0.027,-0.547,0.832
0.0,-0.543,0.84
-0.004,-0.543,0.84
-0.012,-0.547,0.836
-0.027,-0.555,0.828
-0.035,-0.57,0.824
-0.039,-0.57,0.816
-0.039,-0.57,0.805
-0.039,-0.582,0.789
-0.027,-0.598,0.77
-0.023,-0.602,0.75
-0.031,-0.602,0.738
-0.055,-0.602,0.734
-0.07,-0.605,0.723
-0.086,-0.617,0.719
-0.109,-0.629,0.707
-0.137,-0.633,0.695
-0.164,-0.629,0.703
-0.188,-0.633,0.719
-0.195,-0.645,0.742
-0.199,-0.676,0.762
-0.184,-0.707,0.766
-0.16,-0.727,0.77
-0.148,-0.738,0.762
-0.133,-0.734,0.77
-0.129,-0.742,0.777
-0.133,-0.762,0.777
-0.137,-0.801,0.789
-0.133,-0.879,0.828
-0.109,-0.98,0.867
-0.047,-1.031,0.871
0.035,-0.969,0.887
0.113,-0.875,0.918
0.156,-0.77,0.934
0.16,-0.691,0.93
0.129,-0.648,0.898
0.086,-0.621,0.871
0.043,-0.613,0.84
0.012,-0.605,0.82
0.012,-0.59,0.801
0.023,-0.582,0.805
0.043,-0.574,0.793
0.07,-0.566,0.781
0.09,-0.555,0.773
0.086,-0.547,0.77
0.066,-0.555,0.781
0.043,-0.559,0.785
0.039,-0.551,0.785
0.031,-0.539,0.785
0.027,-0.523,0.785
0.023,-0.512,0.785
0.027,-0.516,0.777
0.027,-0.523,0.766
0.039,-0.535,0.75
0.043,-0.551,0.738
0.043,-0.559,0.73
0.039,-0.563,0.723
0.031,-0.57,0.719
0.02,-0.586,0.719
0.008,-0.602,0.715
-0.004,-0.621,0.707
0.008,-0.633,0.703
0.023,-0.637,0.695
0.043,-0.641,0.688
0.07,-0.645,0.688
0.09,-0.66,0.695
0.094,-0.676,0.707
0.09,-0.688,0.719
0.086,-0.691,0.73
0.074,-0.691,0.75
0.066,-0.699,0.766
0.059,-0.715,0.77
0.039,-0.723,0.766
0.031,-0.727,0.766
0.023,-0.746,0.77
0.02,-0.766,0.781
0.012,-0.813,0.801
-0.008,-0.891,0.824
-0.074,-1.02,0.844
-0.199,-1.094,0.855
-0.328,-1.059,0.887
-0.406,-0.938,0.93
-0.402,-0.785,0.953
-0.328,-0.672,0.941
-0.242,-0.609,0.902
-0.176,-0.602,0.855
-0.141,-0.602,0.813
-0.125,-0.613,0.797
-0.113,-0.629,0.785
-0.09,-0.633,0.781
-0.066,-0.637,0.781
-0.043,-0.633,0.777
-0.035,-0.609,0.777
-0.02,-0.586,0.781
-0.004,-0.551,0.793
0.02,-0.527,0.801
0.043,-0.52,0.805
0.051,-0.512,0.813
0.039,-0.516,0.816
0.02,-0.535,0.809
