,0.066,-0.77,0.664
1364,0.023,-0.629,0.664
1365,0.023,-0.629,0.676
1366,0.016,-0.633,0.691
1367,-0.008,-0.648,0.695
1368,-0.023,-0.66,0.703
1369,-0.051,-0.684,0.711
1370,-0.07,-0.699,0.715
1371,-0.082,-0.734,0.719
1372,-0.086,-0.762,0.719
1373,-0.098,-0.762,0.711
1374,-0.105,-0.758,0.703
1375,-0.113,-0.758,0.688
1376,-0.109,-0.762,0.668
1377,-0.109,-0.758,0.656
1378,-0.098,-0.738,0.652
1379,-0.094,-0.707,0.652
1380,-0.082,-0.695,0.652
1381,-0.074,-0.688,0.672
1382,-0.059,-0.699,0.68
1383,-0.047,-0.719,0.688
1384,-0.043,-0.742,0.703
1385,-0.035,-0.762,0.711
1386,-0.027,-0.762,0.727
1387,-0.023,-0.75,0.727
1388,-0.023,-0.754,0.727
1389,-0.023,-0.75,0.719
1390,-0.035,-0.746,0.699
1391,-0.043,-0.809,0.688
1392,-0.016,-0.906,0.68
1393,0.059,-0.957,0.668
1394,0.172,-0.906,0.68
1395,0.266,-0.816,0.711
1396,0.32,-0.742,0.742
1397,0.328,-0.707,0.785
1398,0.32,-0.734,0.832
1399,0.324,-0.762,0.879
1400,0.301,-0.75,0.93
1401,0.25,-0.723,0.969
1402,0.207,-0.695,0.984
1403,0.188,-0.695,0.957
1404,0.191,-0.711,0.918
1405,0.195,-0.719,0.875
1406,0.184,-0.711,0.844
1407,0.18,-0.711,0.82
1408,0.199,-0.711,0.777
1409,0.203,-0.711,0.742
1410,0.211,-0.688,0.707
1411,0.215,-0.66,0.676
1412,0.207,-0.633,0.652
1413,0.203,-0.617,0.641
1414,0.207,-0.633,0.633
1415,0.219,-0.652,0.641
1416,0.211,-0.672,0.641
1417,0.211,-0.691,0.637
1418,0.199,-0.699,0.633
1419,0.18,-0.711,0.621
1420,0.16,-0.711,0.617
1421,0.141,-0.703,0.605
1422,0.141,-0.695,0.594
1423,0.164,-0.691,0.594
1424,0.184,-0.684,0.598
1425,0.195,-0.66,0.605
1426,0.199,-0.645,0.625
1427,0.191,-0.656,0.641
1428,0.215,-0.676,0.648
1429,0.23,-0.691,0.656
1430,0.234,-0.719,0.66
1431,0.223,-0.73,0.664
1432,0.215,-0.727,0.668
1433,0.215,-0.73,0.672
1434,0.203,-0.715,0.668
1435,0.184,-0.699,0.672
1436,0.168,-0.695,0.672
1437,0.168,-0.699,0.676
1438,0.188,-0.719,0.688
1439,0.215,-0.75,0.703
1440,0.238,-0.762,0.715
1441,0.246,-0.746,0.719
1442,0.238,-0.727,0.734
1443,0.23,-0.707,0.746
1444,0.207,-0.746,0.723
1445,0.141,-0.855,0.695
1446,-0.008,-0.902,0.691
1447,-0.223,-0.871,0.75
1448,-0.352,-0.762,0.82
1449,-0.313,-0.648,0.918
1450,-0.164,-0.609,1.02
1451,-0.008,-0.609,1.07
1452,0.066,-0.594,1.098
1453,0.059,-0.617,1.113
1454,0.031,-0.68,1.102
1455,0.0,-0.707,1.066
1456,-0.027,-0.715,1.016
1457,-0.027,-0.699,0.965
1458,-0.023,-0.645,0.922
1459,-0.027,-0.609,0.867
1460,-0.059,-0.605,0.813
1461,-0.09,-0.617,0.77
1462,-0.105,-0.625,0.738
1463,-0.105,-0.629,0.719
1464,-0.09,-0.645,0.715
1465,-0.051,-0.66,0.715
1466,-0.02,-0.688,0.711
1467,0.004,-0.703,0.715
1468,0.027,-0.711,0.711
1469,0.043,-0.711,0.703
1470,0.055,-0.707,0.691
1471,0.063,-0.707,0.68
1472,0.055,-0.711,0.664
1473,0.035,-0.723,0.648
1474,0.012,-0.75,0.645
1475,-0.008,-0.766,0.645
1476,-0.016,-0.766,0.652
1477,-0.031,-0.754,0.668
1478,-0.031,-0.754,0.68
1479,-0.039,-0.746,0.68
1480,-0.051,-0.727,0.676
1481,-0.055,-0.703,0.668
1482,-0.047,-0.684,0.656
1483,-0.043,-0.676,0.641
1484,-0.047,-0.664,0.625
1485,-0.043,-0.684,0.621
1486,-0.031,-0.707,0.609
1487,-0.027,-0.734,0.602
1488,-0.023,-0.758,0.602
1489,-0.027,-0.762,0.605
1490,-0.027,-0.758,0.629
1491,-0.031,-0.758,0.633
1492,-0.039,-0.746,0.641
1493,-0.043,-0.727,0.645
1494,-0.055,-0.711,0.637
1495,-0.066,-0.684,0.625
1496,-0.078,-0.645,0.605
1497,-0.09,-0.613,0.574
1498,-0.078,-0.652,0.555
1499,-0.02,-0.789,0.57
1500,0.125,-0.891,0.598
1501,0.313,-0.918,0.629
1502,0.449,-0.902,0.699
1503,0.453,-0.879,0.773
1504,0.375,-0.875,0.848
1505,0.27,-0.848,0.922
1506,0.184,-0.813,0.992
1507,0.137,-0.777,1.043
1508,0.145,-0.75,1.063
1509,0.184,-0.758,1.055
1510,0.23,-0.762,1.016
1511,0.254,-0.738,0.969
1512,0.258,-0.715,0.93
1513,0.25,-0.703,0.871
1514,0.242,-0.672,0.813
1515,0.223,-0.656,0.762
1516,0.211,-0.637,0.719
1517,0.195,-0.629,0.691
1518,0.184,-0.656,0.66
1519,0.176,-0.691,0.645
1520,0.156,-0.707,0.641
1521,0.141,-0.723,0.645
1522,0.141,-0.715,0.652
1523,0.16,-0.703,0.664
1524,0.18,-0.695,0.676
1525,0.195,-0.68,0.699
1526,0.203,-0.676,0.711
1527,0.184,-0.676,0.719
1528,0.168,-0.676,0.738
1529,0.145,-0.688,0.734
1530,0.141,-0.699,0.73
1531,0.145,-0.699,0.723
1532,0.141,-0.703,0.715
1533,0.137,-0.699,0.707
1534,0.137,-0.691,0.699
1535,0.145,-0.676,0.691
1536,0.168,-0.656,0.684
1537,0.188,-0.645,0.676
1538,0.195,-0.633,0.66
1539,0.207,-0.613,0.656
1540,0.219,-0.613,0.652
1541,0.215,-0.625,0.648
1542,0.211,-0.648,0.648
1543,0.191,-0.68,0.645
1544,0.176,-0.672,0.648
1545,0.168,-0.656,0.664
1546,0.18,-0.637,0.676
1547,0.191,-0.598,0.672
1548,0.195,-0.535,0.664
1549,0.191,-0.469,0.66
1550,0.184,-0.445,0.645
1551,0.168,-0.559,0.625
1552,0.086,-0.789,0.598
1553,-0.098,-0.914,0.648
1554,-0.293,-0.914,0.758
1555,-0.426,-0.848,0.887
1556,-0.371,-0.766,1.039
1557,-0.121,-0.754,1.18
1558,0.133,-0.719,1.277
1559,0.211,-0.652,1.313
1560,0.156,-0.668,1.285
1561,0.094,-0.707,1.242
1562,0.039,-0.723,1.172
1563,-0.008,-0.738,1.117
1564,-0.023,-0.719,1.063
1565,-0.023,-0.672,0.996
1566,-0.023,-0.629,0.93
1567,-0.031,-0.609,0.875
1568,-0.035,-0.598,0.832
1569,-0.02,-0.586,0.793
1570,0.0,-0.566,0.762
1571,0.008,-0.547,0.734
1572,0.012,-0.57,0.691
1573,0.027,-0.605,0.664
1574,0.027,-0.621,0.66
1575,0.02,-0.621,0.668
1576,0.008,-0.621,0.668
1577,0.0,-0.621,0.672
1578,0.008,-0.617,0.676
1579,-0.004,-0.602,0.695
1580,-0.008,-0.602,0.707
1581,-0.016,-0.613,0.715
1582,-0.016,-0.633,0.715
1583,-0.016,-0.652,0.727
1584,-0.031,-0.672,0.723
1585,-0.051,-0.691,0.719
1586,-0.055,-0.719,0.715
1587,-0.059,-0.746,0.703
1588,-0.059,-0.754,0.691
1589,-0.059,-0.754,0.676
1590,-0.055,-0.758,0.672
1591,-0.051,-0.754,0.668
1592,-0.043,-0.754,0.668
1593,-0.039,-0.75,0.672
1594,-0.043,-0.746,0.672
1595,-0.043,-0.758,0.672
1596,-0.047,-0.758,0.668
1597,-0.043,-0.742,0.668
1598,-0.027,-0.738,0.68
1599,-0.004,-0.746,0.684
1600,0.016,-0.758,0.695
1601,0.027,-0.762,0.699
1602,0.027,-0.75,0.703
1603,0.023,-0.746,0.699
1604,0.008,-0.723,0.684
1605,-0.008,-0.68,0.672
1606,-0.035,-0.648,0.652
1607,-0.051,-0.617,0.629
1608,-0.059,-0.605,0.605
1609,-0.059,-0.617,0.598
1610,-0.059,-0.695,0.609
1611,-0.02,-0.832,0.629
1612,0.094,-0.941,0.66
1613,0.25,-0.918,0.691
1614,0.359,-0.816,0.742
1615,0.379,-0.715,0.793
1616,0.324,-0.645,0.859
1617,0.262,-0.633,0.926
1618,0.219,-0.652,0.973
1619,0.164,-0.668,1.012
1620,0.117,-0.664,1.047
1621,0.094,-0.66,1.07
1622,0.098,-0.668,1.07
1623,0.141,-0.684,1.043
1624,0.176,-0.684,0.984
1625,0.172,-0.68,0.922
1626,0.176,-0.68,0.871
1627,0.191,-0.695,0.82
1628,0.223,-0.711,0.77
1629,0.238,-0.703,0.719
1630,0.238,-0.688,0.688
1631,0.219,-0.676,0.68
1632,0.191,-0.66,0.672
1633,0.18,-0.656,0.676
1634,0.176,-0.66,0.691
1635,0.18,-0.664,0.699
1636,0.191,-0.664,0.719
1637,0.207,-0.656,0.734
1638,0.219,-0.664,0.742
1639,0.23,-0.664,0.742
1640,0.227,-0.656,0.75
1641,0.223,-0.66,0.754
1642,0.223,-0.66,0.754
1643,0.219,-0.676,0.746
1644,0.215,-0.684,0.738
1645,0.215,-0.684,0.727
1646,0.207,-0.68,0.703
1647,0.203,-0.668,0.68
1648,0.199,-0.66,0.668
1649,0.211,-0.648,0.648
1650,0.227,-0.633,0.633
1651,0.234,-0.617,0.621
1652,0.238,-0.598,0.625
1653,0.23,-0.586,0.633
1654,0.223,-0.586,0.645
1655,0.215,-0.59,0.656
1656,0.203,-0.59,0.664
1657,0.184,-0.566,0.676
1658,0.176,-0.543,0.688
1659,0.176,-0.52,0.688
1660,0.188,-0.488,0.691
1661,0.191,-0.453,0.695
1662,0.199,-0.426,0.691
1663,0.199,-0.438,0.68
1664,0.164,-0.563,0.652
1665,0.066,-0.781,0.664
1666,-0.102,-0.996,0.738
1667,-0.313,-1.051,0.84
1668,-0.434,-0.906,0.965
1669,-0.332,-0.727,1.105
1670,-0.055,-0.637,1.258
1671,0.168,-0.633,1.313
1672,0.203,-0.625,1.289
1673,0.129,-0.656,1.258
1674,0.059,-0.73,1.215
1675,0.016,-0.82,1.148
1676,0.0,-0.855,1.082
1677,-0.016,-0.816,1.035
1678,0.0,-0.758,0.984
1679,0.008,-0.711,0.93
1680,0.012,-0.68,0.867
1681,0.012,-0.645,0.828
1682,0.012,-0.605,0.781
1683,0.02,-0.574,0.738
1684,0.027,-0.563,0.703
1685,0.027,-0.563,0.684
1686,0.02,-0.563,0.668
1687,0.004,-0.563,0.664
1688,0.004,-0.551,0.668
1689,0.008,-0.543,0.676
1690,0.012,-0.539,0.684
1691,0.016,-0.535,0.684
1692,0.008,-0.547,0.684
1693,-0.004,-0.559,0.691
1694,-0.023,-0.578,0.691
1695,-0.043,-0.602,0.699
1696,-0.055,-0.625,0.703
1697,-0.055,-0.645,0.715
1698,-0.059,-0.668,0.73
1699,-0.059,-0.699,0.746
