x_acc,y_acc,z_acc
-0.281,-0.832,0.914
-0.266,-0.676,0.887
-0.266,-0.602,0.855
-0.27,-0.586,0.828
-0.27,-0.605,0.785
-0.254,-0.625,0.734
-0.211,-0.637,0.691
-0.148,-0.617,0.672
-0.086,-0.609,0.656
-0.039,-0.613,0.645
-0.008,-0.625,0.648
0.008,-0.637,0.652
0.016,-0.629,0.668
-0.004,-0.605,0.66
-0.035,-0.598,0.641
-0.07,-0.582,0.625
-0.098,-0.563,0.629
-0.113,-0.551,0.629
-0.113,-0.555,0.621
-0.117,-0.559,0.613
-0.113,-0.578,0.617
-0.09,-0.602,0.609
-0.07,-0.652,0.602
-0.051,-0.699,0.594
-0.008,-0.715,0.594
0.02,-0.727,0.586
0.035,-0.742,0.578
0.023,-0.758,0.555
0.004,-0.781,0.543
-0.008,-0.809,0.539
-0.02,-0.801,0.539
-0.02,-0.801,0.543
-0.016,-0.809,0.551
-0.008,-0.813,0.57
0.008,-0.797,0.602
0.008,-0.766,0.641
0.023,-0.738,0.676
0.023,-0.719,0.695
0.012,-0.73,0.703
0.0,-0.75,0.695
-0.004,-0.789,0.691
-0.016,-0.816,0.66
-0.031,-0.805,0.617
-0.047,-0.762,0.578
-0.07,-0.719,0.574
-0.094,-0.758,0.734
-0.121,-0.957,0.875
-0.074,-1.32,0.801
0.137,-1.574,0.746
0.289,-1.418,0.789
0.297,-1.031,0.859
0.238,-0.719,0.895
0.176,-0.598,0.914
0.102,-0.594,0.953
0.047,-0.664,0.973
0.023,-0.754,0.969
0.016,-0.805,0.945
0.012,-0.816,0.922
0.0,-0.805,0.902
-0.008,-0.781,0.859
-0.02,-0.727,0.813
-0.02,-0.656,0.766
-0.027,-0.609,0.723
-0.031,-0.586,0.672
-0.035,-0.578,0.629
-0.031,-0.586,0.59
-0.023,-0.59,0.547
-0.016,-0.582,0.516
-0.008,-0.566,0.5
0.008,-0.551,0.484
0.02,-0.547,0.473
0.039,-0.551,0.469
0.059,-0.574,0.469
0.078,-0.621,0.449
0.094,-0.668,0.449
0.098,-0.676,0.473
0.09,-0.668,0.48
0.074,-0.656,0.5
0.063,-0.652,0.512
0.059,-0.676,0.539
0.059,-0.691,0.566
0.066,-0.695,0.598
0.098,-0.684,0.629
0.129,-0.66,0.641
0.156,-0.629,0.645
0.156,-0.605,0.633
0.156,-0.617,0.617
0.129,-0.691,0.594
0.102,-0.813,0.676
0.113,-0.93,0.855
0.063,-1.195,0.848
-0.063,-1.629,0.816
-0.238,-1.859,0.895
-0.348,-1.699,0.957
-0.352,-1.355,0.988
-0.313,-1.02,1.016
-0.262,-0.797,1.039
-0.219,-0.703,1.047
-0.191,-0.699,1.031
-0.184,-0.711,0.996
-0.18,-0.73,0.969
-0.176,-0.734,0.941
-0.16,-0.715,0.914
-0.141,-0.656,0.883
-0.117,-0.59,0.844
-0.105,-0.531,0.805
-0.102,-0.492,0.766
-0.094,-0.457,0.734
-0.082,-0.434,0.703
-0.086,-0.418,0.664
-0.098,-0.414,0.633
-0.102,-0.406,0.598
-0.098,-0.406,0.586
-0.098,-0.414,0.582
-0.086,-0.422,0.578
-0.09,-0.441,0.574
-0.09,-0.473,0.57
-0.09,-0.52,0.57
-0.086,-0.566,0.574
-0.082,-0.613,0.578
-0.078,-0.656,0.574
-0.078,-0.68,0.57
-0.074,-0.695,0.574
-0.059,-0.715,0.586
-0.055,-0.73,0.598
-0.047,-0.734,0.617
-0.047,-0.738,0.629
-0.074,-0.746,0.645
-0.102,-0.738,0.672
-0.125,-0.715,0.699
-0.133,-0.68,0.719
-0.141,-0.652,0.719
-0.141,-0.633,0.711
-0.141,-0.637,0.688
-0.156,-0.66,0.648
-0.176,-0.684,0.609
-0.184,-0.699,0.594
-0.207,-0.73,0.664
-0.238,-0.887,0.887
-0.234,-1.219,0.898
-0.063,-1.621,0.75
0.188,-1.66,0.758
0.289,-1.242,0.859
0.266,-0.824,0.945
0.211,-0.602,0.984
0.152,-0.543,1.043
0.109,-0.578,1.07
0.105,-0.676,1.047
0.129,-0.75,1.02
0.152,-0.766,1.004
0.16,-0.77,0.977
0.141,-0.766,0.934
0.102,-0.73,0.875
0.059,-0.688,0.828
0.02,-0.652,0.781
-0.012,-0.621,0.734
-0.031,-0.605,0.688
-0.047,-0.598,0.637
-0.063,-0.586,0.586
-0.07,-0.578,0.555
-0.063,-0.559,0.535
-0.047,-0.543,0.516
-0.031,-0.535,0.508
-0.012,-0.551,0.484
0.012,-0.574,0.477
0.035,-0.617,0.469
0.063,-0.664,0.477
0.082,-0.695,0.484
0.078,-0.699,0.488
0.066,-0.703,0.492
0.055,-0.703,0.5
0.051,-0.715,0.512
0.051,-0.734,0.531
0.051,-0.746,0.559
0.063,-0.742,0.578
0.078,-0.742,0.609
0.098,-0.746,0.629
0.117,-0.75,0.629
0.133,-0.766,0.621
0.145,-0.781,0.613
0.141,-0.805,0.602
0.133,-0.828,0.594
0.121,-0.859,0.609
0.121,-0.922,0.719
0.121,-1.082,0.832
0.051,-1.41,0.859
-0.074,-1.715,0.813
-0.176,-1.641,0.836
-0.172,-1.254,0.906
-0.133,-0.879,0.941
-0.113,-0.668,0.938
-0.113,-0.633,0.934
-0.137,-0.695,0.922
-0.16,-0.781,0.891
-0.18,-0.848,0.852
-0.18,-0.863,0.824
-0.16,-0.84,0.797
-0.125,-0.793,0.777
-0.086,-0.734,0.742
-0.055,-0.684,0.707
-0.047,-0.645,0.684
-0.031,-0.617,0.664
-0.023,-0.582,0.645
-0.016,-0.539,0.625
-0.02,-0.508,0.617
-0.035,-0.492,0.598
-0.043,-0.484,0.582
-0.063,-0.488,0.566
-0.09,-0.516,0.555
-0.098,-0.551,0.555
-0.094,-0.586,0.551
-0.094,-0.617,0.547
-0.086,-0.652,0.543
-0.078,-0.684,0.539
-0.059,-0.719,0.543
-0.035,-0.746,0.543
-0.012,-0.762,0.547
0.004,-0.773,0.555
0.004,-0.773,0.57
-0.004,-0.762,0.598
-0.035,-0.746,0.613
-0.066,-0.727,0.633
-0.098,-0.727,0.66
-0.117,-0.727,0.676
-0.141,-0.719,0.688
-0.141,-0.734,0.684
-0.137,-0.75,0.668
-0.137,-0.777,0.625
-0.145,-0.809,0.582
-0.168,-0.809,0.547
-0.203,-0.773,0.504
-0.227,-0.707,0.465
-0.242,-0.668,0.48
-0.266,-0.746,0.688
-0.293,-0.996,0.91
-0.184,-1.449,0.785
0.277,-1.855,0.699
0.555,-1.648,0.852
0.582,-1.066,0.969
0.512,-0.637,1.027
0.387,-0.492,1.059
0.254,-0.531,1.086
0.156,-0.625,1.066
0.105,-0.684,1.039
0.07,-0.664,1.004
0.039,-0.625,0.965
0.02,-0.602,0.91
-0.008,-0.598,0.852
-0.012,-0.598,0.785
-0.008,-0.59,0.719
-0.012,-0.586,0.652
-0.016,-0.582,0.605
-0.012,-0.57,0.57
-0.012,-0.586,0.535
-0.012,-0.594,0.5
-0.004,-0.598,0.473
0.008,-0.598,0.449
0.02,-0.621,0.438
0.043,-0.645,0.438
0.082,-0.668,0.449
0.113,-0.688,0.445
0.117,-0.711,0.438
0.125,-0.727,0.449
0.113,-0.758,0.457
0.082,-0.797,0.445
0.059,-0.797,0.484
0.066,-0.762,0.539
