x_acc,y_acc,z_acc
0.145,-0.805,0.574
0.172,-0.828,0.563
0.199,-0.836,0.566
0.227,-0.844,0.582
0.246,-0.852,0.605
0.27,-0.859,0.629
0.293,-0.863,0.648
0.309,-0.852,0.668
0.301,-0.828,0.676
0.273,-0.777,0.668
0.238,-0.723,0.652
0.176,-0.727,0.645
0.082,-0.789,0.633
-0.008,-0.793,0.633
-0.059,-0.727,0.684
-0.113,-0.707,0.75
-0.184,-0.75,0.832
-0.215,-0.805,0.918
-0.195,-0.816,0.98
-0.152,-0.805,1.016
-0.121,-0.82,1.023
-0.102,-0.875,0.992
-0.074,-0.945,0.941
-0.047,-1.0,0.902
-0.012,-1.023,0.867
0.027,-1.008,0.836
0.043,-0.969,0.805
0.043,-0.906,0.773
0.035,-0.844,0.742
0.027,-0.793,0.711
0.016,-0.758,0.691
0.0,-0.715,0.668
0.008,-0.672,0.668
0.012,-0.641,0.656
0.008,-0.613,0.637
0.004,-0.602,0.629
0.008,-0.586,0.617
0.012,-0.566,0.602
0.004,-0.563,0.586
0.0,-0.574,0.578
-0.004,-0.59,0.563
0.0,-0.605,0.547
0.008,-0.625,0.539
0.016,-0.648,0.531
0.02,-0.668,0.52
0.016,-0.707,0.508
-0.004,-0.75,0.504
-0.027,-0.785,0.5
-0.055,-0.809,0.508
-0.078,-0.828,0.516
-0.094,-0.852,0.52
-0.102,-0.871,0.527
-0.094,-0.879,0.535
-0.082,-0.883,0.531
-0.07,-0.898,0.547
-0.059,-0.906,0.563
-0.047,-0.914,0.57
-0.043,-0.91,0.57
-0.055,-0.898,0.566
-0.074,-0.891,0.543
-0.078,-0.91,0.531
-0.051,-0.977,0.52
0.016,-1.027,0.512
0.09,-0.984,0.52
0.133,-0.859,0.559
0.148,-0.746,0.633
0.152,-0.672,0.727
0.156,-0.648,0.852
0.164,-0.699,0.977
0.176,-0.773,1.051
0.184,-0.824,1.09
0.203,-0.848,1.063
0.246,-0.867,0.996
0.289,-0.898,0.922
0.301,-0.938,0.84
0.289,-0.953,0.773
0.258,-0.945,0.734
0.215,-0.906,0.703
0.176,-0.852,0.68
0.145,-0.785,0.668
0.117,-0.727,0.664
0.086,-0.684,0.652
0.074,-0.648,0.645
0.055,-0.621,0.621
0.047,-0.594,0.609
0.047,-0.574,0.602
0.055,-0.563,0.602
0.059,-0.566,0.605
0.066,-0.57,0.605
0.07,-0.586,0.605
0.07,-0.602,0.602
0.074,-0.617,0.598
0.082,-0.641,0.605
0.094,-0.656,0.605
0.109,-0.668,0.605
0.121,-0.688,0.598
0.141,-0.703,0.594
0.18,-0.727,0.582
0.211,-0.75,0.598
0.234,-0.762,0.613
0.258,-0.758,0.633
0.273,-0.762,0.652
0.285,-0.773,0.668
0.293,-0.785,0.668
0.301,-0.801,0.66
0.305,-0.809,0.652
0.297,-0.809,0.645
0.273,-0.824,0.625
0.215,-0.891,0.609
0.137,-0.965,0.574
0.051,-0.941,0.563
0.0,-0.82,0.602
-0.063,-0.727,0.656
-0.145,-0.703,0.734
-0.207,-0.719,0.836
-0.234,-0.734,0.93
-0.215,-0.719,1.004
-0.18,-0.699,1.063
-0.152,-0.711,1.082
-0.148,-0.77,1.051
-0.141,-0.852,1.004
-0.141,-0.926,0.945
-0.129,-0.957,0.879
-0.121,-0.961,0.852
-0.105,-0.941,0.824
-0.078,-0.914,0.797
-0.055,-0.867,0.777
-0.047,-0.813,0.762
-0.043,-0.762,0.738
-0.027,-0.727,0.711
-0.012,-0.691,0.684
-0.012,-0.66,0.656
0.0,-0.637,0.637
0.0,-0.613,0.605
0.008,-0.602,0.582
0.012,-0.598,0.578
0.008,-0.598,0.574
0.0,-0.602,0.566
-0.012,-0.605,0.559
-0.031,-0.617,0.555
-0.043,-0.629,0.547
-0.059,-0.645,0.547
-0.07,-0.668,0.547
-0.07,-0.699,0.555
-0.074,-0.73,0.559
-0.078,-0.75,0.563
-0.078,-0.766,0.566
-0.074,-0.781,0.555
-0.086,-0.801,0.547
-0.086,-0.82,0.547
-0.086,-0.836,0.551
-0.098,-0.859,0.547
-0.102,-0.867,0.555
-0.113,-0.879,0.563
-0.117,-0.883,0.582
-0.129,-0.898,0.613
-0.141,-0.91,0.633
-0.156,-0.926,0.641
-0.164,-0.922,0.645
-0.172,-0.922,0.637
-0.172,-0.914,0.617
-0.172,-0.934,0.609
-0.137,-0.992,0.59
-0.059,-1.047,0.563
0.031,-1.0,0.543
0.078,-0.867,0.563
0.098,-0.754,0.617
0.133,-0.688,0.695
0.184,-0.629,0.781
0.234,-0.594,0.883
0.27,-0.621,0.98
0.285,-0.68,1.035
0.277,-0.742,1.055
0.258,-0.777,1.043
0.25,-0.816,1.004
0.262,-0.855,0.934
0.246,-0.879,0.859
0.219,-0.887,0.793
0.172,-0.891,0.73
0.133,-0.883,0.695
0.086,-0.863,0.66
0.039,-0.813,0.633
0.023,-0.754,0.629
0.0,-0.707,0.613
-0.016,-0.672,0.598
-0.031,-0.637,0.59
-0.035,-0.617,0.59
-0.039,-0.613,0.59
-0.039,-0.609,0.586
-0.039,-0.602,0.582
-0.031,-0.602,0.586
-0.023,-0.613,0.586
-0.016,-0.625,0.598
0.004,-0.641,0.594
0.016,-0.648,0.605
0.027,-0.66,0.613
0.043,-0.676,0.621
0.066,-0.691,0.617
0.09,-0.715,0.617
0.113,-0.738,0.617
0.137,-0.762,0.621
0.148,-0.793,0.629
0.168,-0.813,0.645
0.191,-0.836,0.664
0.219,-0.84,0.695
0.25,-0.832,0.723
0.273,-0.816,0.742
0.301,-0.777,0.746
0.313,-0.723,0.734
0.301,-0.652,0.711
0.285,-0.59,0.68
0.25,-0.551,0.648
0.191,-0.582,0.645
0.098,-0.652,0.625
0.016,-0.652,0.645
-0.023,-0.645,0.727
-0.086,-0.727,0.809
-0.141,-0.816,0.887
-0.137,-0.824,0.941
-0.113,-0.813,0.992
-0.105,-0.855,1.031
-0.098,-0.926,1.031
-0.082,-0.996,1.004
