x_acc,y_acc,z_acc
0.004,-0.676,0.602
0.02,-0.656,0.578
0.023,-0.648,0.555
0.027,-0.645,0.543
0.031,-0.641,0.527
0.035,-0.656,0.52
0.043,-0.664,0.512
0.051,-0.68,0.508
0.051,-0.695,0.508
0.035,-0.715,0.504
0.031,-0.746,0.508
0.02,-0.781,0.508
0.004,-0.813,0.504
-0.004,-0.832,0.5
-0.02,-0.848,0.5
-0.039,-0.852,0.5
-0.051,-0.859,0.488
-0.059,-0.871,0.496
-0.07,-0.883,0.504
-0.086,-0.891,0.52
-0.102,-0.902,0.535
-0.125,-0.91,0.559
-0.137,-0.914,0.578
-0.148,-0.918,0.582
-0.148,-0.918,0.574
-0.141,-0.926,0.559
-0.109,-0.957,0.543
-0.082,-1.008,0.535
-0.02,-1.078,0.535
0.043,-1.105,0.535
0.078,-1.027,0.535
0.066,-0.91,0.551
0.043,-0.832,0.59
0.039,-0.805,0.641
0.043,-0.777,0.707
0.063,-0.73,0.777
0.102,-0.668,0.844
0.121,-0.633,0.902
0.129,-0.645,0.945
0.133,-0.695,0.961
0.141,-0.746,0.941
0.16,-0.785,0.891
0.18,-0.816,0.84
0.191,-0.836,0.789
0.188,-0.852,0.758
0.188,-0.848,0.738
0.168,-0.848,0.711
0.148,-0.824,0.691
0.125,-0.785,0.68
0.105,-0.742,0.664
0.082,-0.711,0.656
0.07,-0.691,0.652
0.063,-0.676,0.648
0.066,-0.664,0.645
0.078,-0.652,0.637
0.082,-0.645,0.633
0.082,-0.637,0.625
0.086,-0.629,0.629
0.086,-0.633,0.621
0.082,-0.637,0.617
0.09,-0.648,0.613
0.086,-0.664,0.609
0.09,-0.668,0.602
0.094,-0.672,0.602
0.102,-0.691,0.59
0.113,-0.715,0.582
0.129,-0.734,0.574
0.145,-0.75,0.57
0.16,-0.758,0.574
0.172,-0.766,0.59
0.184,-0.773,0.609
0.191,-0.793,0.629
0.203,-0.82,0.645
0.219,-0.82,0.652
0.23,-0.836,0.668
0.234,-0.84,0.672
0.246,-0.844,0.656
0.25,-0.852,0.645
0.219,-0.891,0.645
0.16,-0.953,0.637
0.102,-0.949,0.629
0.047,-0.867,0.645
-0.012,-0.781,0.684
-0.082,-0.746,0.734
-0.152,-0.738,0.793
-0.184,-0.707,0.855
-0.184,-0.68,0.914
-0.164,-0.676,0.934
-0.137,-0.691,0.93
-0.09,-0.734,0.914
-0.059,-0.809,0.887
-0.035,-0.875,0.863
-0.023,-0.914,0.84
-0.016,-0.914,0.816
-0.023,-0.91,0.809
-0.016,-0.902,0.789
-0.004,-0.891,0.762
0.023,-0.852,0.738
0.031,-0.801,0.707
0.035,-0.75,0.688
0.027,-0.719,0.68
0.023,-0.707,0.672
0.016,-0.684,0.66
0.0,-0.664,0.652
-0.004,-0.648,0.641
-0.004,-0.641,0.629
0.004,-0.637,0.621
0.008,-0.637,0.621
0.0,-0.641,0.617
-0.008,-0.641,0.613
-0.031,-0.645,0.605
-0.055,-0.66,0.594
-0.063,-0.68,0.582
-0.066,-0.707,0.578
-0.059,-0.73,0.57
-0.047,-0.754,0.559
-0.043,-0.773,0.551
-0.043,-0.785,0.551
-0.051,-0.793,0.555
-0.055,-0.805,0.555
-0.051,-0.82,0.547
-0.051,-0.832,0.551
-0.055,-0.844,0.559
-0.063,-0.844,0.566
-0.07,-0.855,0.566
-0.086,-0.863,0.574
-0.098,-0.871,0.582
-0.117,-0.871,0.586
-0.137,-0.879,0.582
-0.164,-0.871,0.574
-0.164,-0.895,0.574
-0.148,-0.961,0.57
-0.094,-1.02,0.563
-0.035,-1.008,0.563
0.0,-0.926,0.602
0.02,-0.844,0.684
0.043,-0.781,0.781
0.066,-0.738,0.891
0.086,-0.715,0.992
0.105,-0.734,1.07
0.121,-0.773,1.102
0.141,-0.805,1.074
0.172,-0.82,1.012
0.203,-0.844,0.938
0.219,-0.863,0.863
0.215,-0.867,0.789
0.184,-0.836,0.742
0.145,-0.813,0.707
0.102,-0.793,0.684
0.066,-0.766,0.676
0.055,-0.727,0.68
0.047,-0.668,0.68
0.035,-0.617,0.68
0.016,-0.582,0.684
0.0,-0.563,0.676
-0.008,-0.547,0.664
-0.004,-0.555,0.66
0.004,-0.559,0.652
0.004,-0.563,0.648
0.02,-0.566,0.637
