ID,group,x_acc__max,x_acc__min,x_acc__mean,x_acc__median,x_acc__std,x_acc__var,x_acc__sum,y_acc__max,y_acc__min,y_acc__mean,y_acc__median,y_acc__std,y_acc__var,y_acc__sum,z_acc__max,z_acc__min,z_acc__mean,z_acc__median,z_acc__std,z_acc__var,z_acc__sum,x_acc__freezing_index,x_acc__central_frequency,x_acc__dominant_frequency,x_acc__amplitude,x_acc__relative_amplitude,x_acc__percentile25,x_acc__percentile50,x_acc__percentile75,y_acc__freezing_index,y_acc__central_frequency,y_acc__dominant_frequency,y_acc__amplitude,y_acc__relative_amplitude,y_acc__percentile25,y_acc__percentile50,y_acc__percentile75,z_acc__freezing_index,z_acc__central_frequency,z_acc__dominant_frequency,z_acc__amplitude,z_acc__relative_amplitude,z_acc__percentile25,z_acc__percentile50,z_acc__percentile75
tone073-2,1,0.465,-0.418,-0.04882959831,-0.047,0.1164008484,0.0135491575,-115.482,-0.535,-1.582,-0.9120989429,-0.902,0.1836701676,0.03373473048,-2157.114,0.891,0.207,0.458243129,0.449,0.1229779106,0.0151235665,1083.745,0.6464451464,3.763474749,2.9296875,0.01532674566,0.23570848,-0.109,-0.047,0.023,0.06176017912,2.785646308,1.953125,0.1156103394,0.5515260786,-1.039,-0.902,-0.762,0.4783109898,2.96570872,1.953125,0.02924479256,0.3638427256,0.371,0.449,0.527
tone069-1,1,0.238,-0.512,-0.0751200343,-0.059,0.1236602619,0.01529186037,-262.845,-0.242,-1.207,-0.5572632181,-0.551,0.1184761697,0.01403660279,-1949.864,1.371,0.578,0.8708116605,0.871,0.1186961023,0.01408876469,3046.97,0.1697117299,2.575005893,0.9765625,0.01475851346,0.175801763,-0.176,-0.059,0.027,0.6275644623,5.327552406,1.953125,0.007420512643,0.1084458355,-0.609,-0.551,-0.48,0.4996562804,2.925997303,1.953125,0.02198341071,0.2574752082,0.781,0.871,0.938
tone027-1,1,0.285,-0.363,0.02628759201,0.035,0.09613827989,0.00924256886,99.998,-0.035,-0.945,-0.5220086751,-0.527,0.158198834,0.02502687108,-1985.721,1.215,0.602,0.8945094637,0.914,0.1208650657,0.0146083641,3402.714,0.1877724114,2.603562133,0.9765625,0.00953076405,0.1979901775,-0.031,0.035,0.094,0.5414633499,3.105285645,1.953125,0.01749434555,0.2962802605,-0.617,-0.527,-0.441,0.1303553089,2.481412102,1.953125,0.02665281426,0.4290905026,0.801,0.914,0.984
tone054-1,1,0.328,-0.289,0.0671299886,0.074,0.1018152001,0.01036633497,235.492,0.023,-0.859,-0.3638175599,-0.371,0.1422481268,0.02023452958,-1276.272,1.277,0.711,0.9800738312,0.992,0.1060356395,0.01124355685,3438.099,0.3889731956,2.74086126,0.78125,0.0130581344,0.2346399059,-0.012,0.074,0.148,0.5399011719,5.215665371,1.7578125,0.01069387971,0.1859656526,-0.453,-0.371,-0.281,0.2351714919,2.735074973,1.7578125,0.02655298757,0.4398604819,0.895,0.992,1.055
tone084-1,1,0.313,-0.617,-0.06029162916,-0.063,0.1348144767,0.01817494314,-200.952,0.797,-0.465,0.1158523852,0.082,0.2165632574,0.04689964447,386.136,1.531,0.633,1.000981998,0.984,0.1608617465,0.02587650148,3336.273,0.6989007035,2.925085415,1.171875,0.02712154938,0.278635615,-0.145,-0.063,0.043,0.462551537,3.164228575,0.1953125,0.01142715572,0.1626555017,-0.012,0.082,0.199,0.108466897,2.782811378,2.34375,0.04904989927,0.3668039735,0.887,0.984,1.109
tone066-2,1,0.168,-0.34,-0.07541004897,-0.07,0.07689359704,0.005912625265,-354.201,-0.309,-0.793,-0.516375346,-0.508,0.06936683906,0.004811758361,-2425.415,1.152,0.719,0.9155399191,0.91,0.0677152489,0.004585354933,4300.291,0.1168656343,2.357626974,2.34375,0.00737150757,0.2765799268,-0.129,-0.07,-0.02,0.4859334657,2.967298133,1.5625,0.005887229551,0.2781128657,-0.555,-0.508,-0.469,0.4400186901,3.206845807,1.5625,0.007481545581,0.3145383872,0.859,0.91,0.961
tone032-1,1,0.207,-0.223,-0.02752264721,-0.023,0.07779812702,0.006052548568,-109.375,-0.352,-1.336,-0.6466479618,-0.617,0.1193182882,0.01423685389,-2569.779,1.199,0.594,0.8187060896,0.801,0.1089739007,0.01187531103,3253.538,0.1393363306,2.804698836,0.9765625,0.01082891882,0.3362764087,-0.094,-0.023,0.035,0.9539252588,4.519050464,1.953125,0.01497769192,0.1897793009,-0.68,-0.617,-0.574,0.6093271566,3.194343057,1.953125,0.01801788453,0.2702095062,0.734,0.801,0.879
tone028-2,1,0.445,-0.371,0.005562196489,0.004,0.1371765238,0.01881739869,14.89,-0.285,-1.496,-0.6691875233,-0.637,0.1727814853,0.02985344165,-1791.415,1.18,0.477,0.7903249907,0.762,0.1336248223,0.01785559315,2115.7,0.3118384465,2.709680915,0.9765625,0.02584919572,0.2641799828,-0.086,0.004,0.109,0.4423260358,4.971137142,1.953125,0.04010517575,0.2507151366,-0.715,-0.637,-0.566,0.1758533226,2.682967525,1.953125,0.04177156772,0.4272314131,0.684,0.762,0.898
tone060-1,1,0.285,-0.555,-0.1612333434,-0.156,0.1043127191,0.01088114336,-534.811,0.051,-1.328,-0.5671754598,-0.582,0.2461708635,0.06060009405,-1881.321,1.305,0.449,0.8412755502,0.832,0.1395907297,0.01948557182,2790.511,0.6982129677,3.869386698,0.78125,0.006461086848,0.1211491768,-0.223,-0.156,-0.098,0.3324480681,3.454079789,1.7578125,0.03917765857,0.2831844798,-0.727,-0.582,-0.461,1.426496076,4.242561186,1.7578125,0.007312059439,0.1172920489,0.734,0.832,0.938
tone034-2,1,0.387,-0.5,-0.007958821155,-0.004,0.09571167788,0.009160725283,-19.714,-0.25,-1.375,-0.6898264029,-0.668,0.1743581599,0.03040076791,-1708.7,1.328,0.434,0.7785203876,0.77,0.1258541194,0.01583925938,1928.395,0.9358562338,5.103095496,2.734375,0.005920121062,0.1265856,-0.059,-0.004,0.043,0.2979639356,3.025041521,1.7578125,0.05676762747,0.3379145088,-0.801,-0.668,-0.566,1.18412189,4.015224407,1.7578125,0.01183850646,0.1462896242,0.691,0.77,0.848
tone100-2,1,0.531,-0.402,0.003507739938,0,0.1355543583,0.01837498407,9.064,0.273,-0.488,-0.07578289474,-0.074,0.1215460147,0.01477343368,-195.823,1.457,0.727,1.054278251,1.043,0.1227651144,0.0150712733,2724.255,0.278169901,3.613593169,0.9765625,0.0196705106,0.2133261728,-0.09,0,0.09,0.2800621187,3.127951349,1.953125,0.02343086457,0.3151093562,-0.156,-0.074,0.012,0.2342666917,3.02518681,1.953125,0.03441748737,0.3763736282,0.965,1.043,1.133
tone082-2,1,0.586,-0.43,0.02746970954,0.02,0.1395752055,0.01948123798,66.202,-0.535,-1.316,-0.8361012448,-0.828,0.1225504823,0.01501862071,-2015.004,1.035,0.297,0.5776116183,0.547,0.146983473,0.02160414133,1392.044,0.5232791807,3.080707417,0.9765625,0.02057263277,0.209307113,-0.055,0.02,0.129,0.2399821475,3.429603302,1.953125,0.02732166632,0.3637124437,-0.918,-0.828,-0.746,0.2479897978,2.928686031,1.953125,0.04333190864,0.3698033493,0.465,0.547,0.668
tone098-1,1,0.461,0.012,0.2272257794,0.238,0.07848494645,0.006159886819,1355.629,-0.434,-1.395,-0.8307681864,-0.832,0.1147158203,0.01315971943,-4956.363,0.922,0.297,0.5243699296,0.508,0.09949589162,0.00989943245,3128.391,0.1956584257,2.55598659,0.9765625,0.00958662277,0.3175173539,0.164,0.238,0.289,2.837139696,5.1751813,3.90625,0.003557627317,0.09076957763,-0.875,-0.832,-0.785,0.9803231005,3.741886304,0.1953125,0.00148670208,0.1253468116,0.465,0.508,0.555
tone006-1,1,0.344,-0.434,-0.05317033147,-0.059,0.1064812022,0.01133824642,-162.01,-0.734,-1.492,-0.9813889071,-0.969,0.1053575754,0.0111002187,-2990.292,0.73,-0.078,0.2531680341,0.254,0.1397937792,0.01954230071,771.403,0.4700436342,4.609145625,0.9765625,0.01603217788,0.2711699626,-0.129,-0.059,0.031,0.2592609621,4.270052301,1.953125,0.02533125157,0.3842307862,-1.039,-0.969,-0.91,0.4137897267,3.630005505,1.953125,0.04915317857,0.3925005574,0.164,0.254,0.359
tone052-2,1,0.551,-0.148,0.1526429549,0.172,0.129007144,0.0166428432,557.91,-0.375,-1.441,-0.7637116279,-0.742,0.1231213774,0.01515887358,-2791.366,0.977,0.473,0.6610229822,0.66,0.07821300556,0.006117274239,2416.039,0.2545528142,2.949687381,0.9765625,0.02861185504,0.363046006,0.035,0.172,0.258,1.064453585,5.727737352,1.953125,0.008807768948,0.1096358683,-0.805,-0.742,-0.691,0.4762024111,3.454920325,1.953125,0.00771284198,0.2520438144,0.611,0.66,0.703
tone048-1,1,0.305,-0.262,0.01169428642,0.02,0.09879090186,0.00975964229,47.28,-0.367,-1.141,-0.7452990354,-0.738,0.1054936717,0.01112891476,-3013.244,0.988,0.414,0.7028644571,0.691,0.09173363507,0.008415059803,2841.681,1.262595977,3.530053614,1.171875,0.009965615462,0.2174970491,-0.059,0.02,0.082,0.6444589962,4.531776956,2.34375,0.007447931048,0.2101075061,-0.797,-0.738,-0.691,0.9252317824,4.514023029,2.34375,0.002358019545,0.1079527336,0.641,0.691,0.758
tone081-1,1,0.598,-0.176,0.1184462656,0.121,0.1107891729,0.01227424082,635.938,-0.148,-1.086,-0.5178068542,-0.516,0.1295397912,0.01678055751,-2780.105,1.297,0.656,0.8684358354,0.859,0.09342106791,0.008727495929,4662.632,0.3319227832,2.13498025,0.5859375,0.01762273256,0.3071708284,0.031,0.121,0.199,0.2099716416,2.804298667,1.171875,0.01308987584,0.2036862421,-0.594,-0.516,-0.434,0.2650516992,2.306916354,1.171875,0.009105742378,0.229512306,0.793,0.859,0.934
tone051-1,1,0.516,-0.293,0.113077455,0.102,0.1076259338,0.01158334163,327.02,-0.039,-1.242,-0.5116891425,-0.508,0.156762727,0.02457455259,-1479.805,1.277,0.613,0.8921289765,0.902,0.1196253619,0.01431022722,2580.037,1.061876684,4.204212468,2.9296875,0.01209758562,0.19577104,0.047,0.102,0.164,0.9543438089,5.353799989,1.953125,0.0154686696,0.1455131975,-0.586,-0.508,-0.43,0.3205976195,2.793208134,1.953125,0.02600539813,0.3456624652,0.801,0.902,0.977
tone037-1,1,0.633,-0.039,0.2683119015,0.273,0.09682630495,0.00937533333,588.408,-0.484,-1.156,-0.8662786138,-0.883,0.1307742747,0.01710191093,-1899.749,0.957,-0.113,0.3859425445,0.352,0.20540002,0.04218916823,846.372,0.579894397,3.379368893,2.9296875,0.007639886544,0.1634654048,0.215,0.273,0.332,0.4420567619,2.039883706,0.1953125,0.01430208155,0.2594008956,-0.957,-0.883,-0.797,0.5099651788,2.143358653,0.1953125,0.03238203284,0.3364496392,0.242,0.352,0.48
tone063-2,1,0.449,-0.719,-0.06024196078,-0.051,0.1382093688,0.01910182962,-153.617,-0.402,-1.512,-0.7540815686,-0.723,0.1592037255,0.02534582622,-1922.908,1.465,0.418,0.7112984314,0.674,0.169403752,0.02869763119,1813.811,0.4554734025,3.894935592,0.9765625,0.01621722984,0.172121349,-0.133,-0.051,0.023,0.3857139039,5.406717864,1.953125,0.02796911621,0.2106831284,-0.848,-0.723,-0.637,0.4012890483,3.354433914,1.953125,0.05180495491,0.3176918924,0.582,0.674,0.805
tone079-1,1,0.117,-0.418,-0.1350174689,-0.145,0.09737471871,0.009481835843,-695.61,0.191,-0.742,-0.272027368,-0.277,0.1591364394,0.02532440636,-1401.485,1.18,0.77,0.9777919255,0.977,0.06084161715,0.003701702377,5037.584,0.1025094108,2.238840143,0.9765625,0.01215365898,0.29407042,-0.203,-0.145,-0.059,0.5950562588,2.262715679,0.1953125,0.01380397957,0.2140788672,-0.367,-0.277,-0.188,1.908511011,3.605899291,3.7109375,0.001335069871,0.07899407323,0.938,0.977,1.02
tone031-2,1,0.348,-0.328,0.01013576726,0.008,0.09537584864,0.009096552503,53.304,-0.164,-0.898,-0.4337676364,-0.43,0.08122169349,0.006596963494,-2281.184,1.254,0.785,0.9566385244,0.941,0.06757770816,0.00456674664,5030.962,0.3718481709,2.44620859,0.5859375,0.01184141133,0.2772757797,-0.074,0.008,0.09,0.851956055,4.895712309,1.3671875,0.002471729199,0.08563360416,-0.465,-0.43,-0.391,0.8904190648,3.470515376,1.3671875,0.003833450259,0.162075767,0.914,0.941,0.988
tone065-1,1,0.449,-0.691,0.001520692974,0.016,0.1235322921,0.01526022719,4.74,-0.262,-1.484,-0.8007629131,-0.781,0.1460257528,0.02132352047,-2495.978,1.105,0.398,0.6521187039,0.629,0.1215793297,0.0147815334,2032.654,0.3847205504,3.430330666,0.9765625,0.01077234386,0.1515050813,-0.07,0.016,0.086,1.089168864,6.257547525,1.7578125,0.01187869213,0.1225641448,-0.855,-0.781,-0.73,0.3334977532,2.694555456,1.7578125,0.01427491662,0.2469801116,0.559,0.629,0.719
tone057-2,1,0.344,-0.277,0.06330638678,0.055,0.1048548031,0.01099452974,283.486,0.473,-0.082,0.126580393,0.117,0.07542850052,0.005689458691,566.827,1.441,0.824,1.046292988,1.035,0.09054126274,0.008197720259,4685.3,0.5922888552,2.677121235,1.171875,0.01386951365,0.2520053137,-0.02,0.055,0.152,0.6556344658,4.27857718,2.1484375,0.001451005987,0.08521454078,0.074,0.117,0.168,0.2112470638,3.783555703,2.1484375,0.01518915064,0.3282606164,0.98,1.035,1.102
tone087-2,1,0.195,-0.77,-0.2489162108,-0.25,0.1202908589,0.01446989073,-864.486,-0.027,-0.844,-0.4365369997,-0.449,0.1243653723,0.01546674582,-1516.093,1.27,0.602,0.900482004,0.898,0.09566419692,0.009151638573,3127.374,0.6473141076,4.424008083,2.9296875,0.01240615996,0.1758060174,-0.313,-0.25,-0.18,0.8934576415,5.012212686,1.953125,0.009796053951,0.1856069582,-0.527,-0.449,-0.359,0.2725643099,3.840302146,1.953125,0.01610591339,0.3231315407,0.828,0.898,0.961
tone055-1,1,0.414,-0.285,-0.01491549683,-0.02,0.1112362909,0.01237351241,-54.188,0.25,-0.566,-0.1827883292,-0.188,0.1362750646,0.01857089323,-664.07,1.313,0.836,1.032361409,1.027,0.06916607271,0.004783945614,3750.569,0.644613436,2.669672482,0.9765625,0.01342392981,0.2184182313,-0.105,-0.02,0.063,0.2285208306,3.264193686,1.953125,0.01032058428,0.2126710438,-0.273,-0.188,-0.105,0.2402323057,3.179957855,1.953125,0.007968018708,0.3308310678,0.98,1.027,1.078
tone085-1,1,0.277,-0.313,-0.0288525049,-0.027,0.1141652665,0.01303370808,-103.09,-0.352,-1.156,-0.7006439966,-0.695,0.1128870314,0.01274348185,-2503.401,1.055,0.527,0.7428964456,0.738,0.1016382874,0.01033034146,2654.369,0.0959077066,1.998412478,0.78125,0.01566030637,0.2847424941,-0.113,-0.027,0.055,0.3938945257,3.065333144,1.7578125,0.01180338408,0.2388320571,-0.766,-0.695,-0.625,0.14512279,2.146184316,1.7578125,0.01183229908,0.3019777922,0.664,0.738,0.824
tone029-2,1,0.516,-0.453,-0.09839851652,-0.094,0.1452548975,0.02109898526,-437.775,-0.348,-1.234,-0.7640521465,-0.77,0.1003398361,0.01006808271,-3399.268,1.105,0.336,0.6848401888,0.68,0.1121789157,0.01258410912,3046.854,0.1182096202,1.766816721,0.9765625,0.03269223504,0.3729134178,-0.219,-0.094,0.012,0.6913127994,4.367987327,1.953125,0.004992036404,0.125890518,-0.832,-0.77,-0.703,0.1220452414,2.411833141,1.953125,0.0145273385,0.269326634,0.598,0.68,0.762
tone033-1,1,1.375,0.277,0.695453279,0.664,0.1760801561,0.03100422139,2046.719,0.316,-0.492,-0.06183384302,-0.051,0.09956622396,0.009913432954,-181.977,1.125,0.438,0.7457315664,0.727,0.126699994,0.01605288849,2194.688,0.3168640744,3.085449569,1.7578125,0.04900717929,0.3879668592,0.59,0.664,0.801,1.08063775,4.498579761,2.5390625,0.003838467355,0.08603964618,-0.109,-0.051,-0.008,1.126780873,3.726313917,1.7578125,0.01042054882,0.1780935806,0.648,0.727,0.832
tone067-2,1,0.473,-0.367,0.07608768725,0.086,0.1163245312,0.01353139655,208.252,-0.238,-1.195,-0.6007515528,-0.574,0.1252955002,0.01569896237,-1644.257,1.215,0.563,0.8523525758,0.852,0.1220640033,0.01489962089,2332.889,1.439303278,3.931403234,3.125,0.01514062193,0.19740971,0,0.086,0.145,0.7275084851,5.892043877,2.1484375,0.01592849201,0.1818013882,-0.676,-0.574,-0.523,0.2146269691,2.662346552,2.1484375,0.04087087358,0.4407621936,0.762,0.852,0.926
tone035-2,1,0.273,-0.297,0.05045535541,0.055,0.08384354082,0.007029739337,260.501,0.246,-0.305,-0.002967073407,-0.004,0.07505030007,0.00563254754,-15.319,1.254,0.906,1.06020124,1.051,0.05454340059,0.002974982548,5473.819,0.2557765753,2.666185327,0.9765625,0.01062788269,0.3171690493,-0.02,0.055,0.121,0.3785206632,2.998631027,0.9765625,0.003500481004,0.2165822194,-0.055,-0.004,0.047,0.7432012808,3.771817953,2.1484375,0.003076243614,0.1952206215,1.023,1.051,1.086
tone061-1,1,0.496,-0.371,-0.02459844488,-0.043,0.1465324873,0.02147176982,-88.579,0.551,-0.484,-0.1388928076,-0.172,0.1809089202,0.0327280374,-500.153,1.391,0.793,1.035919467,1.027,0.1024606166,0.01049817796,3730.346,0.8599723122,2.866386264,1.171875,0.02325076492,0.2107778113,-0.137,-0.043,0.07,0.613970042,3.783963921,0.1953125,0.007557133982,0.1606021497,-0.254,-0.172,-0.082,0.1553024278,2.682533219,2.1484375,0.02052936442,0.3481050109,0.961,1.027,1.09
tone101-2,1,0.414,-0.195,0.1194439476,0.121,0.09398685401,0.008833528726,373.979,0.258,-0.309,0.01725231555,0.023,0.09047417627,0.008185576572,54.017,1.316,0.867,1.047693708,1.039,0.07891266509,0.006227208711,3280.329,1.917815483,3.760165662,3.125,0.009890916154,0.2052091642,0.059,0.121,0.18,0.2479586895,4.181997921,2.1484375,0.01110441908,0.3084401395,-0.039,0.023,0.082,0.3029797974,3.067383351,2.1484375,0.01547565512,0.4214256597,0.992,1.039,1.09
tone099-1,1,0.457,-0.129,0.1099205607,0.113,0.07140956044,0.005099325322,517.506,0.285,-0.301,0.0009420135939,0.008,0.08721867296,0.007607096913,4.435,1.414,0.883,1.044830289,1.039,0.05650784815,0.003193136903,4919.061,0.2448690757,2.638952449,0.9765625,0.005165025025,0.2123748858,0.055,0.113,0.164,0.3591996781,2.870392047,1.7578125,0.005533321018,0.2306081836,-0.055,0.008,0.059,0.4998180097,3.059347558,1.7578125,0.004573339694,0.2593214334,1.008,1.039,1.066
tone083-2,1,0.52,-0.316,0.116504305,0.125,0.1171288466,0.0137191667,378.872,-0.195,-0.93,-0.5031761993,-0.5,0.1105038488,0.0122111006,-1636.329,1.324,0.617,0.8884092866,0.871,0.1227826355,0.01507557559,2889.107,1.049969467,4.358742172,3.125,0.01513932127,0.2073322097,0.059,0.125,0.188,0.7463571047,4.616486633,1.953125,0.009330513448,0.1896399367,-0.574,-0.5,-0.426,0.3866176004,3.408872242,1.953125,0.02659193083,0.3182825441,0.793,0.871,0.961
tone049-1,1,0.363,-0.355,0.00631331058,0.008,0.1124226867,0.01263886049,18.498,-0.156,-1.137,-0.5781883959,-0.586,0.1656869804,0.02745217549,-1694.092,1.277,0.59,0.8534525597,0.852,0.1348875205,0.01819464319,2500.616,0.725554027,4.032404267,2.9296875,0.01853903742,0.2809816426,-0.063,0.008,0.07,1.069984727,4.767370125,1.953125,0.01664434408,0.1886737944,-0.668,-0.586,-0.5,0.2430648368,2.823752241,1.953125,0.03430702389,0.4039325282,0.742,0.852,0.961
tone053-2,1,0.625,-0.168,0.1337887694,0.133,0.1054333012,0.01111618099,559.906,0.41,-0.523,0.04388888889,0.055,0.1296632269,0.01681255242,183.675,1.395,0.762,1.041990203,1.039,0.07470551587,0.005580914101,4360.729,0.2314268294,2.608366645,0.9765625,0.009743889809,0.1835007214,0.07,0.133,0.195,0.3770978784,3.660502622,0.1953125,0.01077849108,0.159067357,-0.047,0.055,0.141,0.3168094728,3.40270265,1.953125,0.006443440728,0.2179569765,1.004,1.039,1.074
tone007-1,1,0.305,-0.41,-0.02432531321,-0.012,0.1517246486,0.023020369,-341.722,0.023,-0.809,-0.4403022494,-0.449,0.1047659355,0.01097590124,-6185.366,1.199,0.66,0.9332213838,0.938,0.07386057928,0.005455385171,13109.894,0.07083235595,1.578926877,0.9765625,0.0338184295,0.2900577718,-0.121,-0.012,0.098,0.6762578769,3.16723338,0.1953125,0.004434614997,0.2288927629,-0.5,-0.449,-0.387,1.034053654,3.192056155,3.125,0.001628329616,0.0810653168,0.879,0.938,0.984
tone080-1,1,0.555,-0.445,0.02444056261,0.02,0.1771032859,0.03136557386,53.867,-0.195,-1.125,-0.5653874773,-0.539,0.1569399084,0.02463013486,-1246.114,1.508,0.398,0.8464777677,0.848,0.2267892132,0.05143334721,1865.637,0.475250746,2.467597116,0.9765625,0.05016654245,0.2805671453,-0.109,0.02,0.168,0.3225368664,4.865243726,2.1484375,0.02758005398,0.2066060889,-0.645,-0.539,-0.457,0.1264176571,2.414587972,1.953125,0.1275925219,0.3963290482,0.695,0.848,0.973
tone050-1,1,0.516,-0.254,0.07297928924,0.07,0.08990255524,0.008082469439,310.089,-0.277,-1.488,-0.7373565545,-0.734,0.1307951065,0.01710735989,-3133.028,1.141,0.379,0.7048985644,0.68,0.1131801529,0.01280974701,2995.114,0.5971144529,3.754287516,2.5390625,0.004847488262,0.1100463811,0.008,0.07,0.137,1.12227291,6.559805144,1.7578125,0.00875110541,0.1365190293,-0.781,-0.734,-0.668,1.24228461,3.825589443,1.7578125,0.009164523101,0.1860830745,0.625,0.68,0.762
tone078-1,1,0.574,-0.41,0.04350160772,0.031,0.1570183193,0.02465475259,121.761,-0.281,-1.398,-0.6415791354,-0.621,0.135716472,0.01841896077,-1795.78,1.156,0.566,0.7935866381,0.781,0.1130238431,0.01277438911,2221.249,0.09392661307,2.049841074,0.9765625,0.04517549272,0.3641736224,-0.074,0.031,0.156,0.5511634489,5.418091128,1.953125,0.01855947573,0.190942545,-0.707,-0.621,-0.559,0.1256622061,2.602667969,1.953125,0.02792794468,0.408112383,0.699,0.781,0.875
tone062-2,1,0.574,-0.113,0.2074241919,0.215,0.1089873831,0.01187824967,622.48,-0.496,-1.238,-0.8526947684,-0.863,0.1308702569,0.01712702414,-2558.937,1.027,0.059,0.4848697101,0.469,0.1787301561,0.03194446869,1455.094,0.5199580307,3.389531404,2.9296875,0.01104968994,0.1985943724,0.145,0.215,0.27,0.7299575551,2.905932684,1.953125,0.00640155218,0.1309608447,-0.934,-0.863,-0.781,0.4802110496,2.84524328,1.953125,0.02187826352,0.2555008835,0.359,0.469,0.598
tone036-1,1,0.504,-0.523,0.1168050187,0.121,0.1406729419,0.01978887657,404.963,-0.449,-1.848,-0.8676737814,-0.852,0.133238403,0.01775247203,-3008.225,0.945,0.313,0.5258503029,0.512,0.1122338479,0.01259643661,1823.123,0.09747970102,2.374712833,0.9765625,0.03094795854,0.2900620263,-0.008,0.121,0.242,0.675699886,5.778144827,1.7578125,0.01838114902,0.1877584744,-0.914,-0.852,-0.793,0.4103166721,2.469588784,1.7578125,0.01760696829,0.2863697047,0.434,0.512,0.598
tone102-1,1,0.324,-0.211,0.06270002655,0.063,0.07967274913,0.006347746954,236.191,-0.18,-1.328,-0.6898046191,-0.676,0.1584597751,0.02510950032,-2598.494,1.297,0.5,0.7633981949,0.75,0.1098285449,0.01206230927,2875.721,0.2473630772,2.4733746,0.78125,0.007919356841,0.2647208991,0,0.063,0.125,0.9447592305,3.410038913,1.7578125,0.01996192143,0.204069477,-0.77,-0.676,-0.613,0.157257912,2.445711335,1.7578125,0.01354674295,0.3285499052,0.684,0.75,0.832
tone064-1,1,0.32,-0.723,-0.1475945093,-0.148,0.1617114804,0.02615060289,-467.727,-0.094,-1.445,-0.7304092774,-0.758,0.228881419,0.05238670397,-2314.667,1.219,0.168,0.677875355,0.668,0.2147492708,0.04611724929,2148.187,0.3745866877,3.081707991,2.734375,0.01421335508,0.1300575309,-0.238,-0.148,-0.043,0.4993492247,4.044631053,1.7578125,0.01589710072,0.1993976883,-0.883,-0.758,-0.652,0.5748111551,2.913036715,1.7578125,0.03817584395,0.26119172,0.5,0.668,0.867
tone030-2,1,0.449,-0.57,-0.1105299674,-0.129,0.1198901566,0.01437364964,-339.327,-0.363,-1.508,-0.755880456,-0.738,0.1432738802,0.02052740473,-2320.553,1.184,0.301,0.7014693811,0.688,0.1627617891,0.02649140001,2153.511,0.4873745936,3.763883075,0.9765625,0.01093085045,0.1395100162,-0.184,-0.129,-0.039,0.6800750907,6.752338959,1.7578125,0.01383007541,0.1340791889,-0.824,-0.738,-0.676,0.3369139444,2.551269881,1.7578125,0.04111443365,0.2793274983,0.57,0.688,0.813
tone002-1,1,0.453,-0.434,0.08931411893,0.105,0.1384441184,0.01916677392,244.81,-0.426,-1.07,-0.7038668369,-0.703,0.08916352646,0.007950134451,-1929.299,1.313,0.496,0.740036483,0.703,0.1313917561,0.01726379356,2028.44,0.214559064,3.522926627,0.9765625,0.03257943308,0.3283745305,-0.027,0.105,0.199,1.115566474,5.723603892,1.953125,0.001916604266,0.05447228328,-0.754,-0.703,-0.648,0.734847589,3.192191305,1.953125,0.02385347234,0.2421350256,0.652,0.703,0.785
tone056-2,1,0.855,-0.238,0.2400630324,0.223,0.1529697402,0.02339974142,704.585,0.469,-0.887,-0.03697069847,-0.012,0.2016303568,0.04065480078,-108.509,1.59,0.684,1.015522998,1,0.1156605908,0.01337737226,2980.56,0.6784009773,3.131670192,1.171875,0.02187638506,0.1581795957,0.156,0.223,0.316,0.3359164219,5.623030556,2.1484375,0.03517339521,0.2064649104,-0.168,-0.012,0.109,0.3155348335,3.645580722,2.1484375,0.02160030451,0.2481281139,0.941,1,1.07
tone086-2,1,0.547,-0.742,-0.04195268139,-0.047,0.1725720134,0.02978109979,-119.691,0.57,-0.164,0.1859943919,0.176,0.1242383696,0.01543517248,530.642,1.52,0.664,1.012256222,0.988,0.1436669556,0.02064019415,2887.967,0.7299659552,3.601575212,1.171875,0.04019624792,0.2463743029,-0.141,-0.047,0.074,0.6159898556,4.909895755,2.5390625,0.00859829436,0.1707884341,0.098,0.176,0.266,0.1514675862,3.714682227,2.5390625,0.05446687496,0.4284250384,0.906,0.988,1.109
tone056-1,1,0.758,-0.223,0.226159967,0.223,0.1313600195,0.01725545471,821.413,0.324,-0.988,-0.09979845815,-0.074,0.1824510501,0.0332883857,-362.468,1.484,0.723,1.016164648,1.008,0.09911333092,0.009823452366,3690.71,0.5655467871,3.056148928,0.9765625,0.01908961665,0.2057731006,0.145,0.223,0.301,0.3412651694,4.838327385,2.1484375,0.0201581065,0.1645289781,-0.207,-0.074,0.027,0.349627178,3.624046778,2.1484375,0.01224754903,0.2365246356,0.961,1.008,1.059
tone018-1,1,0.379,-0.172,0.08464797311,0.086,0.08573505211,0.00735049916,403.009,-0.406,-1.086,-0.6094673388,-0.594,0.09179897105,0.008427051086,-2901.674,1.125,0.551,0.8090392775,0.809,0.07412907443,0.005495119675,3851.836,0.1865458903,2.496698427,0.78125,0.01057600155,0.3080537595,0.02,0.086,0.152,0.6182495624,3.669158009,1.5625,0.005995832289,0.1328706343,-0.633,-0.594,-0.559,1.621192729,3.838826551,2.9296875,0.002437107731,0.08497869235,0.758,0.809,0.848
