ID,group,x_acc__max,x_acc__min,x_acc__mean,x_acc__median,x_acc__std,x_acc__var,x_acc__sum,y_acc__max,y_acc__min,y_acc__mean,y_acc__median,y_acc__std,y_acc__var,y_acc__sum,z_acc__max,z_acc__min,z_acc__mean,z_acc__median,z_acc__std,z_acc__var,z_acc__sum,x_acc__freezing_index,x_acc__central_frequency,x_acc__dominant_frequency,x_acc__amplitude,x_acc__relative_amplitude,x_acc__percentile25,x_acc__percentile50,x_acc__percentile75,y_acc__freezing_index,y_acc__central_frequency,y_acc__dominant_frequency,y_acc__amplitude,y_acc__relative_amplitude,y_acc__percentile25,y_acc__percentile50,y_acc__percentile75,z_acc__freezing_index,z_acc__central_frequency,z_acc__dominant_frequency,z_acc__amplitude,z_acc__relative_amplitude,z_acc__percentile25,z_acc__percentile50,z_acc__percentile75
tone074-2,1,0.246,-0.473,-0.05154406005,-0.055,0.08915764256,0.007949085228,-157.931,-0.191,-1.375,-0.7013975196,-0.688,0.1411194017,0.01991468554,-2149.082,1.055,0.359,0.7442522846,0.746,0.1103933991,0.01218670257,2280.389,0.3219100671,2.848089753,0.78125,0.008140025188,0.2209060628,-0.117,-0.055,0.016,0.7822546889,4.157697369,1.7578125,0.008868893281,0.09499410276,-0.77,-0.688,-0.621,0.9367954997,2.989496026,3.515625,0.006382558654,0.1097479384,0.664,0.746,0.82
tone020-1,1,0.582,-0.418,-0.001972963723,-0.008,0.1274771245,0.01625041728,-5.765,-0.266,-1.906,-0.7241019849,-0.703,0.2054538264,0.04221127477,-2115.826,1.34,0.375,0.7182166324,0.684,0.146101417,0.02134562406,2098.629,1.270480639,4.2385104,3.125,0.01725857512,0.1831916604,-0.074,-0.008,0.07,0.7541288691,5.577644968,2.1484375,0.04455623634,0.1630849363,-0.77,-0.703,-0.621,0.2470364852,3.087505885,2.1484375,0.04256392121,0.3115273034,0.621,0.684,0.789
tone039-1,1,0.438,-0.355,0.01099507762,0.004,0.1128621191,0.01273785793,29.038,0.699,-0.496,0.06478303673,0.047,0.2072460574,0.04295092829,171.092,1.422,0.719,1.028495267,1.012,0.1283650574,0.01647758795,2716.256,0.249704252,3.22107472,0.9765625,0.01281676482,0.1768989352,-0.066,0.004,0.086,0.2789999908,2.388527207,1.953125,0.03821026712,0.2822798651,-0.07,0.047,0.16,0.2539716015,2.632456077,1.953125,0.0343969651,0.3805198447,0.93,1.012,1.109
tone023-2,1,0.43,-0.273,0.02044036319,0.023,0.1147875378,0.01317617883,49.527,-0.551,-1.461,-0.8201696244,-0.789,0.1437493364,0.02066387171,-1987.271,0.941,0.398,0.6162104829,0.613,0.09743926659,0.009494410675,1493.078,3.752399553,3.854445892,3.125,0.03010429684,0.4256222465,-0.063,0.023,0.09,0.3974148937,4.718733097,2.1484375,0.03557662951,0.2952797488,-0.887,-0.789,-0.723,0.2752478861,2.983498113,2.1484375,0.01738593409,0.3748857551,0.543,0.613,0.688
tone077-1,1,0.336,-0.48,-0.08009470305,-0.074,0.1195853538,0.01430065685,-349.293,-0.184,-1.137,-0.6131816097,-0.621,0.149255727,0.02227727206,-2674.085,1.078,0.598,0.8095012612,0.785,0.09404920175,0.008845252349,3530.235,0.5631437759,3.291856255,0.9765625,0.007745775099,0.1785510099,-0.16,-0.074,0.008,0.7518610317,3.355120089,1.953125,0.01353366857,0.1896145664,-0.703,-0.621,-0.535,0.9423688358,3.011452677,0.1953125,0.003759403531,0.1672941868,0.738,0.785,0.871
tone045-2,1,0.625,-0.254,0.1142127743,0.113,0.09875249197,0.00975205467,291.471,0.059,-1.52,-0.5011140282,-0.469,0.1797957526,0.03232651267,-1278.843,1.313,0.594,0.8926261755,0.865,0.1607761011,0.02584895467,2277.982,0.4910828696,5.437035321,0.9765625,0.007093336769,0.1352091069,0.059,0.113,0.172,0.92404627,7.179651737,1.953125,0.03161428011,0.1695937842,-0.566,-0.469,-0.402,0.2400272481,2.428199474,1.953125,0.07570483576,0.4626878315,0.762,0.865,0.996
tone011-1,1,0.73,-0.27,0.1521998645,0.137,0.153145789,0.02345363269,449.294,-0.359,-1.57,-0.6860884146,-0.668,0.1640171491,0.02690162519,-2025.333,1.137,0.379,0.7404403794,0.727,0.134562196,0.01810698458,2185.78,0.3383290113,2.758463691,2.734375,0.02035684376,0.155553992,0.043,0.137,0.254,0.4862479865,4.046687894,1.7578125,0.03772787946,0.2393594082,-0.746,-0.668,-0.59,0.2748492313,2.393329883,1.7578125,0.03574130265,0.3340085992,0.637,0.727,0.824
tone095-2,1,0.57,-0.352,0.1556146126,0.145,0.1278554279,0.01634701045,387.636,-0.516,-1.73,-0.8321842633,-0.813,0.1682309495,0.02830165238,-2072.971,0.867,0.285,0.5702982738,0.59,0.1097684152,0.01204910497,1420.613,2.357876287,4.633147057,3.125,0.02756959763,0.2786741058,0.07,0.145,0.238,0.2537983117,4.154153345,2.1484375,0.07246088764,0.3875082508,-0.926,-0.813,-0.703,0.1203461712,2.621231308,2.1484375,0.03481452507,0.4485455515,0.5,0.59,0.645
tone089-2,1,0.117,-0.352,-0.05047478232,-0.059,0.0659122988,0.004344431134,-307.24,-0.641,-1.207,-0.8463719402,-0.844,0.07209110095,0.005197126837,-5151.866,0.828,0.395,0.5774061114,0.566,0.07056817915,0.004979867909,3514.671,0.1533743482,1.618654761,0.78125,0.00626857048,0.271617028,-0.098,-0.059,0.004,0.5112367789,3.31388216,1.3671875,0.0023461314,0.1149600228,-0.875,-0.844,-0.809,0.2360405975,1.871247363,0.78125,0.001972311117,0.16409576,0.527,0.566,0.613
tone093-1,1,0.395,-0.344,-0.009924927536,-0.004,0.1119498702,0.01253277343,-34.241,-0.172,-1.219,-0.6531875362,-0.645,0.1490392326,0.02221269286,-2253.497,1.117,0.48,0.7963414493,0.793,0.1160340051,0.01346389034,2747.378,1.904100121,3.70182309,3.515625,0.01519483356,0.2137640382,-0.09,-0.004,0.059,0.7092674877,4.415687994,2.34375,0.01536393864,0.2226370034,-0.734,-0.645,-0.574,0.405100177,3.301812321,2.34375,0.01526333594,0.3102529102,0.703,0.793,0.879
tone059-2,1,0.379,-0.758,-0.07658218126,-0.074,0.1515453086,0.02296598057,-199.42,0.324,-0.695,-0.1282096774,-0.145,0.1368255372,0.01872122763,-333.858,1.633,0.664,1.039604455,1.016,0.1735747987,0.03012821075,2707.13,0.7341886262,3.472489183,1.171875,0.03096854281,0.2392837209,-0.156,-0.074,0.027,3.204612612,5.464931387,3.7109375,0.00668495649,0.1280254145,-0.215,-0.145,-0.051,0.08005635007,3.370233029,2.5390625,0.06537034003,0.3528747104,0.914,1.016,1.164
tone043-1,1,0.723,-0.445,0.1072131634,0.109,0.119088277,0.01418201772,361.63,0.504,-0.531,-0.1031870738,-0.113,0.1768334619,0.03127007324,-348.05,1.469,0.617,1.010859176,1.016,0.1374850645,0.01890214297,3409.628,0.4838490224,3.122661993,0.9765625,0.01113476797,0.147194287,0.023,0.109,0.191,0.4707743777,3.23928341,1.7578125,0.01314615965,0.1348954871,-0.238,-0.113,0.012,0.06788416639,2.255640715,1.953125,0.04255952014,0.3512515281,0.91,1.016,1.113
tone025-1,1,0.223,-0.391,-0.0601062542,-0.059,0.1062236096,0.01128345524,-178.756,-0.547,-1.594,-0.8478291863,-0.84,0.1283741997,0.01647993516,-2521.444,0.922,0.324,0.5690410222,0.563,0.09151307806,0.008374643456,1692.328,0.2191247976,2.903551956,0.9765625,0.01718135762,0.3072531399,-0.133,-0.059,0.023,0.3759498018,5.377263472,1.953125,0.0273069451,0.2968444799,-0.91,-0.84,-0.762,3.188638148,4.04009059,3.90625,0.01236250848,0.2768442449,0.508,0.563,0.617
tone071-2,1,0.289,-0.293,-0.009440712262,-0.016,0.101649387,0.01033259788,-46.656,-0.168,-0.863,-0.4819210846,-0.48,0.08715487315,0.007595971913,-2381.654,1.102,0.777,0.9217723594,0.922,0.05945655683,0.00353508215,4555.399,0.5000818676,2.431871687,0.9765625,0.01486889833,0.2689582412,-0.078,-0.016,0.063,3.074678481,4.571079515,4.1015625,0.002180138068,0.08921909353,-0.527,-0.48,-0.43,0.8767351267,3.644995757,2.1484375,0.003138439062,0.2037734014,0.875,0.922,0.964
tone071-1,1,0.223,-0.27,-0.03062294786,-0.035,0.09496927646,0.009019163472,-169.743,-0.242,-0.848,-0.4880570088,-0.492,0.09260893591,0.00857641501,-2705.3,1.066,0.711,0.9175727945,0.914,0.05757578342,0.003314970837,5086.106,0.4284481261,2.479118354,0.9765625,0.01213487619,0.2821961567,-0.102,-0.035,0.047,3.26620003,4.741700955,4.1015625,0.003053315341,0.130230289,-0.535,-0.492,-0.438,1.066036975,3.629670136,2.1484375,0.00211800641,0.1748834426,0.871,0.914,0.961
tone025-2,1,0.188,-0.488,-0.1008802506,-0.098,0.1060195722,0.01124014968,-273.789,-0.523,-1.473,-0.849545689,-0.836,0.1397173003,0.01952092401,-2305.667,0.984,0.332,0.5632999263,0.547,0.1050669873,0.01103907182,1528.796,0.2212061904,3.053023108,0.9765625,0.01394718501,0.2599936017,-0.18,-0.098,-0.016,0.3044726336,4.719643682,1.953125,0.03090454313,0.2847016419,-0.926,-0.836,-0.75,2.243664452,3.869107834,3.7109375,0.01395431266,0.2264077921,0.5,0.547,0.612
tone089-1,1,0.113,-0.359,-0.07002830641,-0.078,0.0739648245,0.005470795264,-437.887,-0.324,-1.219,-0.8312942588,-0.844,0.1054542444,0.01112059766,-5198.083,1.02,0.402,0.5890379018,0.566,0.09848621016,0.009699533592,3683.254,0.1304198947,1.594579892,0.78125,0.006540119553,0.2537178305,-0.117,-0.078,-0.008,0.4516247516,3.066195809,1.3671875,0.002323454212,0.1038502579,-0.875,-0.844,-0.801,0.1526260556,1.672296572,0.78125,0.002799902944,0.1889756307,0.523,0.566,0.625
tone093-2,1,0.34,-0.367,0.007114431239,0.004,0.1118527128,0.01251102936,20.952,-0.43,-1.188,-0.6914349745,-0.668,0.1101046652,0.0121230373,-2036.276,1.102,0.457,0.7680808149,0.758,0.1014065463,0.01028328762,2261.998,4.068215089,4.144225387,3.515625,0.01703441289,0.2349469818,-0.059,0.004,0.066,0.5892980682,4.566771164,2.34375,0.01518822353,0.2323854386,-0.742,-0.668,-0.617,0.3559526548,3.310404859,2.34375,0.01670298272,0.2917941383,0.699,0.758,0.844
tone017-1,1,0.266,-0.477,-0.1046473394,-0.094,0.1188134777,0.01411664247,-285.164,-0.258,-1.289,-0.7169445872,-0.703,0.1375814278,0.01892864928,-1953.674,1.031,0.477,0.7178557798,0.703,0.1102872839,0.01216328499,1956.157,0.2127518754,2.697415581,2.5390625,0.0118873448,0.1776874249,-0.184,-0.094,-0.027,0.3571531751,3.483472682,1.7578125,0.02977352523,0.2745044154,-0.793,-0.703,-0.617,0.3714967742,2.351998731,1.7578125,0.02099372453,0.2973903334,0.641,0.703,0.781
tone059-1,1,0.449,-0.949,-0.1232793316,-0.113,0.1759429291,0.03095591431,-339.388,0.598,-0.613,-0.06043152924,-0.098,0.1840435692,0.03387203537,-166.368,1.633,0.637,1.033272793,1.004,0.1774454778,0.03148689758,2844.6,0.75444032,3.8392889,1.3671875,0.03688815359,0.2222651671,-0.203,-0.113,-0.008,1.940277153,4.339979235,0.1953125,0.01487150076,0.2027210949,-0.168,-0.098,-0.004,0.1087483339,3.708253064,2.734375,0.06108947022,0.3298147254,0.895,1.004,1.164
tone043-2,1,0.465,-0.824,0.1259551008,0.133,0.1172737734,0.01375313792,412.377,0.492,-0.879,-0.110659438,-0.133,0.1579728493,0.0249554211,-362.299,1.559,0.57,1.011128589,1.012,0.1405715504,0.01976036079,3310.435,0.4305139557,2.984007515,0.9765625,0.01092766027,0.150579722,0.043,0.133,0.211,0.541865968,3.858026306,1.7578125,0.01265039842,0.1374892114,-0.223,-0.133,0.004,0.08331145646,2.26261579,1.7578125,0.04525045753,0.3645585129,0.906,1.012,1.117
tone045-1,1,0.574,-0.27,0.09694958253,0.105,0.09730759857,0.009468768739,301.901,0.09,-1.391,-0.4767768144,-0.453,0.1722651363,0.02967527719,-1484.683,1.281,0.609,0.906507386,0.906,0.1369845322,0.01876476207,2822.864,0.3543213382,4.623939612,0.9765625,0.006396491396,0.1322063817,0.043,0.105,0.152,0.7868570384,6.558258544,1.953125,0.01941440134,0.1399367068,-0.543,-0.453,-0.387,0.2017925384,2.369508085,1.953125,0.03676578519,0.3780355864,0.789,0.906,1.004
tone095-1,1,0.492,-0.18,0.1550225564,0.145,0.1205155477,0.01452399723,412.36,-0.555,-1.57,-0.8327417293,-0.816,0.1539357592,0.02369621796,-2215.093,0.777,0.352,0.5689868421,0.582,0.0868312602,0.007539667747,1513.505,1.670182401,4.172333026,3.125,0.01797318799,0.2436293951,0.07,0.145,0.238,0.4359163705,4.365401417,2.1484375,0.04596508437,0.327804239,-0.918,-0.816,-0.711,0.1942171969,2.873327758,2.1484375,0.01717187246,0.4113469145,0.512,0.582,0.629
tone077-2,1,0.305,-0.449,-0.03868026797,-0.031,0.1073596929,0.01152610365,-127.026,-0.262,-1.152,-0.6379719854,-0.625,0.1321436967,0.01746195657,-2095.1,1.059,0.652,0.8015837393,0.781,0.07974359606,0.006359041112,2632.401,0.6719833943,3.574159945,0.9765625,0.01171916287,0.1971152536,-0.113,-0.031,0.031,0.9385564101,4.157583803,1.953125,0.01730420213,0.2289047946,-0.684,-0.625,-0.563,0.9814179414,3.579135151,1.953125,0.0044545846,0.1836753673,0.742,0.781,0.852
tone039-2,1,0.453,-0.395,-0.01482092199,-0.016,0.1160601756,0.01346996437,-33.436,0.449,-0.438,0.06558599291,0.086,0.1326887115,0.01760629415,147.962,1.395,0.758,1.041383865,1.018,0.1395454985,0.01947294615,2349.362,0.565261169,3.87672899,2.9296875,0.0144729284,0.204396021,-0.09,-0.016,0.055,0.3226639637,3.197783167,1.953125,0.03061191108,0.3479196583,-0.017,0.086,0.16,0.1563950787,2.609606806,1.953125,0.0477300118,0.415546845,0.934,1.018,1.145
tone023-1,1,0.371,-0.285,0.01307123288,0.016,0.1136696553,0.01292079054,33.397,-0.539,-1.441,-0.8215886497,-0.789,0.1424851263,0.02030201123,-2099.159,0.891,0.391,0.615837182,0.621,0.09180459626,0.008428083895,1573.464,3.129999515,3.676013175,3.125,0.03134021316,0.4418952488,-0.063,0.016,0.094,0.4583517692,4.740891577,2.1484375,0.0331143691,0.2794970858,-0.891,-0.789,-0.723,0.2332069773,3.07164534,2.1484375,0.01670103273,0.3757767592,0.547,0.621,0.676
tone074-1,1,0.281,-0.547,-0.06283906465,-0.066,0.09153155194,0.008378025001,-228.42,-0.227,-1.484,-0.7127328748,-0.695,0.149071193,0.02222222059,-2590.784,1.078,0.352,0.7297268226,0.727,0.1076506403,0.01158866036,2652.557,0.2347277974,2.268683333,0.78125,0.01183894885,0.2973384954,-0.125,-0.066,0.008,0.7078619537,3.760073847,0.78125,0.009773483655,0.09191747255,-0.773,-0.695,-0.625,0.5420596922,2.597153748,0.78125,0.008105256711,0.1540320398,0.652,0.727,0.797
tone046-2,1,0.582,-0.75,-0.06023898166,-0.047,0.171680463,0.02947418137,-220.053,0.32,-0.293,0.01604051465,0.008,0.09090928642,0.008264498358,58.596,1.305,0.793,1.036117985,1.027,0.07421882359,0.005508433776,3784.939,0.5101900167,4.032529735,1.3671875,0.04529016135,0.3061071645,-0.141,-0.047,0.023,0.6163016706,4.837125341,2.734375,0.003779701326,0.1277607586,-0.047,0.008,0.082,0.9761259496,4.58783802,2.734375,0.004643029733,0.1531186849,0.984,1.027,1.078
tone012-1,1,0.621,-0.367,0.09585065789,0.086,0.1442697423,0.02081375854,291.386,-0.207,-1.254,-0.6751335526,-0.664,0.1533045387,0.0235022816,-2052.406,1.105,0.543,0.7571582237,0.75,0.101487604,0.01029973376,2301.761,0.4761154889,2.98429669,2.9296875,0.01540757622,0.1828871659,0.008,0.086,0.176,0.7032385707,5.872194628,1.953125,0.0178230955,0.190366578,-0.738,-0.664,-0.594,0.2428458589,2.673060348,1.953125,0.01463970423,0.3708613945,0.676,0.75,0.832
tone090-1,1,0.691,-0.16,0.3184015498,0.328,0.1188409408,0.01412316922,903.942,0.316,-0.953,-0.421153223,-0.422,0.1696725948,0.02878878941,-1195.654,1.301,0.559,0.8681345544,0.875,0.1245835043,0.01552104954,2464.634,0.7619467916,4.629273177,2.9296875,0.0101088731,0.1446354073,0.262,0.328,0.395,0.5449550055,3.809560119,1.953125,0.01958129109,0.2541164931,-0.52,-0.422,-0.34,0.3105834477,3.30455198,1.953125,0.02864173361,0.3220561959,0.77,0.875,0.957
tone040-1,1,0.492,-0.512,0.006361214837,0.008,0.1192728246,0.01422600669,25.553,0.352,-0.535,-0.004189693801,-0.004,0.1342432971,0.01802126281,-16.83,1.348,0.742,1.030133931,1.027,0.05788767618,0.003350983054,4138.048,0.4217394738,3.274734951,0.9765625,0.02003045043,0.2526421744,-0.082,0.008,0.09,0.8153871905,4.582899438,1.953125,0.008147984915,0.1407713436,-0.078,-0.004,0.082,2.594478973,5.63530573,2.9296875,0.001011257558,0.05329868937,1,1.027,1.063
tone026-1,1,0.488,-0.281,0.08479091621,0.07,0.1196450233,0.01431493159,216.556,-0.508,-1.715,-0.7763950666,-0.758,0.1682753167,0.02831658221,-1982.913,0.988,0.395,0.6689330462,0.672,0.1147987554,0.01317875423,1708.455,1.55701276,4.279295779,3.125,0.02239565388,0.2982121539,0,0.07,0.155,0.2995222615,4.813094335,2.1484375,0.05181229547,0.2803535574,-0.84,-0.758,-0.664,0.06693506572,2.493561208,2.1484375,0.03777183727,0.4071050594,0.59,0.672,0.738
tone068-1,1,0.137,-0.363,-0.1201366166,-0.117,0.1009786346,0.01019668464,-431.771,0.305,-1.055,-0.7080559265,-0.734,0.1873313144,0.03509302136,-2544.753,1.195,0.449,0.7281513634,0.684,0.1375293341,0.01891431775,2616.976,0.183666455,2.222910452,0.9765625,0.009691124193,0.2039915268,-0.195,-0.117,-0.043,0.8509055962,2.786857579,0.1953125,0.01180636136,0.1938420878,-0.813,-0.734,-0.652,0.7716300016,3.088874726,1.7578125,0.01696956417,0.2326112498,0.629,0.684,0.797
tone072-2,1,0.629,-0.242,0.1709788797,0.152,0.1157339564,0.01339434866,372.392,-0.32,-1.406,-0.6705073462,-0.652,0.1633513034,0.02668364832,-1460.365,1.289,0.402,0.7573700643,0.734,0.1659068338,0.0275250775,1649.552,0.379942318,3.182527005,2.9296875,0.01259888021,0.1623800761,0.094,0.152,0.238,0.1915229577,3.664054798,1.953125,0.04781808037,0.3086898531,-0.746,-0.652,-0.555,0.1884537489,2.482285206,1.953125,0.06545968813,0.3734719674,0.645,0.734,0.859
tone024-2,1,0.59,-0.188,0.1696998728,0.168,0.1333678351,0.01778697944,400.322,-0.563,-1.586,-0.9155722764,-0.887,0.1680666335,0.02824639331,-2159.835,0.938,0.125,0.3828787622,0.336,0.1776843884,0.03157174187,903.211,0.1745219536,2.475957026,1.7578125,0.01256999365,0.1585981251,0.074,0.168,0.266,0.3568324397,3.559602547,1.7578125,0.06265340559,0.3809041601,-1.031,-0.887,-0.789,0.3138584814,2.296243886,1.7578125,0.0618441399,0.4129889662,0.23,0.336,0.52
tone070-1,1,0.406,-0.211,0.04805629414,0.035,0.1094804322,0.01198596504,231.343,-0.051,-0.973,-0.4087224761,-0.406,0.09351635576,0.008745308795,-1967.59,1.207,0.797,0.9585024927,0.941,0.07069564623,0.004997874396,4614.231,0.1805762233,2.469973263,0.78125,0.01636889086,0.2564527535,-0.043,0.035,0.137,1.899767916,5.924115605,0.1953125,0.003217206104,0.07434398008,-0.449,-0.406,-0.355,0.7330503566,3.569912922,1.7578125,0.006317953034,0.2386253251,0.906,0.941,1
tone092-2,1,0.344,-0.375,-0.07378159275,-0.07,0.112239533,0.01259771277,-154.72,1.336,0.34,0.730490701,0.73,0.2013401546,0.04053785786,1531.839,1.355,0.211,0.7139675727,0.707,0.224603002,0.05044650849,1497.19,0.5180516645,4.580275912,2.9296875,0.01947906525,0.2900940616,-0.145,-0.07,-0.008,0.2546881527,3.18027357,1.953125,0.09928253797,0.4225457319,0.563,0.73,0.883,0.4481948172,2.738553392,1.953125,0.1214719062,0.394638281,0.57,0.707,0.832
tone088-1,1,0.668,-0.152,0.2936268207,0.293,0.1038520234,0.01078524277,1169.222,0.086,-1.094,-0.4282373179,-0.434,0.151661478,0.0230012039,-1705.241,1.246,0.648,0.876905324,0.871,0.0908264924,0.008249451722,3491.837,0.3810462821,3.10086777,0.78125,0.008788765025,0.1661869667,0.23,0.293,0.367,0.5793189651,3.220378491,1.7578125,0.01109071378,0.1723471862,-0.523,-0.434,-0.352,0.3513654396,3.181125398,1.7578125,0.01023985621,0.293231273,0.816,0.871,0.938
tone042-2,1,0.238,-0.855,-0.207106992,-0.184,0.1597809586,0.02552995474,-441.345,-0.406,-1.672,-0.8106269357,-0.777,0.1754981594,0.03079960395,-1727.446,1.406,0.277,0.5993585171,0.578,0.1684816537,0.02838606765,1277.233,0.4046743117,3.672460137,0.9765625,0.01930674069,0.1483594129,-0.285,-0.184,-0.105,0.1777271752,5.482734779,1.953125,0.04695630044,0.2650647016,-0.93,-0.777,-0.676,0.2994343684,3.244196066,1.953125,0.04756204952,0.2963866517,0.48,0.578,0.68
tone058-1,1,0.461,-0.5,-0.01078223801,-0.008,0.1092631155,0.0119384284,-30.352,0.133,-1.211,-0.5185143872,-0.523,0.1872913928,0.0350780658,-1459.618,1.449,0.574,0.9030831261,0.906,0.1495642932,0.02236947781,2542.179,0.6589593025,3.928031764,0.9765625,0.01051082986,0.162078036,-0.078,-0.008,0.059,0.3594586207,5.413548013,1.953125,0.0200099707,0.1679508573,-0.613,-0.523,-0.445,0.1191701299,2.736141533,1.953125,0.05313836992,0.4283072726,0.785,0.906,1.008
tone016-1,1,1.02,-0.336,0.2393784987,0.238,0.1317444155,0.01735659102,752.606,0.699,-0.078,0.2644516539,0.258,0.1295661483,0.01678738678,831.436,1.363,0.691,0.9509624682,0.938,0.0879322903,0.007732087678,2989.826,0.3487035495,4.404620695,0.9765625,0.01577307206,0.1689355073,0.164,0.238,0.316,0.3931503483,4.000814143,1.953125,0.01062283491,0.162759627,0.172,0.258,0.348,0.518539567,5.090277344,1.953125,0.008427371137,0.2025890534,0.895,0.938,1
tone044-1,1,0.41,-0.648,-0.05561886571,-0.063,0.1200645239,0.01441548991,-189.271,0.453,-0.637,-0.01406053482,0,0.1960351994,0.03842979939,-47.848,1.492,0.801,1.017573612,1,0.0923665033,0.008531570932,3462.803,0.3181080332,3.277458457,0.9765625,0.01907170909,0.237461571,-0.141,-0.063,0.035,0.4396974301,2.82282042,0.9765625,0.005291419029,0.1171463792,-0.16,0,0.125,0.3936008874,3.003072825,1.7578125,0.008039830392,0.1525285279,0.961,1,1.055
tone094-1,1,0.18,-0.48,-0.0786138976,-0.07,0.1008943614,0.01017967216,-300.934,-0.188,-1.367,-0.6602839603,-0.652,0.1455078798,0.02117254307,-2527.567,1.145,0.547,0.7918380355,0.77,0.1073849888,0.01153153582,3031.156,0.231021351,3.088227998,0.78125,0.01295354841,0.2533734234,-0.148,-0.07,0.004,0.5128971226,5.639204361,1.5625,0.01737117505,0.1966817083,-0.734,-0.652,-0.578,0.4895609176,3.402830234,1.5625,0.01380261392,0.2630655146,0.711,0.77,0.863
tone022-1,1,0.457,-0.613,0.04067079783,0.043,0.1045787166,0.01093670797,157.518,-0.051,-1.145,-0.4214288665,-0.402,0.1456717773,0.0212202667,-1632.194,1.32,0.625,0.9421778983,0.938,0.08050058138,0.006480343602,3649.055,0.4893427372,4.018907127,0.78125,0.01077785332,0.1823506018,-0.039,0.043,0.113,0.7724513085,4.871896298,1.7578125,0.02030796424,0.2020875344,-0.492,-0.402,-0.324,3.610070218,5.207153988,3.515625,0.002016155162,0.06341835662,0.898,0.938,0.98
tone038-2,1,0.336,-0.242,0.03796898713,0.027,0.1086703968,0.01180925514,115.084,-0.426,-1.164,-0.7535301881,-0.734,0.124011017,0.01537873234,-2283.95,1.199,0.414,0.6982187397,0.664,0.1350420103,0.01823634455,2116.301,0.7618767665,2.902985009,3.125,0.01374315875,0.2084569579,-0.047,0.027,0.117,2.084031846,4.35313751,4.1015625,0.01409831971,0.1668142854,-0.84,-0.734,-0.656,0.5875756803,3.233220599,1.953125,0.02979113025,0.285015014,0.602,0.664,0.785
tone076-2,1,0.523,-0.363,0.06386405767,0.066,0.1562681254,0.024419727,124.024,-0.391,-1.879,-0.8481009269,-0.809,0.250790082,0.06289566523,-1647.012,1.129,0.215,0.5517044284,0.512,0.1845322147,0.03405213825,1071.41,0.3777494225,3.398737621,0.9765625,0.02292581491,0.2097676145,-0.043,0.066,0.172,0.2691633506,3.673479532,1.953125,0.1110254605,0.2989906856,-0.977,-0.809,-0.68,0.4209474034,2.568445397,1.953125,0.05588575437,0.2801359291,0.414,0.512,0.645
tone075-1,1,0.277,-0.695,-0.1064272198,-0.094,0.1138496132,0.01296173442,-292.462,-0.176,-1.574,-0.745393377,-0.715,0.1950050262,0.03802696023,-2048.341,1.332,0.422,0.6967507278,0.664,0.1690465223,0.0285767267,1914.671,0.3278167532,4.087244338,2.734375,0.01141961216,0.1861421384,-0.176,-0.094,-0.034,0.2925961602,5.046235791,1.953125,0.05096355393,0.2292413432,-0.832,-0.715,-0.617,0.2845115812,2.870453881,1.953125,0.04957147011,0.300948457,0.566,0.664,0.777
tone013-1,1,0.41,-0.391,-0.02843164693,-0.023,0.1208154777,0.01459637966,-79.239,-0.301,-1.016,-0.5500914962,-0.539,0.1150762375,0.01324254044,-1533.105,1.238,0.578,0.8702899175,0.863,0.1146730265,0.013149903,2425.498,1.180567367,3.650640346,3.125,0.0186869992,0.2477708059,-0.105,-0.023,0.051,0.5002310527,4.520090631,2.1484375,0.0125280985,0.1963104707,-0.613,-0.539,-0.469,0.380959234,3.083001686,2.1484375,0.02412933893,0.3115760301,0.785,0.863,0.945
tone047-2,1,0.543,-0.27,0.1389735997,0.145,0.1035671586,0.01072615633,389.543,-0.34,-1.254,-0.7185016054,-0.695,0.1354714805,0.01835252204,-2013.96,1.07,0.465,0.7147249376,0.715,0.1118543188,0.01251138862,2003.374,1.498614641,4.018100385,3.125,0.01200946175,0.2284403806,0.086,0.145,0.195,2.624295087,5.775504894,6.25,0.01115523342,0.1124614973,-0.754,-0.695,-0.648,0.193619738,2.573439637,1.953125,0.02714929982,0.3533302439,0.637,0.715,0.785
tone091-1,1,0.633,-0.367,0.0839620462,0.084,0.1599856861,0.02559541974,305.286,-0.238,-1.441,-0.5378319582,-0.504,0.1443749935,0.02084413874,-1955.557,1.254,0.68,0.8740679318,0.859,0.0892174572,0.007959754669,3178.111,0.1644052876,2.812210871,0.9765625,0.03694170982,0.2770336035,-0.051,0.084,0.219,1.272788711,6.279132555,1.7578125,0.01296440081,0.1214934891,-0.552,-0.504,-0.465,0.5117941391,3.510086748,1.953125,0.01014306224,0.2512397737,0.813,0.859,0.918
tone041-1,1,0.313,-0.258,0.04612370062,0.055,0.1233691647,0.0152199508,221.855,-0.563,-1.211,-0.7717773389,-0.754,0.08891232563,0.007905401649,-3712.249,0.902,0.523,0.6637212058,0.656,0.06397720199,0.004093082374,3192.499,0.1605416696,2.282331268,1.171875,0.02758609497,0.3700390283,-0.063,0.055,0.156,2.017523523,5.338257162,4.296875,0.004667572635,0.1142500756,-0.801,-0.754,-0.715,1.333181974,3.94855569,2.1484375,0.001950224685,0.1072344685,0.617,0.656,0.703
