x_acc,y_acc,z_acc
-0.141,-0.379,0.891
-0.145,-0.379,0.887
-0.145,-0.375,0.891
-0.145,-0.395,0.898
-0.137,-0.441,0.922
-0.121,-0.496,0.949
-0.098,-0.539,0.973
-0.066,-0.566,1.004
-0.035,-0.555,1.039
0.0,-0.523,1.066
0.027,-0.473,1.09
0.055,-0.414,1.109
0.074,-0.352,1.125
0.082,-0.301,1.137
0.07,-0.27,1.133
0.051,-0.277,1.125
0.031,-0.316,1.137
0.004,-0.363,1.137
-0.012,-0.418,1.113
-0.023,-0.465,1.082
-0.031,-0.477,1.051
-0.047,-0.461,1.02
-0.051,-0.43,0.984
-0.051,-0.398,0.949
-0.047,-0.371,0.914
-0.035,-0.352,0.879
-0.027,-0.336,0.848
-0.031,-0.324,0.82
-0.031,-0.32,0.801
-0.031,-0.316,0.805
-0.031,-0.316,0.805
-0.023,-0.32,0.813
-0.012,-0.332,0.832
0.008,-0.355,0.848
0.031,-0.367,0.863
0.063,-0.383,0.883
0.094,-0.379,0.902
0.109,-0.371,0.922
0.117,-0.371,0.941
0.117,-0.375,0.957
0.117,-0.375,0.961
0.098,-0.383,0.949
0.074,-0.391,0.945
0.059,-0.406,0.945
0.059,-0.441,0.941
0.07,-0.461,0.941
0.09,-0.457,0.934
0.121,-0.445,0.926
0.145,-0.426,0.926
0.152,-0.398,0.922
0.137,-0.371,0.922
0.105,-0.348,0.93
0.074,-0.336,0.926
0.063,-0.332,0.922
0.059,-0.344,0.922
0.066,-0.367,0.918
0.082,-0.391,0.918
0.102,-0.402,0.914
0.113,-0.402,0.918
0.113,-0.391,0.926
0.113,-0.379,0.93
0.098,-0.367,0.938
0.066,-0.363,0.941
0.055,-0.371,0.945
0.035,-0.379,0.941
0.027,-0.387,0.938
0.039,-0.398,0.93
0.043,-0.414,0.926
0.047,-0.434,0.918
0.039,-0.445,0.906
0.031,-0.461,0.887
0.027,-0.477,0.875
0.031,-0.484,0.863
0.035,-0.492,0.855
0.043,-0.492,0.852
0.043,-0.496,0.848
0.039,-0.496,0.844
0.035,-0.504,0.848
0.039,-0.512,0.84
0.035,-0.527,0.832
0.031,-0.551,0.824
0.027,-0.582,0.828
0.031,-0.617,0.828
0.043,-0.652,0.84
0.051,-0.664,0.844
0.059,-0.66,0.848
0.074,-0.664,0.863
0.074,-0.684,0.898
0.078,-0.73,0.945
0.055,-0.793,0.977
0.016,-0.813,1.0
-0.012,-0.781,1.02
-0.012,-0.73,1.043
0.004,-0.664,1.07
0.016,-0.598,1.09
0.023,-0.535,1.113
0.035,-0.496,1.133
0.023,-0.496,1.148
0.004,-0.508,1.164
-0.016,-0.52,1.152
-0.031,-0.527,1.145
-0.027,-0.523,1.121
-0.023,-0.508,1.098
-0.016,-0.484,1.066
-0.031,-0.457,1.047
-0.051,-0.43,1.023
-0.078,-0.41,1.0
-0.102,-0.391,0.98
-0.121,-0.363,0.965
-0.133,-0.332,0.949
-0.141,-0.305,0.938
-0.145,-0.273,0.93
-0.156,-0.234,0.93
-0.156,-0.219,0.945
-0.156,-0.203,0.953
-0.148,-0.199,0.973
-0.141,-0.215,0.992
-0.125,-0.234,1.02
-0.109,-0.262,1.039
-0.078,-0.273,1.047
-0.059,-0.281,1.039
-0.043,-0.277,1.023
-0.039,-0.266,1.004
-0.051,-0.246,0.98
-0.07,-0.25,0.973
-0.094,-0.262,0.961
-0.117,-0.281,0.949
-0.141,-0.301,0.941
-0.16,-0.324,0.934
