x_acc,y_acc,z_acc
0.148,-1.008,0.387
0.18,-1.117,0.391
0.203,-1.176,0.371
0.227,-1.16,0.371
0.238,-1.125,0.383
0.242,-1.098,0.379
0.238,-1.07,0.359
0.227,-1.043,0.332
0.207,-0.988,0.324
0.195,-0.938,0.328
0.191,-0.91,0.348
0.18,-0.934,0.355
0.172,-0.984,0.371
0.18,-1.008,0.383
0.207,-0.977,0.402
0.242,-0.91,0.422
0.266,-0.855,0.453
0.305,-0.832,0.496
0.305,-0.828,0.512
0.27,-0.82,0.508
0.23,-0.797,0.488
0.191,-0.785,0.445
0.164,-0.797,0.406
0.16,-0.813,0.371
0.184,-0.824,0.336
0.203,-0.836,0.313
0.227,-0.836,0.289
0.25,-0.84,0.273
0.273,-0.844,0.262
0.297,-0.863,0.262
0.309,-0.875,0.277
0.316,-0.891,0.285
0.328,-0.895,0.293
0.324,-0.887,0.309
0.32,-0.879,0.32
0.316,-0.871,0.332
0.316,-0.855,0.34
0.313,-0.859,0.34
0.316,-0.875,0.336
0.324,-0.906,0.328
0.336,-0.934,0.324
0.352,-0.969,0.324
0.367,-1.012,0.324
0.375,-1.043,0.336
0.391,-1.047,0.359
0.391,-1.027,0.395
0.383,-1.004,0.43
0.375,-0.977,0.477
0.371,-0.938,0.512
0.375,-0.891,0.535
0.375,-0.852,0.547
0.379,-0.816,0.547
0.383,-0.793,0.535
0.383,-0.789,0.516
0.379,-0.793,0.488
0.371,-0.785,0.465
0.344,-0.836,0.457
0.277,-0.992,0.453
0.125,-1.156,0.473
-0.047,-1.152,0.535
-0.133,-1.035,0.586
-0.137,-0.91,0.645
-0.098,-0.832,0.699
-0.047,-0.785,0.738
-0.004,-0.781,0.766
0.027,-0.809,0.785
0.016,-0.859,0.809
0.027,-0.898,0.797
0.039,-0.922,0.766
0.074,-0.938,0.734
0.129,-0.953,0.684
0.191,-0.926,0.621
0.227,-0.863,0.563
0.238,-0.801,0.512
0.23,-0.75,0.465
0.207,-0.715,0.426
0.184,-0.695,0.406
0.152,-0.684,0.383
0.113,-0.676,0.367
0.07,-0.672,0.355
0.039,-0.68,0.344
0.016,-0.695,0.336
-0.004,-0.719,0.34
0.004,-0.746,0.34
0.016,-0.766,0.348
0.035,-0.797,0.344
0.055,-0.832,0.344
0.07,-0.852,0.336
0.086,-0.871,0.336
0.102,-0.883,0.336
0.109,-0.887,0.332
0.109,-0.895,0.328
0.094,-0.906,0.34
0.078,-0.918,0.352
0.059,-0.938,0.371
0.035,-0.957,0.387
0.016,-0.977,0.414
0.004,-1.012,0.453
-0.012,-1.063,0.488
-0.023,-1.102,0.52
-0.031,-1.117,0.543
-0.035,-1.121,0.555
-0.047,-1.117,0.547
-0.043,-1.105,0.539
-0.039,-1.082,0.527
-0.023,-1.055,0.512
-0.02,-1.016,0.488
-0.027,-0.984,0.461
-0.023,-1.008,0.434
0.031,-1.07,0.41
0.109,-1.133,0.402
0.207,-1.137,0.434
0.297,-1.082,0.473
0.367,-0.98,0.527
0.383,-0.875,0.598
0.348,-0.832,0.656
0.293,-0.871,0.719
0.27,-0.934,0.781
0.27,-0.965,0.809
0.293,-0.953,0.813
0.32,-0.938,0.797
0.309,-0.93,0.781
0.262,-0.922,0.746
0.203,-0.91,0.703
0.152,-0.875,0.645
0.121,-0.82,0.586
0.109,-0.754,0.516
0.105,-0.688,0.445
0.117,-0.629,0.379
0.133,-0.586,0.332
0.137,-0.563,0.293
0.141,-0.551,0.258
0.145,-0.551,0.23
0.148,-0.578,0.199
0.164,-0.609,0.18
0.18,-0.641,0.184
0.195,-0.676,0.203
0.211,-0.711,0.227
0.223,-0.73,0.258
0.219,-0.738,0.301
0.211,-0.742,0.332
0.203,-0.738,0.367
0.18,-0.75,0.387
0.156,-0.766,0.41
0.145,-0.773,0.426
0.164,-0.77,0.43
0.18,-0.777,0.422
0.203,-0.813,0.414
0.23,-0.871,0.41
0.262,-0.949,0.398
0.285,-1.027,0.398
0.305,-1.098,0.398
0.316,-1.148,0.406
0.316,-1.168,0.418
0.324,-1.156,0.434
0.324,-1.125,0.457
0.332,-1.07,0.48
0.328,-1.016,0.508
0.32,-0.988,0.547
0.285,-1.02,0.59
0.195,-1.105,0.645
0.063,-1.16,0.707
-0.063,-1.148,0.773
-0.133,-1.105,0.836
-0.145,-1.059,0.883
-0.094,-1.012,0.91
0.016,-0.949,0.918
0.121,-0.91,0.91
0.184,-0.867,0.867
0.211,-0.832,0.813
0.219,-0.836,0.75
0.227,-0.859,0.676
0.238,-0.84,0.594
0.258,-0.781,0.516
0.266,-0.715,0.441
0.258,-0.648,0.383
0.23,-0.613,0.34
0.191,-0.59,0.309
0.152,-0.594,0.289
0.109,-0.613,0.277
0.066,-0.633,0.262
0.047,-0.656,0.266
0.027,-0.676,0.273
0.012,-0.695,0.281
0.012,-0.707,0.293
0.016,-0.719,0.316
0.02,-0.723,0.34
0.039,-0.73,0.355
0.066,-0.738,0.379
0.09,-0.781,0.383
0.109,-0.848,0.387
0.113,-0.914,0.387
0.098,-0.957,0.383
0.063,-0.977,0.391
0.035,-1.008,0.398
0.008,-1.031,0.426
