x_acc,y_acc,z_acc
0.336,-0.617,0.742
0.352,-0.629,0.758
0.355,-0.637,0.773
0.355,-0.641,0.785
0.352,-0.641,0.801
0.344,-0.637,0.797
0.328,-0.641,0.793
0.32,-0.637,0.785
0.313,-0.637,0.773
0.305,-0.633,0.762
0.297,-0.629,0.754
0.289,-0.629,0.738
0.277,-0.621,0.719
0.266,-0.605,0.711
0.258,-0.586,0.711
0.266,-0.578,0.715
0.273,-0.574,0.715
0.273,-0.559,0.711
0.27,-0.57,0.715
0.262,-0.574,0.719
0.246,-0.582,0.727
0.23,-0.605,0.73
0.223,-0.629,0.738
0.215,-0.652,0.75
0.211,-0.684,0.766
0.215,-0.73,0.793
0.211,-0.797,0.816
0.18,-0.891,0.84
0.129,-0.965,0.832
0.063,-0.965,0.828
0.0,-0.898,0.844
0.0,-0.832,0.863
0.027,-0.789,0.875
0.063,-0.758,0.883
0.094,-0.734,0.891
0.129,-0.711,0.891
0.152,-0.688,0.875
0.176,-0.656,0.859
0.191,-0.613,0.844
0.191,-0.582,0.828
0.188,-0.57,0.805
0.172,-0.566,0.781
0.152,-0.559,0.754
0.137,-0.563,0.727
0.125,-0.578,0.695
0.117,-0.59,0.668
0.113,-0.602,0.652
0.117,-0.609,0.648
0.117,-0.609,0.648
0.125,-0.598,0.66
0.137,-0.598,0.68
0.145,-0.617,0.695
0.141,-0.641,0.715
0.141,-0.648,0.734
0.137,-0.645,0.754
0.137,-0.652,0.777
0.148,-0.68,0.793
0.164,-0.695,0.801
0.184,-0.699,0.801
0.195,-0.684,0.797
0.207,-0.676,0.785
0.211,-0.672,0.77
0.211,-0.68,0.754
0.207,-0.695,0.734
0.203,-0.699,0.711
0.199,-0.695,0.707
0.191,-0.688,0.699
0.188,-0.688,0.688
0.184,-0.68,0.684
0.176,-0.676,0.676
0.176,-0.672,0.676
0.176,-0.672,0.676
0.172,-0.672,0.676
0.172,-0.668,0.672
0.168,-0.68,0.668
0.168,-0.684,0.664
0.164,-0.695,0.66
0.152,-0.711,0.652
0.141,-0.719,0.648
0.129,-0.715,0.648
0.113,-0.711,0.645
0.105,-0.703,0.648
0.082,-0.691,0.648
0.063,-0.684,0.66
0.051,-0.668,0.672
0.035,-0.668,0.688
0.02,-0.676,0.707
0.004,-0.699,0.727
-0.008,-0.715,0.738
-0.016,-0.727,0.75
-0.012,-0.738,0.77
0.0,-0.754,0.797
0.004,-0.77,0.816
0.004,-0.785,0.832
0.016,-0.809,0.852
0.043,-0.871,0.887
0.102,-0.973,0.926
0.168,-1.059,0.949
0.215,-1.074,0.957
0.223,-1.012,0.949
0.199,-0.945,0.926
0.16,-0.871,0.883
0.129,-0.797,0.832
0.105,-0.73,0.773
0.109,-0.695,0.719
0.125,-0.695,0.684
0.152,-0.723,0.664
0.18,-0.754,0.656
0.199,-0.746,0.668
0.203,-0.707,0.691
0.195,-0.652,0.707
0.188,-0.617,0.727
0.188,-0.59,0.738
0.188,-0.574,0.73
0.188,-0.566,0.719
0.188,-0.555,0.695
0.191,-0.539,0.672
0.188,-0.547,0.652
0.199,-0.551,0.633
0.203,-0.559,0.617
0.199,-0.57,0.613
0.191,-0.586,0.609
0.188,-0.605,0.609
0.184,-0.609,0.617
0.16,-0.625,0.629
0.152,-0.641,0.652
0.145,-0.645,0.672
0.137,-0.652,0.691
0.129,-0.668,0.703
0.125,-0.688,0.711
0.113,-0.707,0.711
0.133,-0.719,0.715
0.141,-0.734,0.695
0.141,-0.742,0.676
0.145,-0.746,0.664
0.148,-0.746,0.645
0.152,-0.746,0.629
0.156,-0.734,0.625
0.16,-0.723,0.629
0.156,-0.707,0.633
0.156,-0.688,0.648
0.152,-0.676,0.664
