x_acc,y_acc,z_acc
0.043,-0.73,0.695
0.039,-0.727,0.684
0.031,-0.734,0.672
0.031,-0.75,0.656
0.043,-0.758,0.648
0.043,-0.766,0.633
0.039,-0.773,0.621
0.043,-0.789,0.617
0.047,-0.801,0.609
0.055,-0.82,0.605
0.063,-0.844,0.594
0.074,-0.863,0.582
0.078,-0.879,0.582
0.078,-0.902,0.578
0.078,-0.926,0.578
0.078,-0.941,0.574
0.074,-0.941,0.582
0.086,-0.926,0.59
0.09,-0.902,0.594
0.098,-0.879,0.59
0.098,-0.867,0.594
0.113,-0.879,0.605
0.117,-0.859,0.605
0.117,-0.852,0.609
0.117,-0.828,0.621
0.117,-0.813,0.637
0.121,-0.785,0.645
0.121,-0.766,0.66
0.121,-0.754,0.672
0.117,-0.742,0.684
0.113,-0.727,0.688
0.105,-0.719,0.699
0.102,-0.703,0.711
0.09,-0.688,0.719
0.082,-0.68,0.723
0.086,-0.676,0.727
0.09,-0.68,0.73
0.09,-0.68,0.727
0.094,-0.676,0.723
0.098,-0.68,0.723
0.09,-0.688,0.723
0.078,-0.691,0.723
0.074,-0.699,0.727
0.074,-0.695,0.727
0.066,-0.699,0.73
0.063,-0.703,0.73
0.059,-0.711,0.73
0.051,-0.715,0.723
0.051,-0.711,0.723
0.043,-0.703,0.719
0.043,-0.688,0.715
0.051,-0.68,0.715
0.039,-0.668,0.695
0.039,-0.652,0.688
0.043,-0.633,0.684
0.043,-0.621,0.684
0.043,-0.613,0.695
0.043,-0.617,0.707
0.035,-0.641,0.711
0.031,-0.672,0.699
0.027,-0.688,0.699
0.035,-0.695,0.699
0.027,-0.691,0.695
0.02,-0.688,0.707
0.008,-0.703,0.715
-0.004,-0.73,0.727
-0.016,-0.77,0.746
-0.02,-0.809,0.762
-0.035,-0.832,0.75
-0.039,-0.836,0.734
-0.039,-0.797,0.727
-0.031,-0.754,0.73
-0.02,-0.719,0.719
-0.02,-0.723,0.699
-0.023,-0.746,0.672
-0.027,-0.766,0.648
-0.031,-0.766,0.633
-0.031,-0.75,0.621
-0.031,-0.73,0.617
-0.035,-0.707,0.617
-0.039,-0.695,0.613
-0.035,-0.676,0.613
-0.043,-0.66,0.617
-0.055,-0.648,0.617
-0.07,-0.637,0.629
-0.082,-0.645,0.637
-0.098,-0.664,0.629
-0.102,-0.688,0.629
-0.109,-0.727,0.625
-0.121,-0.75,0.633
-0.133,-0.773,0.641
-0.137,-0.801,0.645
-0.137,-0.824,0.645
-0.133,-0.848,0.648
-0.125,-0.867,0.664
-0.133,-0.891,0.688
-0.141,-0.938,0.719
-0.152,-0.98,0.734
-0.156,-1.004,0.738
-0.156,-1.008,0.746
-0.148,-0.988,0.766
-0.137,-1.012,0.785
-0.105,-1.09,0.805
-0.016,-1.18,0.844
0.094,-1.172,0.902
0.148,-1.051,0.961
0.16,-0.898,1.008
0.16,-0.781,1.035
0.195,-0.695,1.051
0.23,-0.625,1.031
0.27,-0.551,1.02
0.309,-0.508,0.996
0.332,-0.531,0.953
0.332,-0.609,0.914
0.32,-0.723,0.871
0.293,-0.813,0.836
0.27,-0.848,0.813
0.258,-0.844,0.805
0.246,-0.836,0.805
0.223,-0.844,0.797
0.199,-0.828,0.777
0.191,-0.773,0.762
0.184,-0.695,0.738
0.195,-0.633,0.727
0.211,-0.609,0.703
