x_acc,y_acc,z_acc
0.031,-0.766,0.637
0.031,-0.754,0.629
0.039,-0.742,0.629
0.043,-0.742,0.621
0.051,-0.75,0.613
0.055,-0.758,0.609
0.059,-0.754,0.605
0.066,-0.75,0.602
0.07,-0.75,0.598
0.074,-0.75,0.594
0.082,-0.75,0.598
0.078,-0.746,0.598
0.094,-0.75,0.605
0.094,-0.754,0.602
0.09,-0.758,0.605
0.09,-0.75,0.617
0.094,-0.75,0.629
0.094,-0.758,0.641
0.105,-0.762,0.648
0.113,-0.762,0.66
0.117,-0.758,0.672
0.109,-0.754,0.676
0.102,-0.742,0.688
0.094,-0.734,0.695
0.078,-0.734,0.703
0.066,-0.742,0.711
0.063,-0.762,0.738
0.066,-0.797,0.781
0.094,-0.852,0.859
0.164,-0.945,0.941
0.273,-1.055,0.977
0.375,-1.117,0.984
0.43,-1.09,0.977
0.441,-0.996,0.949
0.422,-0.879,0.91
0.383,-0.773,0.867
0.332,-0.68,0.832
0.27,-0.625,0.797
0.211,-0.605,0.758
0.164,-0.609,0.715
0.141,-0.629,0.684
0.133,-0.664,0.664
0.148,-0.688,0.648
0.172,-0.691,0.641
0.203,-0.672,0.637
0.23,-0.629,0.645
0.25,-0.586,0.672
0.266,-0.566,0.695
0.27,-0.566,0.73
0.273,-0.586,0.766
0.27,-0.617,0.789
0.258,-0.629,0.801
0.246,-0.617,0.801
0.238,-0.602,0.797
0.234,-0.582,0.785
0.227,-0.574,0.77
0.234,-0.566,0.75
0.234,-0.578,0.723
0.242,-0.586,0.699
0.242,-0.59,0.672
0.246,-0.594,0.656
0.223,-0.586,0.637
0.219,-0.582,0.633
0.211,-0.563,0.625
0.203,-0.555,0.609
0.203,-0.547,0.602
0.207,-0.547,0.594
0.211,-0.543,0.59
0.219,-0.543,0.582
0.227,-0.543,0.59
0.238,-0.543,0.594
0.25,-0.555,0.602
0.266,-0.57,0.605
0.277,-0.586,0.598
0.285,-0.59,0.59
0.289,-0.586,0.59
0.285,-0.574,0.586
0.289,-0.57,0.594
0.293,-0.578,0.602
0.301,-0.594,0.609
0.313,-0.613,0.621
0.316,-0.633,0.629
0.316,-0.641,0.648
0.32,-0.645,0.668
0.332,-0.648,0.684
0.34,-0.652,0.695
0.34,-0.66,0.707
0.344,-0.668,0.723
0.344,-0.676,0.727
0.359,-0.676,0.746
0.379,-0.68,0.777
0.395,-0.707,0.809
0.398,-0.766,0.832
0.395,-0.832,0.848
0.371,-0.883,0.883
0.348,-0.926,0.938
0.32,-0.988,0.98
0.289,-1.055,0.973
0.25,-1.074,0.918
0.195,-1.02,0.848
0.156,-0.91,0.762
0.125,-0.793,0.691
0.117,-0.707,0.652
0.137,-0.66,0.648
0.168,-0.664,0.656
0.211,-0.723,0.668
0.246,-0.805,0.684
0.242,-0.859,0.703
0.211,-0.859,0.715
0.164,-0.824,0.727
0.121,-0.777,0.746
0.078,-0.73,0.75
0.066,-0.695,0.75
0.066,-0.664,0.727
0.078,-0.633,0.707
0.094,-0.613,0.684
0.117,-0.605,0.66
0.129,-0.613,0.641
0.137,-0.625,0.617
0.145,-0.641,0.598
0.152,-0.656,0.578
0.156,-0.656,0.559
0.145,-0.652,0.543
0.121,-0.641,0.535
0.102,-0.637,0.531
0.09,-0.629,0.531
0.078,-0.625,0.527
0.078,-0.617,0.531
0.09,-0.617,0.535
0.105,-0.609,0.539
0.121,-0.613,0.543
0.125,-0.625,0.547
0.125,-0.633,0.543
0.117,-0.633,0.535
0.109,-0.641,0.531
0.102,-0.648,0.535
0.102,-0.664,0.539
0.102,-0.688,0.543
0.105,-0.711,0.547
0.109,-0.727,0.551
0.113,-0.738,0.563
0.129,-0.75,0.582
0.145,-0.766,0.598
0.168,-0.777,0.617
0.176,-0.793,0.637
0.18,-0.789,0.66
0.176,-0.773,0.691
0.168,-0.766,0.73
0.152,-0.777,0.75
0.133,-0.789,0.758
0.098,-0.793,0.758
0.07,-0.781,0.773
0.063,-0.793,0.805
0.082,-0.859,0.844
0.137,-0.949,0.879
0.227,-1.055,0.918
0.316,-1.152,0.938
0.391,-1.191,0.93
0.434,-1.152,0.891
0.441,-1.047,0.828
0.438,-0.914,0.762
0.422,-0.781,0.703
0.414,-0.68,0.699
0.406,-0.625,0.699
0.402,-0.637,0.699
0.402,-0.703,0.691
0.398,-0.785,0.688
0.395,-0.828,0.695
