x_acc,y_acc,z_acc
0.332,-0.773,0.52
0.332,-0.773,0.512
0.328,-0.773,0.5
0.324,-0.777,0.5
0.309,-0.777,0.5
0.293,-0.777,0.5
0.285,-0.781,0.496
0.273,-0.785,0.484
0.289,-0.793,0.48
0.32,-0.801,0.48
0.332,-0.805,0.484
0.328,-0.805,0.484
0.32,-0.793,0.477
0.309,-0.777,0.488
0.301,-0.781,0.512
0.277,-0.832,0.539
0.254,-0.961,0.598
0.25,-1.211,0.691
0.211,-1.477,0.723
0.082,-1.516,0.684
-0.145,-1.301,0.656
-0.375,-1.031,0.609
-0.469,-0.809,0.539
-0.391,-0.688,0.52
-0.227,-0.707,0.543
-0.066,-0.82,0.555
0.02,-0.93,0.539
0.023,-0.957,0.523
-0.02,-0.938,0.508
-0.066,-0.914,0.504
-0.078,-0.91,0.488
-0.082,-0.906,0.473
-0.09,-0.887,0.457
-0.117,-0.863,0.434
-0.125,-0.855,0.43
-0.113,-0.871,0.434
-0.082,-0.906,0.434
-0.051,-0.93,0.441
-0.027,-0.953,0.449
-0.016,-0.973,0.465
-0.004,-0.98,0.48
0.0,-0.969,0.496
0.008,-0.93,0.504
0.004,-0.898,0.504
0.008,-0.883,0.492
0.023,-0.898,0.484
0.043,-0.922,0.469
0.07,-0.941,0.461
0.102,-0.957,0.461
0.117,-0.957,0.453
0.121,-0.938,0.445
0.121,-0.91,0.434
0.129,-0.887,0.418
0.137,-0.879,0.406
0.152,-0.879,0.402
0.176,-0.863,0.402
0.195,-0.836,0.41
0.207,-0.816,0.426
0.203,-0.797,0.445
0.199,-0.777,0.477
0.188,-0.754,0.496
0.18,-0.738,0.523
0.18,-0.742,0.555
0.164,-0.75,0.59
0.125,-0.773,0.617
0.086,-0.793,0.629
0.059,-0.809,0.645
0.055,-0.848,0.66
0.023,-0.879,0.656
-0.027,-0.895,0.625
-0.047,-0.922,0.602
-0.031,-1.0,0.602
0.004,-1.113,0.578
0.055,-1.203,0.555
0.094,-1.203,0.531
0.121,-1.133,0.469
0.121,-1.051,0.395
0.102,-0.988,0.328
0.078,-0.957,0.285
0.066,-0.934,0.258
0.07,-0.926,0.254
0.082,-0.922,0.27
0.082,-0.918,0.273
0.074,-0.898,0.281
0.063,-0.891,0.289
0.059,-0.887,0.313
0.082,-0.895,0.352
0.129,-0.902,0.391
0.176,-0.906,0.434
0.211,-0.91,0.469
0.223,-0.879,0.5
0.203,-0.844,0.5
0.176,-0.805,0.48
0.148,-0.789,0.469
0.137,-0.789,0.465
0.141,-0.789,0.449
0.152,-0.801,0.438
0.168,-0.816,0.43
0.18,-0.82,0.422
0.18,-0.809,0.414
0.18,-0.793,0.395
0.18,-0.773,0.383
0.18,-0.77,0.379
0.188,-0.773,0.379
0.195,-0.801,0.395
0.207,-0.832,0.402
0.207,-0.855,0.414
0.199,-0.859,0.418
0.188,-0.859,0.434
0.168,-0.867,0.453
0.168,-0.879,0.461
0.172,-0.906,0.473
0.184,-0.957,0.496
0.203,-0.996,0.539
0.223,-1.012,0.578
0.227,-1.008,0.594
0.215,-0.996,0.586
0.211,-0.996,0.582
0.195,-1.004,0.578
0.188,-1.004,0.586
0.184,-0.984,0.594
0.172,-0.945,0.598
0.164,-0.914,0.594
0.156,-0.926,0.59
0.148,-1.008,0.602
0.148,-1.164,0.57
0.105,-1.23,0.551
0.004,-1.18,0.527
-0.109,-1.094,0.469
-0.18,-1.016,0.422
-0.203,-0.965,0.422
-0.172,-0.961,0.453
-0.121,-0.977,0.492
-0.098,-0.969,0.516
-0.117,-0.938,0.512
-0.148,-0.891,0.512
-0.168,-0.848,0.523
-0.168,-0.824,0.539
-0.141,-0.824,0.555
-0.109,-0.828,0.559
-0.082,-0.797,0.539
-0.063,-0.758,0.516
-0.043,-0.734,0.5
-0.02,-0.727,0.484
-0.008,-0.742,0.465
-0.004,-0.77,0.449
-0.008,-0.777,0.422
-0.02,-0.777,0.406
-0.031,-0.777,0.395
-0.031,-0.777,0.383
-0.023,-0.777,0.371
-0.016,-0.785,0.367
-0.012,-0.809,0.363
-0.012,-0.836,0.367
-0.012,-0.848,0.379
-0.02,-0.844,0.387
-0.039,-0.836,0.387
-0.051,-0.828,0.395
-0.043,-0.824,0.398
-0.023,-0.832,0.418
-0.016,-0.836,0.434
-0.016,-0.836,0.449
-0.027,-0.84,0.473
-0.055,-0.852,0.492
-0.07,-0.863,0.5
-0.082,-0.898,0.512
-0.105,-0.93,0.523
-0.109,-0.965,0.508
-0.117,-1.0,0.473
-0.121,-1.047,0.453
-0.113,-1.086,0.473
-0.086,-1.078,0.473
-0.055,-1.035,0.465
-0.02,-0.977,0.461
-0.012,-0.926,0.469
-0.055,-0.953,0.488
-0.105,-1.16,0.484
-0.117,-1.348,0.508
-0.066,-1.316,0.477
0.031,-1.273,0.43
0.145,-1.23,0.402
0.227,-1.152,0.363
0.246,-1.066,0.348
0.219,-1.0,0.379
0.168,-1.012,0.438
0.125,-1.047,0.504
0.094,-1.012,0.52
0.074,-0.941,0.5
0.066,-0.863,0.5
0.082,-0.84,0.5
0.094,-0.863,0.512
0.098,-0.891,0.512
0.07,-0.875,0.496
0.035,-0.828,0.461
0.02,-0.77,0.438
0.031,-0.73,0.41
0.055,-0.707,0.391
0.066,-0.707,0.375
0.066,-0.707,0.352
0.051,-0.707,0.328
0.043,-0.703,0.309
0.039,-0.711,0.305
0.035,-0.727,0.309
0.047,-0.742,0.316
0.066,-0.758,0.324
0.078,-0.77,0.328
0.078,-0.762,0.336
0.078,-0.758,0.367
0.078,-0.766,0.387
0.094,-0.766,0.395
0.098,-0.777,0.402
0.078,-0.82,0.449
0.07,-0.867,0.5
0.094,-0.895,0.535
0.109,-0.898,0.566
0.109,-0.895,0.59
0.098,-0.895,0.59
0.094,-0.898,0.605
0.074,-0.914,0.598
0.047,-0.934,0.586
0.023,-0.949,0.578
-0.004,-0.988,0.574
-0.02,-1.109,0.586
-0.008,-1.332,0.598
-0.004,-1.43,0.633
-0.074,-1.344,0.613
-0.199,-1.203,0.555
-0.301,-1.121,0.523
-0.297,-1.121,0.539
-0.227,-1.098,0.594
-0.156,-1.047,0.598
-0.121,-0.988,0.594
-0.125,-0.945,0.594
-0.133,-0.91,0.578
-0.137,-0.871,0.559
-0.125,-0.844,0.535
-0.113,-0.832,0.516
-0.086,-0.805,0.496
-0.055,-0.766,0.465
-0.027,-0.73,0.438
-0.016,-0.703,0.41
-0.02,-0.699,0.391
-0.035,-0.715,0.379
-0.051,-0.723,0.371
-0.07,-0.723,0.359
-0.086,-0.723,0.344
-0.102,-0.727,0.328
-0.105,-0.746,0.332
-0.102,-0.77,0.34
-0.098,-0.801,0.344
-0.082,-0.809,0.348
-0.078,-0.805,0.363
-0.066,-0.797,0.367
-0.059,-0.797,0.375
-0.059,-0.805,0.379
-0.063,-0.816,0.395
-0.07,-0.82,0.41
-0.086,-0.824,0.422
-0.102,-0.84,0.438
-0.113,-0.859,0.461
-0.113,-0.883,0.488
-0.125,-0.91,0.504
-0.145,-0.938,0.512
-0.148,-0.973,0.5
-0.16,-1.004,0.496
-0.164,-1.023,0.5
-0.172,-1.066,0.504
-0.133,-1.098,0.508
-0.102,-1.086,0.523
-0.086,-1.074,0.543
-0.102,-1.156,0.586
-0.117,-1.363,0.621
-0.094,-1.52,0.637
-0.02,-1.477,0.578
0.105,-1.34,0.547
0.211,-1.195,0.52
0.242,-1.07,0.504
0.199,-0.965,0.52
0.129,-0.914,0.563
0.043,-0.895,0.586
-0.016,-0.879,0.578
-0.031,-0.84,0.559
0.008,-0.785,0.547
0.059,-0.734,0.543
0.098,-0.719,0.539
0.105,-0.773,0.539
0.078,-0.84,0.523
0.043,-0.855,0.5
0.012,-0.797,0.48
-0.004,-0.723,0.473
0.008,-0.672,0.465
0.02,-0.652,0.449
0.031,-0.641,0.438
0.031,-0.652,0.418
