x_acc,y_acc,z_acc
0.09,-0.645,0.754
0.086,-0.645,0.754
0.086,-0.645,0.754
0.082,-0.641,0.754
0.082,-0.633,0.754
0.078,-0.621,0.742
0.078,-0.609,0.738
0.074,-0.609,0.738
0.059,-0.617,0.738
0.051,-0.629,0.742
0.043,-0.641,0.746
0.043,-0.637,0.746
0.043,-0.637,0.75
0.039,-0.637,0.758
0.031,-0.637,0.773
0.027,-0.633,0.781
0.023,-0.633,0.793
0.016,-0.629,0.801
0.004,-0.625,0.797
-0.008,-0.625,0.789
-0.023,-0.633,0.781
-0.035,-0.629,0.766
-0.055,-0.633,0.754
-0.078,-0.641,0.734
-0.09,-0.656,0.734
-0.098,-0.691,0.773
-0.098,-0.766,0.82
-0.074,-0.852,0.852
-0.008,-0.902,0.852
0.059,-0.871,0.852
0.094,-0.793,0.891
0.074,-0.723,0.918
0.051,-0.688,0.941
0.035,-0.676,0.941
0.035,-0.668,0.926
0.027,-0.664,0.902
0.027,-0.68,0.867
0.031,-0.703,0.809
0.031,-0.715,0.758
0.043,-0.695,0.727
0.078,-0.652,0.715
0.113,-0.605,0.711
0.137,-0.582,0.715
0.168,-0.57,0.73
0.188,-0.57,0.754
0.199,-0.582,0.77
0.18,-0.602,0.773
0.168,-0.641,0.785
0.145,-0.66,0.785
0.125,-0.66,0.777
0.113,-0.641,0.781
0.109,-0.617,0.797
0.121,-0.609,0.813
0.141,-0.605,0.816
0.156,-0.602,0.816
0.164,-0.602,0.816
0.168,-0.605,0.801
0.176,-0.605,0.781
0.18,-0.617,0.766
0.172,-0.629,0.746
0.168,-0.629,0.73
0.164,-0.617,0.73
0.156,-0.605,0.727
0.156,-0.594,0.723
0.16,-0.586,0.723
0.164,-0.574,0.723
0.168,-0.563,0.723
0.172,-0.563,0.723
0.18,-0.574,0.719
0.184,-0.594,0.719
0.176,-0.617,0.723
0.172,-0.621,0.742
0.164,-0.609,0.766
0.145,-0.602,0.777
0.121,-0.598,0.789
0.109,-0.598,0.805
0.102,-0.602,0.82
0.117,-0.617,0.844
0.137,-0.652,0.879
0.156,-0.707,0.906
0.156,-0.754,0.902
0.148,-0.793,0.945
0.152,-0.84,1.004
0.125,-0.863,1.043
0.078,-0.867,1.066
0.035,-0.824,1.07
0.008,-0.746,1.07
0.008,-0.664,1.059
0.008,-0.594,1.031
-0.012,-0.539,0.977
-0.027,-0.496,0.918
-0.051,-0.473,0.879
-0.094,-0.469,0.863
-0.133,-0.48,0.859
-0.156,-0.5,0.855
-0.16,-0.512,0.855
-0.16,-0.527,0.875
-0.148,-0.527,0.902
-0.148,-0.527,0.918
-0.148,-0.527,0.918
-0.141,-0.52,0.918
-0.125,-0.523,0.914
-0.109,-0.527,0.906
-0.082,-0.527,0.895
-0.059,-0.523,0.883
-0.047,-0.516,0.855
