x_acc,y_acc,z_acc
-0.078,-0.605,0.703
-0.063,-0.59,0.664
-0.047,-0.625,0.637
-0.031,-0.68,0.617
-0.004,-0.715,0.613
0.02,-0.734,0.617
0.039,-0.734,0.637
0.035,-0.723,0.652
0.0,-0.719,0.66
-0.008,-0.723,0.68
-0.02,-0.73,0.695
-0.039,-0.727,0.695
-0.055,-0.727,0.691
-0.078,-0.727,0.691
-0.098,-0.73,0.688
-0.113,-0.738,0.684
-0.125,-0.734,0.676
-0.125,-0.719,0.672
-0.121,-0.695,0.672
-0.109,-0.68,0.68
-0.098,-0.672,0.688
-0.086,-0.672,0.691
-0.078,-0.676,0.699
-0.07,-0.688,0.699
-0.066,-0.684,0.703
-0.066,-0.684,0.703
-0.07,-0.672,0.699
-0.074,-0.668,0.699
-0.074,-0.672,0.699
-0.07,-0.672,0.699
-0.066,-0.668,0.703
-0.063,-0.668,0.711
-0.063,-0.672,0.719
-0.063,-0.684,0.727
-0.059,-0.684,0.711
-0.059,-0.684,0.703
-0.059,-0.695,0.699
-0.055,-0.695,0.691
-0.055,-0.703,0.688
-0.059,-0.711,0.68
-0.063,-0.707,0.68
-0.066,-0.699,0.684
-0.066,-0.688,0.684
-0.066,-0.691,0.684
-0.063,-0.703,0.684
-0.051,-0.719,0.68
-0.043,-0.723,0.684
-0.035,-0.711,0.684
-0.031,-0.691,0.676
-0.02,-0.676,0.672
-0.012,-0.691,0.672
-0.004,-0.73,0.688
0.0,-0.777,0.684
-0.016,-0.797,0.676
-0.043,-0.84,0.711
-0.086,-0.938,0.762
-0.152,-1.063,0.813
-0.238,-1.145,0.836
-0.309,-1.109,0.828
-0.32,-0.98,0.801
-0.285,-0.844,0.762
-0.219,-0.766,0.703
-0.18,-0.73,0.652
-0.176,-0.711,0.602
-0.18,-0.688,0.559
-0.188,-0.668,0.535
-0.191,-0.652,0.527
-0.199,-0.656,0.539
-0.199,-0.688,0.555
-0.191,-0.73,0.57
-0.184,-0.781,0.578
-0.184,-0.82,0.59
-0.191,-0.836,0.609
-0.211,-0.824,0.621
-0.23,-0.805,0.633
-0.238,-0.785,0.645
-0.25,-0.781,0.648
-0.262,-0.797,0.645
-0.27,-0.813,0.637
-0.266,-0.824,0.625
-0.258,-0.824,0.613
-0.246,-0.813,0.59
-0.242,-0.805,0.574
-0.242,-0.797,0.566
-0.234,-0.773,0.566
-0.23,-0.75,0.574
-0.227,-0.727,0.578
-0.223,-0.715,0.582
-0.223,-0.715,0.578
-0.223,-0.723,0.586
-0.23,-0.734,0.594
-0.238,-0.75,0.605
-0.246,-0.75,0.613
-0.25,-0.758,0.625
-0.25,-0.75,0.629
-0.254,-0.742,0.629
-0.25,-0.738,0.633
-0.25,-0.738,0.633
-0.254,-0.738,0.629
-0.25,-0.742,0.625
-0.242,-0.742,0.617
-0.242,-0.746,0.613
-0.246,-0.75,0.605
-0.254,-0.758,0.602
-0.258,-0.766,0.594
-0.266,-0.777,0.594
-0.273,-0.793,0.598
-0.277,-0.801,0.602
-0.297,-0.789,0.613
-0.301,-0.785,0.621
-0.309,-0.789,0.629
-0.305,-0.805,0.637
-0.293,-0.816,0.648
-0.289,-0.828,0.645
-0.301,-0.828,0.645
-0.309,-0.809,0.645
-0.32,-0.793,0.637
-0.324,-0.797,0.625
-0.324,-0.824,0.617
-0.305,-0.895,0.629
-0.277,-1.008,0.672
-0.219,-1.121,0.707
-0.141,-1.168,0.723
-0.086,-1.125,0.746
-0.078,-1.051,0.781
-0.109,-0.988,0.816
-0.141,-0.938,0.824
-0.156,-0.891,0.809
-0.148,-0.84,0.781
-0.125,-0.797,0.734
-0.086,-0.77,0.688
-0.043,-0.75,0.637
-0.008,-0.75,0.598
0.023,-0.758,0.559
0.043,-0.77,0.539
0.047,-0.789,0.531
0.035,-0.797,0.523
0.016,-0.797,0.531
0.012,-0.793,0.543
0.004,-0.793,0.563
0.008,-0.813,0.582
0.004,-0.816,0.586
-0.012,-0.793,0.59
-0.035,-0.754,0.59
-0.055,-0.719,0.582
-0.063,-0.703,0.57
-0.055,-0.707,0.559
-0.035,-0.734,0.535
-0.027,-0.754,0.516
-0.031,-0.777,0.504
-0.023,-0.766,0.5
-0.008,-0.75,0.496
0.0,-0.746,0.492
0.016,-0.75,0.496
0.02,-0.762,0.508
0.023,-0.777,0.52
0.02,-0.789,0.523
0.02,-0.793,0.531
0.008,-0.797,0.535
0.004,-0.785,0.543
0.0,-0.777,0.539
0.0,-0.77,0.543
0.0,-0.766,0.543
0.0,-0.766,0.535
0.0,-0.762,0.527
0.004,-0.75,0.523
0.004,-0.746,0.523
0.012,-0.758,0.527
0.02,-0.766,0.531
0.027,-0.766,0.543
0.027,-0.758,0.555
0.023,-0.738,0.566
0.004,-0.734,0.582
-0.012,-0.746,0.59
-0.023,-0.785,0.602
-0.031,-0.828,0.613
-0.031,-0.859,0.621
-0.008,-0.855,0.633
0.027,-0.855,0.652
0.051,-0.875,0.676
0.063,-0.906,0.695
0.051,-0.949,0.707
0.008,-1.008,0.715
-0.039,-1.059,0.723
-0.094,-1.098,0.73
-0.145,-1.121,0.734
-0.188,-1.137,0.746
-0.23,-1.117,0.766
-0.273,-1.066,0.785
-0.281,-0.988,0.813
-0.258,-0.91,0.836
-0.211,-0.871,0.859
-0.164,-0.859,0.875
-0.141,-0.852,0.871
-0.137,-0.82,0.844
-0.141,-0.777,0.82
-0.133,-0.742,0.781
-0.121,-0.719,0.727
-0.109,-0.711,0.672
-0.113,-0.695,0.625
-0.121,-0.68,0.582
-0.137,-0.672,0.547
-0.148,-0.676,0.535
-0.164,-0.691,0.527
-0.176,-0.711,0.527
-0.18,-0.727,0.535
-0.176,-0.734,0.539
-0.164,-0.727,0.547
-0.156,-0.711,0.555
-0.148,-0.703,0.559
-0.141,-0.699,0.555
-0.141,-0.715,0.547
-0.145,-0.734,0.539
-0.152,-0.75,0.539
-0.156,-0.75,0.535
-0.156,-0.746,0.539
-0.16,-0.742,0.535
-0.164,-0.738,0.531
-0.168,-0.742,0.523
-0.168,-0.742,0.52
-0.16,-0.75,0.516
-0.156,-0.758,0.504
-0.156,-0.762,0.496
-0.152,-0.758,0.48
-0.148,-0.75,0.465
-0.145,-0.75,0.449
-0.148,-0.75,0.441
-0.152,-0.758,0.426
-0.152,-0.77,0.422
-0.16,-0.781,0.414
-0.164,-0.781,0.418
-0.164,-0.777,0.422
-0.16,-0.781,0.426
-0.16,-0.797,0.43
-0.16,-0.824,0.441
-0.16,-0.848,0.449
-0.164,-0.871,0.449
-0.172,-0.887,0.453
-0.184,-0.902,0.457
-0.211,-0.934,0.465
-0.242,-0.973,0.473
-0.266,-1.004,0.488
-0.281,-1.02,0.504
-0.281,-1.004,0.523
-0.281,-0.98,0.535
-0.285,-0.988,0.555
-0.293,-1.027,0.57
-0.281,-1.105,0.59
-0.242,-1.219,0.621
-0.184,-1.305,0.645
-0.105,-1.328,0.668
-0.047,-1.313,0.715
-0.004,-1.262,0.758
0.02,-1.184,0.793
0.031,-1.078,0.805
0.02,-0.949,0.797
-0.008,-0.836,0.77
-0.051,-0.781,0.727
-0.09,-0.777,0.688
-0.094,-0.809,0.656
-0.09,-0.824,0.625
-0.066,-0.82,0.609
-0.047,-0.809,0.602
-0.039,-0.793,0.594
-0.051,-0.766,0.574
-0.059,-0.746,0.555
-0.074,-0.727,0.547
-0.09,-0.707,0.523
-0.098,-0.684,0.5
-0.102,-0.656,0.492
-0.098,-0.648,0.477
-0.098,-0.66,0.461
-0.094,-0.684,0.449
-0.086,-0.699,0.43
-0.074,-0.707,0.422
-0.07,-0.711,0.426
-0.066,-0.703,0.426
-0.063,-0.699,0.43
-0.074,-0.699,0.438
-0.082,-0.711,0.441
-0.09,-0.723,0.453
-0.09,-0.738,0.453
-0.09,-0.746,0.453
-0.094,-0.758,0.445
-0.102,-0.762,0.441
-0.105,-0.766,0.438
-0.094,-0.777,0.434
-0.082,-0.797,0.43
-0.063,-0.813,0.426
-0.055,-0.809,0.434
-0.051,-0.789,0.461
-0.055,-0.789,0.484
-0.043,-0.816,0.508
-0.031,-0.871,0.523
-0.02,-0.914,0.555
0.0,-0.941,0.586
0.016,-0.938,0.625
0.023,-0.941,0.672
0.031,-0.945,0.723
0.039,-0.934,0.762
0.039,-0.93,0.785
0.031,-0.98,0.793
-0.008,-1.098,0.797
-0.074,-1.211,0.797
-0.16,-1.234,0.809
-0.234,-1.18,0.844
-0.289,-1.129,0.875
-0.316,-1.07,0.875
-0.336,-0.969,0.852
-0.301,-0.852,0.832
-0.25,-0.781,0.797
-0.203,-0.766,0.773
-0.168,-0.785,0.734
-0.16,-0.785,0.707
-0.164,-0.777,0.691
-0.168,-0.77,0.676
-0.16,-0.77,0.652
-0.152,-0.773,0.633
-0.141,-0.781,0.613
