x_acc,y_acc,z_acc
-0.109,-0.703,0.973
-0.094,-0.527,0.957
-0.102,-0.398,0.918
-0.129,-0.336,0.883
-0.105,-0.363,0.871
-0.066,-0.445,0.852
-0.016,-0.531,0.848
0.027,-0.559,0.863
0.055,-0.523,0.891
0.047,-0.465,0.934
0.016,-0.422,0.973
-0.023,-0.406,1.004
-0.039,-0.422,1.039
-0.039,-0.465,1.043
-0.016,-0.52,1.023
-0.004,-0.563,0.988
-0.02,-0.582,0.949
-0.031,-0.566,0.918
-0.039,-0.543,0.906
-0.039,-0.535,0.906
-0.035,-0.535,0.898
-0.031,-0.555,0.891
-0.023,-0.563,0.875
-0.016,-0.555,0.871
-0.02,-0.539,0.867
-0.035,-0.531,0.863
-0.047,-0.523,0.867
-0.059,-0.527,0.859
-0.066,-0.555,0.852
-0.07,-0.578,0.844
-0.082,-0.59,0.84
-0.094,-0.586,0.828
-0.109,-0.563,0.828
-0.121,-0.547,0.824
-0.129,-0.539,0.828
-0.117,-0.535,0.832
-0.109,-0.547,0.828
-0.09,-0.555,0.824
-0.074,-0.551,0.832
-0.063,-0.535,0.844
-0.059,-0.52,0.867
-0.051,-0.496,0.898
-0.043,-0.48,0.914
-0.035,-0.477,0.922
-0.02,-0.477,0.93
0.008,-0.469,0.949
0.047,-0.469,0.973
0.074,-0.477,0.984
0.094,-0.488,0.984
0.102,-0.484,0.992
0.109,-0.477,1.02
0.121,-0.477,1.066
0.137,-0.527,1.086
0.125,-0.605,1.063
0.113,-0.668,1.055
0.082,-0.691,1.07
0.02,-0.699,1.066
-0.055,-0.68,1.023
-0.102,-0.621,0.98
-0.102,-0.555,0.934
-0.055,-0.5,0.895
-0.016,-0.484,0.832
0.0,-0.488,0.805
-0.027,-0.484,0.828
-0.086,-0.477,0.871
-0.125,-0.461,0.918
-0.129,-0.438,0.957
-0.113,-0.438,0.984
-0.094,-0.461,0.988
-0.07,-0.492,0.98
-0.055,-0.512,0.961
-0.051,-0.527,0.934
-0.059,-0.527,0.902
-0.078,-0.516,0.867
-0.102,-0.5,0.84
-0.113,-0.488,0.813
-0.129,-0.484,0.785
-0.133,-0.488,0.766
-0.137,-0.488,0.766
-0.145,-0.469,0.77
-0.16,-0.449,0.777
-0.168,-0.43,0.793
-0.152,-0.41,0.805
-0.148,-0.406,0.813
-0.137,-0.418,0.816
-0.145,-0.449,0.82
-0.16,-0.473,0.82
-0.172,-0.496,0.816
-0.176,-0.52,0.816
-0.172,-0.543,0.816
-0.16,-0.566,0.828
-0.133,-0.602,0.848
-0.094,-0.629,0.863
-0.07,-0.656,0.875
-0.066,-0.68,0.898
-0.086,-0.688,0.922
-0.117,-0.672,0.93
-0.152,-0.652,0.941
-0.164,-0.645,0.957
-0.137,-0.656,0.965
-0.086,-0.684,0.973
-0.027,-0.715,0.965
0.008,-0.734,0.953
0.008,-0.727,0.957
-0.012,-0.719,1.023
-0.059,-0.766,1.121
-0.098,-0.871,1.109
-0.066,-0.906,1.016
0.039,-0.773,0.965
0.105,-0.555,0.98
0.109,-0.352,1.02
0.105,-0.262,1.051
0.129,-0.309,1.059
0.18,-0.453,1.035
0.223,-0.605,1.004
0.242,-0.652,1.004
0.227,-0.59,1.039
0.18,-0.48,1.086
0.145,-0.387,1.125
0.113,-0.367,1.137
0.109,-0.395,1.102
0.113,-0.441,1.031
0.117,-0.473,0.965
0.125,-0.473,0.902
0.113,-0.457,0.852
0.102,-0.441,0.813
0.094,-0.43,0.785
0.082,-0.426,0.766
0.078,-0.422,0.758
0.082,-0.418,0.758
0.094,-0.418,0.754
0.113,-0.43,0.742
0.133,-0.43,0.738
0.141,-0.434,0.734
0.129,-0.438,0.734
0.117,-0.449,0.734
0.102,-0.461,0.727
0.094,-0.469,0.727
0.09,-0.48,0.719
0.094,-0.48,0.715
0.094,-0.484,0.711
0.09,-0.5,0.707
0.078,-0.52,0.707
0.063,-0.543,0.707
0.035,-0.559,0.719
0.016,-0.563,0.742
0.016,-0.539,0.773
0.035,-0.516,0.824
0.055,-0.504,0.855
0.074,-0.504,0.891
0.082,-0.52,0.914
0.078,-0.555,0.938
0.086,-0.613,0.965
0.078,-0.691,0.969
0.074,-0.754,0.973
0.074,-0.781,0.973
0.098,-0.773,0.988
0.129,-0.75,1.012
0.148,-0.746,1.012
0.145,-0.746,0.984
0.148,-0.723,0.988
0.156,-0.715,1.066
0.156,-0.805,1.109
0.09,-0.93,1.023
-0.047,-0.938,0.98
-0.156,-0.816,0.973
-0.215,-0.633,0.977
-0.23,-0.48,1.004
-0.234,-0.414,1.047
-0.215,-0.418,1.078
-0.172,-0.488,1.078
-0.113,-0.578,1.063
-0.059,-0.652,1.027
-0.02,-0.652,1.0
-0.012,-0.602,0.992
-0.008,-0.547,0.984
0.008,-0.516,0.957
0.016,-0.5,0.898
0.035,-0.484,0.855
0.035,-0.461,0.82
0.02,-0.445,0.793
-0.016,-0.453,0.77
-0.059,-0.473,0.742
-0.086,-0.488,0.727
-0.102,-0.5,0.711
-0.102,-0.512,0.707
-0.094,-0.508,0.691
-0.082,-0.5,0.688
-0.078,-0.492,0.684
-0.07,-0.477,0.684
-0.063,-0.48,0.691
-0.063,-0.488,0.688
-0.063,-0.508,0.695
-0.066,-0.523,0.699
-0.082,-0.535,0.711
-0.09,-0.539,0.711
-0.094,-0.543,0.723
-0.094,-0.539,0.727
-0.098,-0.535,0.742
-0.105,-0.551,0.762
-0.109,-0.563,0.777
-0.109,-0.586,0.797
-0.102,-0.621,0.809
-0.098,-0.652,0.793
-0.09,-0.676,0.793
-0.102,-0.688,0.816
-0.121,-0.688,0.859
-0.145,-0.703,0.895
-0.16,-0.715,0.906
-0.172,-0.707,0.914
-0.172,-0.676,0.93
-0.168,-0.645,0.941
-0.156,-0.621,0.941
-0.145,-0.609,0.926
-0.125,-0.602,0.887
-0.121,-0.613,0.973
