x_acc,y_acc,z_acc
0.535,-0.34,0.754
0.523,-0.488,0.742
0.469,-0.625,0.809
0.375,-0.609,0.922
0.277,-0.41,1.023
0.23,-0.156,1.059
0.223,-0.012,1.051
0.207,-0.02,1.004
0.168,-0.137,0.945
0.137,-0.301,0.887
0.141,-0.449,0.844
0.184,-0.5,0.824
0.234,-0.453,0.824
0.273,-0.391,0.863
0.32,-0.34,0.895
0.355,-0.328,0.926
0.383,-0.34,0.945
0.375,-0.363,0.953
0.363,-0.375,0.949
0.332,-0.379,0.941
0.332,-0.383,0.934
0.336,-0.387,0.926
0.34,-0.387,0.91
0.355,-0.391,0.898
0.375,-0.398,0.887
0.395,-0.41,0.879
0.422,-0.406,0.875
0.43,-0.402,0.871
0.422,-0.395,0.863
0.402,-0.387,0.855
0.387,-0.379,0.852
0.375,-0.383,0.836
0.363,-0.379,0.836
0.359,-0.375,0.84
0.359,-0.363,0.836
0.359,-0.352,0.84
0.348,-0.352,0.855
0.332,-0.359,0.863
0.309,-0.387,0.879
0.289,-0.426,0.883
0.27,-0.492,0.879
0.258,-0.563,0.859
0.262,-0.602,0.848
0.27,-0.602,0.852
0.277,-0.559,0.863
0.281,-0.508,0.887
0.301,-0.477,0.902
0.324,-0.477,0.914
0.328,-0.5,0.914
0.324,-0.527,0.922
0.301,-0.566,0.938
0.281,-0.594,0.934
0.266,-0.605,0.918
0.277,-0.59,0.875
0.301,-0.535,0.82
0.332,-0.473,0.762
0.387,-0.402,0.73
0.438,-0.34,0.699
0.48,-0.293,0.676
0.5,-0.242,0.676
0.484,-0.211,0.703
0.441,-0.188,0.766
0.418,-0.184,0.84
0.41,-0.207,0.934
0.406,-0.246,1.0
0.414,-0.273,1.035
0.426,-0.301,1.043
0.426,-0.32,1.035
0.41,-0.324,1.02
0.398,-0.32,1.008
0.414,-0.34,1.0
0.434,-0.371,0.984
0.441,-0.398,0.973
0.453,-0.402,0.965
0.469,-0.383,0.961
0.48,-0.363,0.957
0.473,-0.352,0.945
0.465,-0.34,0.922
0.449,-0.328,0.895
0.434,-0.32,0.859
0.422,-0.316,0.832
0.414,-0.32,0.816
0.414,-0.324,0.809
0.414,-0.32,0.801
0.406,-0.328,0.781
0.391,-0.336,0.762
0.379,-0.336,0.75
0.379,-0.332,0.75
0.375,-0.336,0.754
0.367,-0.348,0.762
0.359,-0.359,0.773
0.371,-0.379,0.789
0.398,-0.395,0.82
0.43,-0.402,0.848
0.457,-0.395,0.883
0.473,-0.383,0.91
0.477,-0.375,0.902
0.496,-0.375,0.879
0.539,-0.422,0.863
0.578,-0.484,0.887
0.566,-0.547,0.934
0.5,-0.574,0.977
0.434,-0.582,1.012
0.406,-0.566,1.039
0.445,-0.523,1.047
0.492,-0.484,1.027
0.531,-0.461,0.969
0.566,-0.457,0.887
0.57,-0.465,0.84
0.523,-0.457,0.852
0.414,-0.387,0.891
0.277,-0.277,0.945
0.156,-0.184,0.977
0.082,-0.152,0.961
0.031,-0.164,0.922
0.008,-0.219,0.883
0.004,-0.293,0.859
0.016,-0.363,0.836
0.055,-0.41,0.84
0.105,-0.418,0.855
0.18,-0.41,0.891
0.246,-0.402,0.918
0.289,-0.406,0.93
0.293,-0.418,0.949
0.285,-0.426,0.969
0.277,-0.422,0.977
0.277,-0.398,0.961
0.277,-0.371,0.945
