x_acc,y_acc,z_acc
0.02,-0.945,0.707
0.008,-0.918,0.645
0.016,-0.887,0.602
0.043,-0.867,0.582
0.078,-0.863,0.574
0.121,-0.859,0.57
0.152,-0.844,0.582
0.16,-0.813,0.598
0.164,-0.785,0.613
0.164,-0.77,0.625
0.168,-0.766,0.633
0.168,-0.77,0.641
0.176,-0.773,0.629
0.172,-0.773,0.613
0.172,-0.766,0.594
0.172,-0.75,0.57
0.164,-0.738,0.547
0.152,-0.738,0.523
0.148,-0.754,0.516
0.148,-0.766,0.504
0.141,-0.77,0.5
0.141,-0.773,0.504
0.145,-0.777,0.508
0.148,-0.773,0.516
0.156,-0.762,0.527
0.164,-0.75,0.535
0.172,-0.73,0.543
0.18,-0.715,0.543
0.188,-0.715,0.551
0.203,-0.715,0.566
0.211,-0.707,0.578
0.211,-0.707,0.598
0.215,-0.707,0.605
0.207,-0.734,0.629
0.188,-0.805,0.652
0.152,-0.902,0.625
0.113,-0.969,0.613
0.086,-0.988,0.617
0.07,-1.004,0.617
0.055,-1.031,0.625
0.035,-1.031,0.621
0.02,-1.012,0.605
0.008,-0.98,0.582
0.0,-0.941,0.559
-0.008,-0.922,0.547
-0.023,-0.91,0.543
-0.031,-0.906,0.543
-0.035,-0.895,0.543
-0.043,-0.875,0.551
-0.047,-0.859,0.566
-0.047,-0.852,0.582
-0.051,-0.855,0.598
-0.055,-0.848,0.598
-0.066,-0.832,0.594
-0.074,-0.816,0.594
-0.082,-0.824,0.586
-0.086,-0.852,0.578
-0.074,-0.871,0.57
-0.066,-0.867,0.555
-0.07,-0.844,0.543
-0.078,-0.801,0.535
-0.09,-0.773,0.539
-0.098,-0.762,0.543
-0.105,-0.754,0.543
-0.113,-0.754,0.543
-0.113,-0.754,0.539
-0.109,-0.754,0.531
-0.105,-0.746,0.523
-0.105,-0.734,0.508
-0.113,-0.719,0.504
-0.121,-0.711,0.523
-0.129,-0.695,0.539
-0.141,-0.688,0.563
-0.141,-0.68,0.586
-0.145,-0.672,0.609
-0.133,-0.668,0.625
-0.121,-0.68,0.633
-0.109,-0.703,0.633
-0.09,-0.758,0.668
-0.055,-0.906,0.758
0.004,-1.176,0.848
0.102,-1.395,0.848
0.223,-1.285,0.879
0.27,-1.027,0.926
0.242,-0.922,0.918
0.168,-0.945,0.855
0.09,-0.977,0.793
