x_acc,y_acc,z_acc
0.191,0.27,1.023
0.191,0.273,1.027
0.191,0.281,1.035
0.195,0.281,1.047
0.199,0.289,1.055
0.207,0.297,1.066
0.195,0.297,1.078
0.188,0.293,1.09
0.164,0.293,1.086
0.16,0.285,1.086
0.152,0.297,1.078
0.133,0.301,1.066
0.113,0.305,1.055
0.09,0.305,1.047
0.07,0.297,1.039
0.047,0.281,1.02
0.02,0.262,1.012
-0.004,0.242,1.0
-0.016,0.215,0.98
-0.023,0.188,0.965
-0.027,0.168,0.961
-0.023,0.152,0.953
-0.02,0.145,0.949
-0.016,0.141,0.938
0.0,0.137,0.938
0.02,0.133,0.949
0.039,0.145,0.957
0.043,0.156,0.977
0.039,0.156,0.992
0.043,0.16,1.0
0.047,0.152,1.008
0.047,0.148,1.023
0.043,0.164,1.043
0.043,0.195,1.063
0.051,0.227,1.078
0.055,0.234,1.063
0.035,0.191,1.039
0.039,0.16,1.035
0.086,0.207,1.031
0.148,0.297,1.047
0.191,0.34,1.074
0.211,0.305,1.105
0.242,0.262,1.129
0.27,0.242,1.137
0.258,0.23,1.125
0.234,0.23,1.113
0.211,0.242,1.094
0.195,0.254,1.07
0.188,0.262,1.035
0.184,0.27,1.016
0.184,0.27,1.0
0.188,0.258,1.0
0.207,0.246,1.0
0.23,0.23,1.004
0.254,0.219,1.004
0.27,0.207,1.008
0.273,0.207,1.012
0.27,0.195,1.012
0.25,0.195,1.008
0.242,0.184,1.008
0.234,0.184,1.004
0.219,0.191,1.004
0.195,0.199,1.012
0.184,0.203,1.023
0.184,0.207,1.035
0.188,0.207,1.043
0.195,0.203,1.055
0.207,0.203,1.063
0.211,0.203,1.066
0.215,0.191,1.063
0.219,0.188,1.063
0.219,0.184,1.066
0.203,0.176,1.07
0.191,0.168,1.078
0.18,0.164,1.082
0.168,0.164,1.082
0.168,0.16,1.082
0.16,0.16,1.078
0.148,0.152,1.074
0.133,0.137,1.059
0.129,0.125,1.055
0.117,0.117,1.055
0.105,0.117,1.063
0.09,0.117,1.074
0.09,0.125,1.074
0.086,0.113,1.066
0.082,0.109,1.051
0.09,0.105,1.031
0.102,0.133,1.027
0.102,0.199,1.063
0.078,0.285,1.121
0.043,0.352,1.164
-0.012,0.328,1.172
-0.047,0.242,1.133
-0.043,0.188,1.078
-0.004,0.18,1.012
0.02,0.156,0.953
0.023,0.109,0.906
0.023,0.078,0.891
0.023,0.063,0.906
0.012,0.07,0.938
-0.008,0.086,0.969
-0.023,0.098,1.008
-0.027,0.109,1.027
-0.023,0.125,1.043
-0.016,0.137,1.051
-0.004,0.137,1.055
0.02,0.133,1.051
0.027,0.129,1.055
0.047,0.121,1.055
