x_acc,y_acc,z_acc
0.156,-0.645,0.707
0.188,-0.68,0.715
0.203,-0.711,0.723
0.195,-0.727,0.727
0.184,-0.715,0.746
0.184,-0.711,0.773
0.184,-0.723,0.82
0.18,-0.75,0.871
0.184,-0.785,0.91
0.168,-0.844,0.926
0.145,-0.867,0.906
0.105,-0.852,0.879
0.078,-0.785,0.906
0.078,-0.754,0.984
0.055,-0.836,1.031
-0.016,-0.949,1.004
-0.07,-0.93,0.957
-0.105,-0.762,0.941
-0.141,-0.582,0.945
-0.176,-0.48,0.945
-0.191,-0.465,0.949
-0.191,-0.504,0.957
-0.164,-0.57,0.957
-0.129,-0.617,0.945
-0.094,-0.621,0.926
-0.074,-0.605,0.922
-0.07,-0.582,0.914
-0.074,-0.578,0.902
-0.082,-0.586,0.895
-0.078,-0.594,0.883
-0.066,-0.605,0.867
-0.059,-0.602,0.836
-0.047,-0.598,0.801
-0.027,-0.594,0.773
-0.004,-0.582,0.746
0.012,-0.57,0.719
0.02,-0.57,0.695
0.023,-0.57,0.684
0.016,-0.566,0.664
0.004,-0.563,0.648
0.02,-0.551,0.629
0.031,-0.539,0.613
0.035,-0.531,0.613
0.043,-0.531,0.602
0.051,-0.527,0.598
0.055,-0.531,0.598
0.066,-0.539,0.598
0.074,-0.555,0.602
0.066,-0.563,0.602
0.074,-0.578,0.609
0.066,-0.594,0.613
0.063,-0.613,0.621
0.066,-0.633,0.629
0.07,-0.656,0.652
0.055,-0.688,0.684
0.035,-0.723,0.703
0.008,-0.746,0.719
-0.008,-0.754,0.73
0.0,-0.746,0.746
0.0,-0.742,0.766
-0.008,-0.742,0.82
-0.035,-0.75,0.855
-0.07,-0.766,0.867
-0.07,-0.793,0.895
-0.027,-0.887,1.016
0.031,-1.063,1.113
0.117,-1.27,1.027
0.273,-1.309,0.961
0.41,-1.07,0.934
0.465,-0.699,0.926
0.441,-0.387,0.918
0.375,-0.238,0.891
0.297,-0.305,0.875
0.281,-0.473,0.898
0.309,-0.672,0.922
0.355,-0.824,0.906
0.391,-0.871,0.867
0.418,-0.789,0.867
0.434,-0.664,0.883
0.414,-0.555,0.902
0.367,-0.504,0.918
0.309,-0.52,0.934
0.266,-0.566,0.926
0.238,-0.602,0.895
0.234,-0.605,0.855
0.242,-0.598,0.813
0.25,-0.578,0.773
0.234,-0.57,0.746
0.203,-0.574,0.723
0.164,-0.578,0.699
0.145,-0.57,0.68
0.129,-0.543,0.66
0.117,-0.508,0.637
0.117,-0.48,0.613
0.125,-0.469,0.598
0.125,-0.465,0.582
0.133,-0.477,0.578
0.141,-0.492,0.574
0.148,-0.516,0.582
0.152,-0.535,0.594
0.148,-0.551,0.605
0.156,-0.57,0.617
0.16,-0.566,0.625
0.172,-0.566,0.633
0.18,-0.582,0.637
0.188,-0.605,0.648
0.199,-0.645,0.664
0.207,-0.676,0.684
0.211,-0.691,0.699
0.234,-0.695,0.711
0.254,-0.684,0.727
0.273,-0.672,0.75
0.293,-0.68,0.813
0.297,-0.734,0.863
0.273,-0.844,0.883
0.223,-0.973,0.973
0.172,-1.059,1.02
0.086,-1.086,0.977
