x_acc,y_acc,z_acc
0.039,-0.434,0.926
0.031,-0.453,0.918
0.023,-0.461,0.922
0.0,-0.465,0.934
-0.008,-0.453,0.953
-0.008,-0.445,0.965
0.0,-0.453,0.969
0.02,-0.457,0.957
0.051,-0.457,0.941
0.078,-0.457,0.941
0.102,-0.488,0.949
0.098,-0.527,0.961
0.059,-0.57,1.055
0.004,-0.648,1.168
-0.078,-0.777,1.133
-0.172,-0.793,1.059
-0.25,-0.629,1.027
-0.266,-0.414,1.023
-0.234,-0.254,1.012
-0.191,-0.199,1.039
-0.141,-0.25,1.066
-0.09,-0.348,1.082
-0.039,-0.422,1.074
0.016,-0.449,1.078
0.047,-0.441,1.105
0.051,-0.445,1.113
0.016,-0.469,1.094
-0.023,-0.5,1.07
-0.031,-0.5,1.043
-0.023,-0.473,1.027
-0.02,-0.441,1.012
-0.023,-0.434,0.988
-0.031,-0.441,0.965
-0.043,-0.469,0.938
-0.059,-0.488,0.91
-0.078,-0.5,0.887
-0.09,-0.504,0.863
-0.094,-0.504,0.852
-0.09,-0.516,0.832
-0.086,-0.523,0.828
-0.074,-0.535,0.824
-0.063,-0.547,0.813
-0.059,-0.555,0.805
-0.063,-0.559,0.805
-0.055,-0.559,0.805
-0.055,-0.559,0.813
-0.043,-0.563,0.816
-0.039,-0.57,0.816
-0.031,-0.574,0.816
-0.031,-0.574,0.816
-0.035,-0.57,0.824
-0.047,-0.563,0.836
-0.051,-0.566,0.84
-0.063,-0.57,0.844
-0.055,-0.574,0.844
-0.031,-0.563,0.848
-0.012,-0.559,0.859
0.012,-0.559,0.875
0.023,-0.559,0.887
0.0,-0.539,0.895
-0.031,-0.496,0.922
-0.086,-0.438,0.945
-0.129,-0.406,0.957
-0.152,-0.391,0.961
-0.148,-0.406,0.957
-0.121,-0.445,0.965
-0.094,-0.496,1.004
-0.074,-0.551,1.066
-0.055,-0.633,1.125
-0.02,-0.715,1.148
0.023,-0.766,1.141
0.051,-0.738,1.137
0.043,-0.645,1.125
0.02,-0.543,1.09
0.0,-0.473,1.031
-0.004,-0.422,0.957
0.016,-0.383,0.902
0.059,-0.363,0.879
0.102,-0.371,0.883
0.137,-0.406,0.887
0.16,-0.445,0.879
0.16,-0.457,0.895
0.148,-0.43,0.93
0.129,-0.387,0.977
0.129,-0.371,1.012
0.133,-0.398,1.016
0.129,-0.453,1.008
0.125,-0.496,0.992
0.105,-0.496,0.984
0.082,-0.465,0.98
0.07,-0.434,0.961
0.082,-0.426,0.934
0.105,-0.445,0.895
0.133,-0.473,0.844
0.148,-0.5,0.797
0.168,-0.508,0.77
0.176,-0.5,0.754
0.172,-0.473,0.75
0.164,-0.453,0.742
0.16,-0.438,0.742
0.152,-0.438,0.75
0.148,-0.445,0.758
0.148,-0.469,0.773
0.148,-0.48,0.785
0.152,-0.496,0.797
0.152,-0.512,0.809
0.152,-0.52,0.813
0.152,-0.512,0.82
0.148,-0.508,0.832
0.137,-0.5,0.832
0.145,-0.512,0.84
0.148,-0.523,0.844
0.152,-0.535,0.844
0.152,-0.555,0.852
0.148,-0.574,0.871
0.148,-0.586,0.895
0.164,-0.594,0.934
0.188,-0.598,0.969
0.203,-0.605,0.992
0.215,-0.613,1.0
0.215,-0.613,1.008
0.203,-0.617,1.027
0.195,-0.621,1.047
0.188,-0.609,1.074
0.199,-0.629,1.145
0.207,-0.727,1.23
0.148,-0.875,1.168
0.004,-0.938,1.098
-0.102,-0.797,1.105
-0.113,-0.559,1.109
-0.066,-0.359,1.066
-0.012,-0.262,1.02
0.027,-0.234,0.977
0.031,-0.273,0.953
-0.004,-0.34,0.949
-0.051,-0.418,0.961
-0.07,-0.477,0.98
-0.059,-0.512,0.984
-0.035,-0.504,0.969
-0.016,-0.438,0.988
0.004,-0.367,1.035
0.023,-0.34,1.066
0.043,-0.363,1.039
0.043,-0.406,0.992
0.035,-0.422,0.945
0.02,-0.426,0.91
0.016,-0.434,0.883
0.023,-0.449,0.852
0.031,-0.477,0.816
0.043,-0.5,0.789
0.043,-0.508,0.77
0.02,-0.488,0.766
-0.004,-0.465,0.773
-0.02,-0.441,0.773
-0.02,-0.426,0.762
-0.012,-0.426,0.754
0.004,-0.445,0.742
0.016,-0.469,0.73
0.027,-0.492,0.734
0.027,-0.512,0.734
0.039,-0.531,0.742
0.035,-0.531,0.742
0.02,-0.52,0.754
0.008,-0.504,0.781
0.004,-0.488,0.809
0.012,-0.5,0.816
0.023,-0.531,0.813
0.055,-0.559,0.816
0.082,-0.582,0.836
0.078,-0.613,0.875
0.051,-0.641,0.941
0.012,-0.68,1.012
-0.031,-0.723,1.047
-0.078,-0.742,1.063
-0.109,-0.734,1.066
-0.117,-0.719,1.055
-0.113,-0.719,1.035
-0.109,-0.727,0.988
-0.098,-0.723,0.945
-0.098,-0.703,0.906
-0.102,-0.676,0.898
-0.109,-0.66,0.934
-0.113,-0.684,0.988
-0.07,-0.758,0.938
0.035,-0.785,0.836
0.176,-0.727,0.809
0.266,-0.609,0.824
0.293,-0.48,0.871
0.285,-0.379,0.953
0.254,-0.332,1.043
0.234,-0.336,1.102
0.199,-0.398,1.145
0.148,-0.48,1.16
0.094,-0.547,1.148
0.066,-0.574,1.145
0.059,-0.57,1.133
0.055,-0.535,1.082
0.051,-0.496,1.031
0.039,-0.48,0.969
0.047,-0.492,0.898
0.078,-0.527,0.836
0.113,-0.551,0.777
0.148,-0.559,0.727
0.16,-0.543,0.695
0.156,-0.512,0.68
0.145,-0.48,0.676
0.125,-0.461,0.664
0.098,-0.453,0.66
0.082,-0.445,0.66
0.059,-0.441,0.664
0.051,-0.453,0.676
0.047,-0.461,0.68
0.051,-0.477,0.68
0.047,-0.488,0.68
0.055,-0.504,0.699
0.066,-0.52,0.707
0.09,-0.543,0.715
0.109,-0.551,0.727
0.117,-0.559,0.742
0.113,-0.559,0.754
0.105,-0.543,0.785
0.098,-0.539,0.828
0.094,-0.543,0.863
0.102,-0.566,0.875
0.121,-0.586,0.887
0.164,-0.605,0.895
0.195,-0.637,0.895
0.207,-0.676,0.895
0.203,-0.715,0.895
0.188,-0.738,0.898
0.172,-0.734,0.914
0.148,-0.695,0.93
0.137,-0.637,0.957
0.141,-0.598,1.066
0.156,-0.676,1.211
0.141,-0.914,1.141
0.008,-1.082,1.008
-0.145,-0.996,1.02
-0.211,-0.766,1.055
-0.211,-0.547,1.039
-0.191,-0.434,1.012
-0.168,-0.422,1.004
-0.145,-0.504,1.012
-0.113,-0.629,0.996
-0.07,-0.738,0.98
-0.035,-0.758,0.973
-0.027,-0.691,0.984
-0.023,-0.574,1.016
-0.008,-0.477,1.031
0.004,-0.449,1.012
0.008,-0.461,0.953
0.012,-0.48,0.891
0.016,-0.48,0.836
