x_acc,y_acc,z_acc
0.023,-0.387,0.93
0.035,-0.383,0.945
0.055,-0.391,0.957
0.086,-0.395,0.953
0.109,-0.402,0.945
0.129,-0.422,0.93
0.137,-0.445,0.906
0.141,-0.477,0.883
0.121,-0.52,0.867
0.098,-0.566,0.863
0.066,-0.613,0.855
0.008,-0.648,0.863
-0.082,-0.664,0.883
-0.184,-0.637,0.906
-0.258,-0.566,0.93
-0.293,-0.473,0.938
-0.281,-0.379,0.926
-0.246,-0.313,0.895
-0.207,-0.285,0.875
-0.176,-0.293,0.863
-0.148,-0.324,0.859
-0.141,-0.375,0.867
-0.141,-0.418,0.883
-0.141,-0.438,0.906
-0.133,-0.43,0.949
-0.102,-0.41,0.984
-0.07,-0.398,1.008
-0.039,-0.402,1.035
-0.02,-0.402,1.051
-0.016,-0.406,1.063
-0.016,-0.406,1.074
-0.012,-0.41,1.074
0.008,-0.418,1.066
0.02,-0.414,1.063
0.016,-0.41,1.039
0.0,-0.402,1.023
-0.008,-0.391,1.004
-0.008,-0.387,0.984
0.0,-0.387,0.973
0.008,-0.387,0.961
0.012,-0.387,0.953
0.004,-0.387,0.941
0.0,-0.387,0.934
-0.012,-0.383,0.934
-0.031,-0.383,0.934
-0.043,-0.387,0.926
-0.043,-0.391,0.918
-0.051,-0.398,0.906
-0.066,-0.41,0.898
-0.086,-0.422,0.895
-0.098,-0.426,0.883
-0.109,-0.418,0.883
-0.121,-0.41,0.875
-0.125,-0.406,0.863
-0.137,-0.418,0.84
-0.148,-0.445,0.805
-0.141,-0.484,0.766
-0.102,-0.535,0.785
-0.004,-0.598,0.871
0.129,-0.641,0.977
0.234,-0.633,1.082
0.262,-0.551,1.176
0.219,-0.422,1.223
0.148,-0.328,1.215
0.07,-0.309,1.156
0.043,-0.313,1.094
0.09,-0.336,1.047
0.141,-0.344,1.008
0.176,-0.34,0.984
0.199,-0.336,0.961
0.207,-0.344,0.957
0.195,-0.375,0.969
0.172,-0.422,0.984
0.125,-0.445,1.004
0.082,-0.461,1.016
0.063,-0.461,1.02
0.047,-0.469,1.012
0.039,-0.484,0.984
0.039,-0.504,0.957
0.035,-0.512,0.934
0.027,-0.516,0.91
0.023,-0.516,0.887
0.012,-0.508,0.871
-0.004,-0.512,0.859
-0.016,-0.504,0.844
-0.031,-0.5,0.836
-0.039,-0.5,0.832
-0.047,-0.5,0.82
-0.051,-0.5,0.809
-0.043,-0.496,0.809
-0.027,-0.496,0.813
-0.016,-0.5,0.816
-0.008,-0.508,0.824
-0.012,-0.508,0.824
-0.016,-0.508,0.824
-0.023,-0.516,0.836
-0.031,-0.523,0.859
-0.031,-0.535,0.883
-0.02,-0.543,0.902
-0.012,-0.547,0.922
0.004,-0.547,0.945
0.02,-0.539,0.957
0.047,-0.523,0.957
0.086,-0.512,0.945
0.109,-0.5,0.938
0.129,-0.488,0.93
0.152,-0.48,0.914
0.191,-0.492,0.891
0.234,-0.523,0.867
0.273,-0.543,0.84
0.289,-0.566,0.82
0.277,-0.582,0.809
0.203,-0.633,0.82
0.063,-0.719,0.852
-0.109,-0.758,0.875
-0.266,-0.672,0.898
-0.316,-0.48,0.992
-0.273,-0.266,1.105
-0.191,-0.145,1.145
-0.129,-0.133,1.07
-0.086,-0.164,0.984
-0.07,-0.207,0.922
-0.051,-0.258,0.895
-0.023,-0.316,0.898
0.004,-0.379,0.906
0.008,-0.418,0.918
-0.012,-0.422,0.934
-0.023,-0.398,0.973
-0.027,-0.371,1.008
-0.02,-0.355,1.027
0.008,-0.355,1.031
0.031,-0.379,1.02
0.047,-0.41,1.008
0.043,-0.43,0.992
0.043,-0.426,0.977
0.047,-0.422,0.973
0.051,-0.414,0.969
0.063,-0.422,0.969
0.082,-0.43,0.961
0.094,-0.441,0.957
0.105,-0.453,0.953
0.113,-0.48,0.949
0.098,-0.504,0.938
0.082,-0.512,0.926
0.066,-0.516,0.914
0.055,-0.508,0.902
0.039,-0.5,0.891
0.035,-0.496,0.875
0.031,-0.5,0.852
0.02,-0.512,0.828
0.008,-0.52,0.824
0.016,-0.512,0.832
0.02,-0.504,0.848
0.02,-0.496,0.855
0.008,-0.488,0.875
-0.008,-0.492,0.891
-0.027,-0.512,0.895
-0.031,-0.52,0.879
-0.035,-0.527,0.855
-0.047,-0.535,0.832
-0.063,-0.555,0.809
-0.09,-0.605,0.758
-0.121,-0.664,0.711
-0.113,-0.734,0.73
0.055,-0.762,0.828
0.281,-0.758,0.926
0.387,-0.707,0.992
0.336,-0.598,1.082
0.262,-0.473,1.203
0.227,-0.391,1.23
0.223,-0.383,1.199
0.246,-0.402,1.141
0.27,-0.426,1.078
0.258,-0.473,1.023
0.219,-0.504,0.977
0.188,-0.512,0.949
0.18,-0.504,0.938
0.191,-0.496,0.93
0.199,-0.496,0.91
0.184,-0.508,0.879
0.156,-0.508,0.848
0.125,-0.496,0.82
0.102,-0.48,0.793
0.098,-0.473,0.781
0.105,-0.465,0.766
0.098,-0.461,0.758
0.082,-0.461,0.758
0.07,-0.449,0.754
0.059,-0.43,0.754
0.063,-0.414,0.762
0.066,-0.414,0.773
0.082,-0.434,0.785
0.086,-0.453,0.793
0.102,-0.48,0.813
0.117,-0.516,0.828
0.137,-0.543,0.836
0.16,-0.57,0.848
0.176,-0.59,0.859
