x_acc,y_acc,z_acc
0.074,-0.574,0.879
0.086,-0.563,0.879
0.098,-0.551,0.871
0.105,-0.555,0.863
0.102,-0.566,0.852
0.109,-0.574,0.855
0.113,-0.566,0.844
0.117,-0.566,0.848
0.113,-0.563,0.852
0.113,-0.555,0.855
0.117,-0.547,0.863
0.117,-0.535,0.863
0.117,-0.531,0.867
0.109,-0.535,0.871
0.109,-0.527,0.867
0.105,-0.527,0.867
0.113,-0.531,0.863
0.121,-0.543,0.852
0.125,-0.551,0.844
0.137,-0.555,0.836
0.145,-0.555,0.832
0.145,-0.559,0.824
0.145,-0.559,0.82
0.141,-0.547,0.82
0.129,-0.535,0.828
0.121,-0.531,0.836
0.109,-0.527,0.844
0.102,-0.531,0.848
0.102,-0.551,0.852
0.102,-0.559,0.855
0.113,-0.563,0.863
0.129,-0.563,0.871
0.145,-0.559,0.879
0.148,-0.551,0.879
0.152,-0.547,0.875
0.145,-0.551,0.875
0.129,-0.555,0.867
0.102,-0.559,0.859
0.082,-0.57,0.855
0.074,-0.582,0.852
0.074,-0.586,0.852
0.094,-0.578,0.848
0.113,-0.566,0.855
0.137,-0.559,0.859
0.145,-0.559,0.867
0.133,-0.566,0.875
0.113,-0.582,0.867
0.082,-0.594,0.859
0.063,-0.598,0.859
0.039,-0.605,0.848
0.027,-0.617,0.836
0.023,-0.629,0.828
0.016,-0.633,0.824
0.016,-0.617,0.828
0.004,-0.609,0.832
0.0,-0.605,0.844
-0.004,-0.59,0.832
0.0,-0.59,0.832
0.012,-0.594,0.828
0.012,-0.598,0.824
0.004,-0.605,0.813
-0.004,-0.613,0.801
-0.02,-0.617,0.797
-0.035,-0.613,0.805
-0.047,-0.605,0.809
-0.055,-0.602,0.816
-0.059,-0.602,0.82
-0.047,-0.598,0.82
-0.043,-0.594,0.82
-0.043,-0.578,0.816
-0.055,-0.57,0.809
-0.074,-0.57,0.801
-0.094,-0.566,0.797
-0.105,-0.566,0.809
-0.125,-0.574,0.816
-0.141,-0.578,0.832
-0.148,-0.574,0.844
-0.156,-0.566,0.859
-0.148,-0.566,0.871
-0.145,-0.563,0.879
-0.137,-0.574,0.879
-0.125,-0.578,0.879
-0.109,-0.586,0.875
-0.102,-0.594,0.867
-0.09,-0.598,0.863
-0.09,-0.598,0.855
-0.094,-0.602,0.848
-0.098,-0.602,0.836
-0.105,-0.598,0.828
-0.113,-0.602,0.828
-0.117,-0.613,0.824
-0.121,-0.617,0.82
-0.113,-0.617,0.82
-0.102,-0.605,0.816
-0.094,-0.59,0.816
-0.09,-0.574,0.816
-0.086,-0.582,0.813
-0.082,-0.59,0.809
-0.078,-0.594,0.793
-0.074,-0.594,0.789
-0.07,-0.586,0.785
-0.074,-0.574,0.785
-0.082,-0.574,0.785
-0.09,-0.574,0.793
-0.113,-0.574,0.797
-0.102,-0.586,0.809
-0.102,-0.594,0.816
-0.09,-0.617,0.828
-0.066,-0.645,0.867
-0.004,-0.648,0.91
0.063,-0.605,0.938
0.098,-0.543,0.941
0.078,-0.496,0.926
0.043,-0.48,0.902
0.004,-0.508,0.875
-0.023,-0.555,0.848
-0.031,-0.602,0.82
-0.016,-0.625,0.801
0.02,-0.621,0.801
0.055,-0.605,0.797
0.09,-0.578,0.797
0.113,-0.555,0.809
0.133,-0.543,0.816
0.141,-0.543,0.836
0.145,-0.551,0.859
0.137,-0.559,0.883
0.125,-0.563,0.891
0.117,-0.559,0.895
0.113,-0.551,0.906
0.117,-0.551,0.906
0.117,-0.559,0.91
0.125,-0.563,0.891
0.137,-0.559,0.883
0.141,-0.555,0.875
0.133,-0.555,0.863
0.137,-0.547,0.859
0.133,-0.539,0.855
0.129,-0.531,0.852
0.133,-0.512,0.848
0.133,-0.504,0.852
0.133,-0.5,0.844
0.125,-0.492,0.844
0.121,-0.484,0.844
0.109,-0.492,0.855
0.109,-0.496,0.852
0.113,-0.496,0.852
0.121,-0.496,0.848
0.133,-0.516,0.859
0.129,-0.543,0.875
0.105,-0.566,0.883
0.086,-0.57,0.898
0.082,-0.551,0.914
0.082,-0.535,0.922
0.074,-0.535,0.93
0.055,-0.547,0.93
0.047,-0.563,0.941
0.035,-0.574,0.93
0.023,-0.582,0.914
0.02,-0.59,0.902
0.02,-0.594,0.891
0.02,-0.598,0.871
0.016,-0.594,0.855
0.012,-0.578,0.844
0.016,-0.566,0.832
0.023,-0.559,0.828
0.023,-0.559,0.824
0.031,-0.555,0.824
0.023,-0.547,0.828
0.016,-0.543,0.84
0.0,-0.535,0.848
-0.008,-0.535,0.859
-0.012,-0.531,0.863
-0.012,-0.539,0.859
-0.023,-0.551,0.852
-0.027,-0.563,0.836
-0.031,-0.57,0.824
-0.035,-0.578,0.816
-0.047,-0.57,0.82
-0.055,-0.566,0.82
-0.066,-0.551,0.828
-0.086,-0.547,0.844
-0.098,-0.539,0.852
-0.109,-0.535,0.855
-0.121,-0.531,0.863
-0.133,-0.523,0.863
-0.141,-0.52,0.875
-0.152,-0.52,0.883
-0.152,-0.523,0.879
-0.145,-0.531,0.883
-0.141,-0.539,0.879
-0.133,-0.543,0.871
-0.129,-0.539,0.863
-0.137,-0.535,0.855
-0.152,-0.543,0.852
-0.164,-0.547,0.848
-0.168,-0.563,0.844
-0.172,-0.586,0.848
-0.145,-0.613,0.863
-0.105,-0.621,0.883
-0.063,-0.602,0.898
-0.031,-0.574,0.898
-0.016,-0.539,0.895
-0.008,-0.504,0.875
-0.02,-0.496,0.844
-0.043,-0.508,0.805
-0.027,-0.543,0.789
-0.004,-0.563,0.773
0.027,-0.566,0.785
0.059,-0.566,0.805
0.078,-0.563,0.828
0.086,-0.559,0.859
0.09,-0.547,0.895
0.098,-0.543,0.914
0.117,-0.539,0.93
0.121,-0.543,0.93
0.117,-0.555,0.926
0.117,-0.57,0.91
0.117,-0.59,0.887
0.109,-0.602,0.863
0.105,-0.598,0.848
0.105,-0.59,0.832
0.113,-0.578,0.832
0.121,-0.555,0.832
0.133,-0.535,0.828
0.145,-0.523,0.836
0.156,-0.508,0.844
0.156,-0.492,0.848
0.152,-0.488,0.848
0.148,-0.484,0.855
0.137,-0.5,0.859
0.121,-0.512,0.867
0.113,-0.52,0.883
0.121,-0.531,0.891
0.113,-0.551,0.895
0.102,-0.582,0.906
0.09,-0.613,0.902
0.066,-0.637,0.898
0.047,-0.652,0.895
0.031,-0.645,0.879
0.016,-0.629,0.867
0.0,-0.617,0.855
-0.008,-0.613,0.848
-0.02,-0.617,0.836
-0.023,-0.621,0.828
-0.031,-0.625,0.82
-0.039,-0.613,0.809
-0.047,-0.594,0.793
-0.063,-0.57,0.781
-0.082,-0.551,0.773
-0.105,-0.547,0.777
-0.121,-0.543,0.781
-0.133,-0.543,0.797
-0.145,-0.551,0.813
-0.152,-0.563,0.828
-0.152,-0.586,0.84
-0.129,-0.598,0.855
-0.113,-0.609,0.855
-0.086,-0.613,0.867
-0.066,-0.609,0.871
-0.051,-0.598,0.871
-0.047,-0.594,0.867
-0.063,-0.586,0.855
-0.074,-0.59,0.852
-0.09,-0.586,0.832
-0.102,-0.586,0.82
-0.109,-0.59,0.809
-0.105,-0.59,0.805
-0.094,-0.594,0.809
-0.078,-0.598,0.816
-0.063,-0.586,0.828
-0.047,-0.574,0.836
-0.027,-0.57,0.84
-0.02,-0.574,0.844
-0.016,-0.574,0.844
-0.023,-0.57,0.844
-0.023,-0.566,0.844
-0.027,-0.566,0.844
-0.027,-0.57,0.844
-0.031,-0.57,0.848
-0.02,-0.578,0.848
-0.016,-0.586,0.848
-0.004,-0.594,0.848
0.008,-0.594,0.844
0.02,-0.594,0.844
0.023,-0.598,0.84
0.023,-0.602,0.832
0.027,-0.609,0.828
0.023,-0.613,0.824
0.02,-0.605,0.816
0.023,-0.609,0.82
0.023,-0.609,0.82
0.023,-0.605,0.82
0.023,-0.602,0.824
0.023,-0.602,0.82
0.031,-0.59,0.82
0.035,-0.594,0.82
0.043,-0.598,0.82
0.039,-0.602,0.82
0.043,-0.605,0.82
0.043,-0.613,0.828
0.043,-0.609,0.832
0.043,-0.605,0.828
0.039,-0.602,0.828
0.047,-0.594,0.828
0.039,-0.594,0.828
0.051,-0.598,0.828
0.055,-0.594,0.82
0.055,-0.598,0.813
0.055,-0.594,0.813
0.047,-0.594,0.816
0.047,-0.59,0.82
0.047,-0.586,0.824
0.051,-0.59,0.824
0.055,-0.59,0.824
0.055,-0.59,0.824
0.059,-0.594,0.824
0.066,-0.594,0.824
0.07,-0.598,0.824
0.066,-0.605,0.828
0.066,-0.594,0.824
0.07,-0.582,0.824
0.074,-0.574,0.82
0.082,-0.563,0.816
0.074,-0.555,0.816
0.082,-0.555,0.82
0.094,-0.547,0.824
0.109,-0.539,0.836
0.113,-0.543,0.855
0.109,-0.555,0.871
0.098,-0.57,0.887
0.086,-0.594,0.895
0.07,-0.605,0.895
0.051,-0.613,0.891
0.043,-0.629,0.875
0.043,-0.648,0.855
0.043,-0.668,0.832
0.039,-0.688,0.813
0.043,-0.703,0.785
0.051,-0.699,0.766
0.059,-0.672,0.758
0.066,-0.641,0.754
0.078,-0.605,0.75
0.086,-0.578,0.754
0.09,-0.551,0.77
0.105,-0.52,0.785
0.117,-0.496,0.805
0.133,-0.496,0.809
0.141,-0.508,0.813
0.148,-0.527,0.816
0.156,-0.551,0.816
0.16,-0.57,0.82
0.168,-0.582,0.824
0.172,-0.582,0.824
0.172,-0.594,0.832
0.164,-0.598,0.832
0.164,-0.609,0.852
0.164,-0.625,0.859
0.156,-0.629,0.859
0.152,-0.633,0.867
0.145,-0.633,0.867
0.145,-0.637,0.863
0.148,-0.625,0.855
0.148,-0.617,0.848
0.148,-0.605,0.832
0.148,-0.598,0.816
0.148,-0.582,0.813
0.141,-0.57,0.809
0.141,-0.555,0.809
0.137,-0.539,0.813
0.125,-0.527,0.816
0.121,-0.512,0.824
0.129,-0.504,0.824
0.133,-0.504,0.828
0.133,-0.512,0.828
0.129,-0.516,0.824
0.125,-0.523,0.832
0.125,-0.516,0.836
0.125,-0.512,0.84
0.129,-0.512,0.848
0.133,-0.504,0.852
0.133,-0.508,0.855
0.125,-0.52,0.859
0.137,-0.531,0.859
0.137,-0.539,0.863
0.133,-0.543,0.863
0.129,-0.543,0.871
0.121,-0.547,0.883
0.121,-0.559,0.883
0.117,-0.578,0.883
0.113,-0.605,0.891
0.098,-0.625,0.898
0.086,-0.637,0.898
0.078,-0.637,0.91
0.086,-0.637,0.91
0.098,-0.637,0.914
0.109,-0.637,0.914
0.117,-0.633,0.914
0.129,-0.621,0.914
0.141,-0.605,0.906
0.145,-0.598,0.898
0.145,-0.594,0.879
0.133,-0.594,0.867
0.121,-0.602,0.859
0.121,-0.602,0.852
0.109,-0.602,0.84
0.117,-0.613,0.836
0.129,-0.605,0.813
0.145,-0.598,0.813
0.148,-0.59,0.801
0.145,-0.582,0.781
0.141,-0.574,0.766
0.125,-0.57,0.766
0.109,-0.574,0.758
0.086,-0.57,0.754
0.066,-0.566,0.746
0.055,-0.555,0.742
0.039,-0.543,0.75
0.027,-0.535,0.754
0.02,-0.543,0.754
0.016,-0.551,0.758
0.012,-0.559,0.762
0.0,-0.566,0.766
-0.016,-0.57,0.762
-0.039,-0.582,0.77
-0.055,-0.59,0.781
-0.074,-0.594,0.793
-0.086,-0.602,0.809
-0.09,-0.613,0.824
-0.082,-0.613,0.84
-0.078,-0.625,0.852
-0.066,-0.637,0.863
-0.051,-0.652,0.867
-0.035,-0.656,0.875
-0.016,-0.656,0.875
0.004,-0.645,0.875
0.016,-0.633,0.871
0.016,-0.625,0.863
0.008,-0.621,0.84
-0.004,-0.633,0.816
-0.008,-0.637,0.797
-0.016,-0.637,0.777
-0.016,-0.637,0.766
-0.012,-0.637,0.762
-0.012,-0.641,0.758
-0.012,-0.645,0.758
-0.004,-0.652,0.754
0.004,-0.652,0.754
0.012,-0.66,0.762
