,-0.066,-0.848,0.574
4331,0.07,-0.805,0.563
4332,0.078,-0.824,0.566
4333,0.078,-0.852,0.563
4334,0.066,-0.859,0.563
4335,0.059,-0.859,0.566
4336,0.059,-0.852,0.566
4337,0.07,-0.836,0.57
4338,0.07,-0.832,0.57
4339,0.074,-0.836,0.563
4340,0.074,-0.828,0.551
4341,0.063,-0.828,0.543
4342,0.055,-0.828,0.539
4343,0.039,-0.828,0.539
4344,0.027,-0.832,0.535
4345,0.02,-0.836,0.531
4346,0.016,-0.84,0.527
4347,0.02,-0.844,0.531
4348,0.012,-0.852,0.531
4349,0.0,-0.859,0.527
4350,0.0,-0.863,0.52
4351,-0.008,-0.859,0.512
4352,-0.016,-0.863,0.5
4353,-0.023,-0.871,0.496
4354,-0.02,-0.875,0.488
4355,-0.023,-0.883,0.484
4356,-0.023,-0.887,0.48
4357,-0.016,-0.883,0.48
4358,-0.027,-0.887,0.484
4359,-0.023,-0.891,0.496
4360,-0.02,-0.891,0.496
4361,-0.031,-0.895,0.492
4362,-0.035,-0.895,0.492
4363,-0.039,-0.895,0.5
4364,-0.039,-0.891,0.504
4365,-0.035,-0.887,0.504
4366,-0.031,-0.883,0.504
4367,-0.031,-0.879,0.508
4368,-0.035,-0.879,0.508
4369,-0.035,-0.879,0.508
4370,-0.035,-0.879,0.504
4371,-0.035,-0.883,0.496
4372,-0.031,-0.879,0.484
4373,-0.027,-0.887,0.48
4374,-0.027,-0.898,0.469
4375,-0.02,-0.945,0.461
4376,-0.031,-1.004,0.461
4377,-0.059,-1.051,0.473
4378,-0.086,-1.055,0.496
4379,-0.117,-1.023,0.535
4380,-0.145,-0.992,0.559
4381,-0.168,-0.965,0.59
4382,-0.176,-0.945,0.625
4383,-0.176,-0.93,0.645
4384,-0.172,-0.926,0.652
4385,-0.168,-0.926,0.648
4386,-0.164,-0.902,0.641
4387,-0.156,-0.875,0.633
4388,-0.152,-0.871,0.617
4389,-0.148,-0.871,0.609
4390,-0.133,-0.863,0.598
4391,-0.125,-0.863,0.594
4392,-0.121,-0.867,0.586
4393,-0.117,-0.863,0.582
4394,-0.117,-0.855,0.59
4395,-0.113,-0.84,0.602
4396,-0.105,-0.805,0.613
4397,-0.109,-0.777,0.633
4398,-0.125,-0.762,0.648
4399,-0.137,-0.746,0.664
4400,-0.148,-0.758,0.668
4401,-0.16,-0.766,0.668
4402,-0.16,-0.777,0.668
4403,-0.156,-0.781,0.672
4404,-0.145,-0.777,0.676
4405,-0.141,-0.766,0.68
4406,-0.141,-0.77,0.676
4407,-0.141,-0.773,0.672
4408,-0.148,-0.781,0.664
4409,-0.137,-0.801,0.656
4410,-0.133,-0.816,0.652
4411,-0.129,-0.828,0.645
4412,-0.129,-0.844,0.637
4413,-0.121,-0.852,0.633
4414,-0.113,-0.848,0.625
4415,-0.105,-0.848,0.609
4416,-0.102,-0.84,0.602
4417,-0.105,-0.836,0.594
4418,-0.105,-0.832,0.59
4419,-0.109,-0.836,0.582
4420,-0.109,-0.836,0.57
4421,-0.102,-0.836,0.566
4422,-0.098,-0.832,0.555
4423,-0.098,-0.832,0.551
4424,-0.102,-0.824,0.547
4425,-0.098,-0.824,0.539
4426,-0.094,-0.824,0.539
4427,-0.094,-0.828,0.543
4428,-0.09,-0.816,0.543
4429,-0.086,-0.809,0.547
4430,-0.09,-0.82,0.543
4431,-0.09,-0.836,0.543
4432,-0.086,-0.844,0.543
4433,-0.082,-0.844,0.539
4434,-0.074,-0.832,0.539
4435,-0.074,-0.824,0.543
4436,-0.074,-0.824,0.547
4437,-0.07,-0.824,0.551
4438,-0.07,-0.832,0.559
4439,-0.066,-0.84,0.566
4440,-0.07,-0.84,0.563
4441,-0.066,-0.844,0.563
4442,-0.07,-0.84,0.563
4443,-0.07,-0.844,0.559
4444,-0.07,-0.848,0.559
4445,-0.074,-0.855,0.555
4446,-0.082,-0.863,0.547
4447,-0.082,-0.863,0.543
4448,-0.09,-0.863,0.539
4449,-0.102,-0.863,0.547
4450,-0.105,-0.867,0.543
4451,-0.109,-0.867,0.543
4452,-0.109,-0.863,0.539
4453,-0.105,-0.863,0.539
4454,-0.105,-0.863,0.531
4455,-0.098,-0.863,0.523
4456,-0.102,-0.867,0.516
4457,-0.105,-0.871,0.512
4458,-0.117,-0.883,0.508
4459,-0.109,-0.914,0.52
4460,-0.102,-0.953,0.516
4461,-0.086,-0.98,0.52
4462,-0.063,-1.008,0.523
4463,-0.043,-1.027,0.531
4464,-0.016,-1.023,0.539
4465,0.008,-1.008,0.551
4466,0.023,-0.98,0.559
4467,0.027,-0.949,0.563
4468,0.008,-0.918,0.559
4469,-0.012,-0.902,0.559
4470,-0.027,-0.906,0.547
4471,-0.035,-0.914,0.547
4472,-0.039,-0.91,0.547
4473,-0.039,-0.895,0.551
4474,-0.039,-0.871,0.559
4475,-0.047,-0.848,0.555
4476,-0.055,-0.82,0.559
4477,-0.063,-0.793,0.555
4478,-0.059,-0.777,0.547
4479,-0.059,-0.781,0.543
4480,-0.043,-0.789,0.531
4481,-0.027,-0.789,0.523
4482,-0.016,-0.781,0.527
4483,-0.012,-0.781,0.535
4484,0.0,-0.789,0.551
4485,0.012,-0.801,0.555
4486,0.016,-0.809,0.555
4487,0.02,-0.809,0.559
4488,0.023,-0.813,0.566
4489,0.023,-0.816,0.566
4490,0.027,-0.824,0.57
4491,0.027,-0.836,0.57
4492,0.023,-0.836,0.578
4493,0.02,-0.836,0.582
4494,0.023,-0.84,0.59
4495,0.023,-0.84,0.594
4496,0.023,-0.844,0.59
4497,0.023,-0.855,0.586
4498,0.016,-0.875,0.578
4499,0.0,-0.879,0.574
4500,-0.008,-0.879,0.574
4501,-0.02,-0.875,0.574
4502,-0.023,-0.863,0.57
4503,-0.027,-0.859,0.574
4504,-0.031,-0.859,0.566
4505,-0.031,-0.863,0.566
4506,-0.031,-0.867,0.559
4507,-0.031,-0.867,0.559
4508,-0.035,-0.867,0.547
4509,-0.027,-0.871,0.551
4510,-0.02,-0.863,0.543
4511,-0.008,-0.852,0.539
4512,-0.004,-0.848,0.531
4513,0.008,-0.844,0.523
4514,0.008,-0.844,0.512
4515,0.008,-0.844,0.508
4516,0.008,-0.844,0.504
4517,0.008,-0.836,0.504
4518,0.016,-0.836,0.496
4519,0.02,-0.828,0.488
4520,0.027,-0.824,0.488
4521,0.027,-0.824,0.488
4522,0.027,-0.828,0.492
4523,0.023,-0.836,0.488
4524,0.008,-0.836,0.488
4525,0.0,-0.852,0.496
4526,-0.008,-0.855,0.504
4527,-0.008,-0.852,0.516
4528,-0.004,-0.852,0.527
4529,-0.008,-0.863,0.535
4530,-0.008,-0.867,0.535
4531,-0.012,-0.871,0.539
4532,-0.012,-0.875,0.543
4533,0.0,-0.883,0.539
4534,-0.004,-0.895,0.527
4535,-0.008,-0.922,0.508
4536,-0.027,-0.996,0.512
4537,-0.07,-1.082,0.527
4538,-0.121,-1.098,0.547
4539,-0.156,-1.059,0.586
4540,-0.176,-1.016,0.629
4541,-0.18,-0.996,0.648
4542,-0.18,-0.98,0.664
4543,-0.184,-0.977,0.664
4544,-0.195,-0.984,0.652
4545,-0.195,-0.973,0.633
4546,-0.191,-0.945,0.617
4547,-0.176,-0.914,0.609
4548,-0.16,-0.891,0.586
4549,-0.148,-0.867,0.566
4550,-0.137,-0.844,0.547
4551,-0.121,-0.82,0.531
4552,-0.113,-0.816,0.531
4553,-0.117,-0.809,0.539
4554,-0.113,-0.797,0.559
4555,-0.105,-0.781,0.566
4556,-0.105,-0.77,0.57
4557,-0.109,-0.758,0.563
4558,-0.129,-0.75,0.57
4559,-0.117,-0.746,0.59
4560,-0.109,-0.742,0.602
4561,-0.109,-0.75,0.617
4562,-0.105,-0.773,0.629
4563,-0.105,-0.797,0.641
4564,-0.105,-0.813,0.645
4565,-0.109,-0.813,0.652
4566,-0.113,-0.805,0.656
4567,-0.113,-0.805,0.656
4568,-0.109,-0.813,0.652
4569,-0.109,-0.832,0.66
4570,-0.094,-0.848,0.664
4571,-0.074,-0.863,0.66
4572,-0.055,-0.863,0.652
4573,-0.043,-0.855,0.641
4574,-0.051,-0.848,0.629
4575,-0.059,-0.844,0.613
4576,-0.063,-0.855,0.609
4577,-0.066,-0.867,0.598
4578,-0.07,-0.863,0.59
4579,-0.07,-0.863,0.586
4580,-0.063,-0.852,0.578
4581,-0.063,-0.848,0.57
4582,-0.063,-0.848,0.563
4583,-0.07,-0.848,0.555
4584,-0.066,-0.844,0.543
4585,-0.066,-0.844,0.539
4586,-0.07,-0.844,0.539
4587,-0.074,-0.844,0.539
4588,-0.074,-0.844,0.535
4589,-0.086,-0.848,0.539
4590,-0.086,-0.848,0.539
4591,-0.082,-0.852,0.539
4592,-0.082,-0.855,0.539
4593,-0.074,-0.852,0.535
4594,-0.074,-0.852,0.531
4595,-0.074,-0.859,0.52
4596,-0.078,-0.852,0.512
4597,-0.082,-0.852,0.504
4598,-0.082,-0.859,0.492
4599,-0.078,-0.852,0.492
4600,-0.074,-0.848,0.492
4601,-0.078,-0.848,0.492
4602,-0.082,-0.848,0.492
4603,-0.094,-0.848,0.492
4604,-0.102,-0.848,0.496
4605,-0.109,-0.844,0.492
4606,-0.117,-0.844,0.5
4607,-0.117,-0.859,0.504
4608,-0.125,-0.867,0.508
4609,-0.117,-0.871,0.516
4610,-0.121,-0.859,0.52
4611,-0.125,-0.848,0.523
4612,-0.129,-0.844,0.523
4613,-0.125,-0.859,0.52
4614,-0.117,-0.883,0.516
4615,-0.113,-0.914,0.512
4616,-0.105,-0.938,0.5
4617,-0.094,-0.957,0.496
4618,-0.078,-0.996,0.496
4619,-0.059,-1.027,0.504
4620,-0.039,-1.031,0.508
4621,-0.031,-1.012,0.512
4622,-0.027,-0.988,0.527
4623,-0.031,-0.957,0.531
4624,-0.035,-0.934,0.535
4625,-0.035,-0.926,0.535
4626,-0.027,-0.93,0.527
4627,-0.023,-0.926,0.523
4628,-0.02,-0.902,0.516
4629,-0.016,-0.879,0.508
4630,-0.012,-0.848,0.504
4631,-0.008,-0.824,0.492
4632,-0.008,-0.809,0.492
4633,0.0,-0.797,0.484
4634,0.008,-0.805,0.484
4635,0.012,-0.816,0.484
4636,0.02,-0.82,0.484
4637,0.02,-0.824,0.492
4638,0.02,-0.828,0.504
4639,0.02,-0.832,0.52
4640,0.016,-0.84,0.531
4641,0.012,-0.848,0.539
4642,0.008,-0.867,0.547
4643,0.008,-0.891,0.551
4644,0.016,-0.898,0.559
4645,0.02,-0.906,0.559
4646,0.023,-0.91,0.555
4647,0.023,-0.914,0.551
4648,0.016,-0.918,0.543
4649,0.008,-0.918,0.535
4650,0.0,-0.914,0.535
4651,-0.012,-0.91,0.531
4652,-0.016,-0.902,0.523
4653,-0.02,-0.895,0.516
4654,-0.02,-0.887,0.508
4655,-0.023,-0.883,0.504
4656,-0.027,-0.887,0.496
4657,-0.023,-0.891,0.496
4658,-0.035,-0.887,0.5
4659,-0.031,-0.883,0.508
4660,-0.02,-0.875,0.504
4661,-0.016,-0.871,0.5
4662,-0.008,-0.863,0.504
4663,-0.008,-0.859,0.504
4664,-0.008,-0.863,0.496
4665,0.0,-0.867,0.492
4666,-0.004,-0.863,0.484
4667,-0.004,-0.855,0.477
4668,0.0,-0.848,0.473
4669,0.008,-0.844,0.469
4670,0.004,-0.844,0.469
4671,0.0,-0.855,0.469
4672,0.008,-0.863,0.469
4673,0.016,-0.871,0.469
4674,0.012,-0.867,0.469
4675,0.02,-0.863,0.484
4676,0.016,-0.863,0.496
4677,0.016,-0.867,0.508
4678,0.02,-0.867,0.504
4679,0.027,-0.859,0.508
4680,0.031,-0.855,0.508
4681,0.031,-0.859,0.508
4682,0.023,-0.871,0.5
4683,0.016,-0.883,0.496
4684,0.008,-0.887,0.484
4685,0.004,-0.891,0.473
4686,-0.004,-0.906,0.449
4687,-0.02,-0.961,0.441
4688,-0.055,-1.063,0.441
4689,-0.102,-1.129,0.461
4690,-0.152,-1.121,0.488
4691,-0.18,-1.063,0.531
4692,-0.184,-1.0,0.563
4693,-0.188,-0.969,0.578
4694,-0.195,-0.961,0.59
4695,-0.199,-0.973,0.59
4696,-0.211,-0.977,0.578
4697,-0.207,-0.965,0.574
4698,-0.184,-0.938,0.57
4699,-0.172,-0.914,0.559
4700,-0.152,-0.902,0.547
4701,-0.133,-0.902,0.539
4702,-0.121,-0.898,0.539
4703,-0.117,-0.891,0.539
4704,-0.117,-0.875,0.543
4705,-0.121,-0.859,0.543
4706,-0.133,-0.848,0.555
4707,-0.137,-0.832,0.551
4708,-0.148,-0.824,0.551
4709,-0.145,-0.816,0.555
4710,-0.156,-0.813,0.551
4711,-0.156,-0.805,0.543
4712,-0.148,-0.789,0.539
4713,-0.145,-0.781,0.547
4714,-0.145,-0.789,0.555
4715,-0.145,-0.805,0.566
4716,-0.141,-0.824,0.574
4717,-0.133,-0.836,0.578
4718,-0.137,-0.844,0.578
4719,-0.137,-0.852,0.574
4720,-0.141,-0.855,0.574
4721,-0.141,-0.871,0.57
4722,-0.129,-0.883,0.57
4723,-0.117,-0.898,0.574
4724,-0.109,-0.887,0.57
4725,-0.098,-0.879,0.57
4726,-0.102,-0.871,0.566
4727,-0.105,-0.871,0.566
4728,-0.113,-0.871,0.563
4729,-0.113,-0.871,0.559
4730,-0.109,-0.867,0.547
4731,-0.105,-0.863,0.543
4732,-0.102,-0.867,0.543
4733,-0.102,-0.871,0.539
4734,-0.098,-0.871,0.539
4735,-0.094,-0.859,0.539
4736,-0.098,-0.852,0.539
4737,-0.094,-0.844,0.539
4738,-0.09,-0.844,0.539
4739,-0.098,-0.844,0.539
4740,-0.09,-0.848,0.539
4741,-0.09,-0.855,0.535
4742,-0.09,-0.859,0.535
4743,-0.09,-0.848,0.527
4744,-0.09,-0.844,0.52
4745,-0.098,-0.828,0.52
4746,-0.098,-0.832,0.52
4747,-0.102,-0.84,0.523
4748,-0.109,-0.859,0.523
4749,-0.109,-0.867,0.52
4750,-0.109,-0.867,0.523
4751,-0.109,-0.855,0.523
4752,-0.113,-0.848,0.523
4753,-0.125,-0.848,0.523
4754,-0.133,-0.848,0.516
4755,-0.141,-0.859,0.504
4756,-0.145,-0.859,0.492
4757,-0.148,-0.855,0.488
4758,-0.16,-0.852,0.488
4759,-0.156,-0.855,0.496
4760,-0.16,-0.863,0.5
4761,-0.16,-0.871,0.496
4762,-0.16,-0.871,0.5
4763,-0.152,-0.867,0.504
4764,-0.145,-0.859,0.512
4765,-0.145,-0.855,0.516
4766,-0.148,-0.867,0.52
4767,-0.16,-0.891,0.52
4768,-0.164,-0.918,0.512
4769,-0.152,-0.941,0.508
4770,-0.129,-0.973,0.504
4771,-0.102,-1.0,0.496
4772,-0.07,-1.027,0.5
4773,-0.043,-1.031,0.504
4774,-0.016,-1.0,0.512
4775,-0.008,-0.969,0.531
4776,-0.008,-0.93,0.539
4777,-0.023,-0.91,0.543
4778,-0.031,-0.902,0.543
4779,-0.027,-0.891,0.535
4780,-0.023,-0.883,0.527
4781,-0.004,-0.859,0.523
4782,0.012,-0.84,0.52
4783,0.016,-0.824,0.504
4784,0.023,-0.813,0.504
4785,0.031,-0.813,0.5
4786,0.035,-0.82,0.508
4787,0.027,-0.832,0.52
4788,0.023,-0.848,0.531
4789,0.016,-0.844,0.535
4790,0.016,-0.84,0.543
4791,0.02,-0.832,0.547
4792,0.02,-0.84,0.555
4793,0.02,-0.855,0.555
4794,0.027,-0.867,0.551
4795,0.027,-0.875,0.555
4796,0.027,-0.879,0.555
4797,0.027,-0.898,0.559
4798,0.023,-0.914,0.551
4799,0.008,-0.91,0.547
4800,-0.004,-0.895,0.543
4801,-0.008,-0.879,0.543
4802,-0.008,-0.859,0.539
4803,-0.012,-0.852,0.523
4804,-0.012,-0.852,0.516
4805,-0.02,-0.852,0.512
4806,-0.027,-0.848,0.508
4807,-0.027,-0.852,0.508
4808,-0.039,-0.852,0.504
4809,-0.031,-0.859,0.512
4810,-0.035,-0.859,0.512
4811,-0.031,-0.863,0.504
4812,-0.027,-0.863,0.504
4813,-0.02,-0.867,0.504
4814,-0.02,-0.867,0.508
4815,-0.012,-0.863,0.508
4816,-0.012,-0.863,0.508
4817,-0.012,-0.871,0.504
4818,-0.008,-0.875,0.504
4819,-0.008,-0.879,0.5
4820,-0.008,-0.879,0.5
4821,-0.012,-0.883,0.496
4822,-0.008,-0.879,0.496
4823,-0.012,-0.883,0.492
4824,-0.016,-0.879,0.488
4825,-0.016,-0.879,0.496
4826,-0.023,-0.879,0.504
4827,-0.027,-0.879,0.508
4828,-0.031,-0.879,0.512
4829,-0.031,-0.879,0.512
4830,-0.039,-0.879,0.508
4831,-0.039,-0.875,0.508
4832,-0.039,-0.871,0.508
4833,-0.043,-0.875,0.504
4834,-0.043,-0.879,0.492
4835,-0.043,-0.883,0.492
4836,-0.043,-0.891,0.48
4837,-0.039,-0.926,0.473
4838,-0.043,-0.98,0.469
4839,-0.066,-1.031,0.477
4840,-0.098,-1.047,0.496
4841,-0.129,-1.012,0.527
4842,-0.145,-0.977,0.551
4843,-0.148,-0.949,0.563
4844,-0.148,-0.941,0.57
4845,-0.148,-0.945,0.574
4846,-0.145,-0.953,0.574
4847,-0.145,-0.953,0.574
4848,-0.141,-0.949,0.578
4849,-0.141,-0.938,0.574
4850,-0.133,-0.926,0.574
4851,-0.125,-0.914,0.57
4852,-0.113,-0.898,0.57
4853,-0.098,-0.879,0.57
4854,-0.094,-0.859,0.586
4855,-0.086,-0.852,0.602
4856,-0.082,-0.852,0.609
4857,-0.082,-0.848,0.613
4858,-0.082,-0.84,0.609
4859,-0.082,-0.836,0.605
4860,-0.094,-0.824,0.602
4861,-0.098,-0.813,0.605
4862,-0.102,-0.797,0.613
4863,-0.105,-0.781,0.629
4864,-0.109,-0.785,0.633
4865,-0.117,-0.785,0.633
4866,-0.125,-0.793,0.633
4867,-0.125,-0.797,0.629
4868,-0.129,-0.797,0.621
4869,-0.133,-0.789,0.625
4870,-0.133,-0.781,0.625
4871,-0.133,-0.789,0.625
4872,-0.137,-0.797,0.629
4873,-0.137,-0.809,0.633
4874,-0.141,-0.809,0.629
4875,-0.129,-0.82,0.633
4876,-0.129,-0.836,0.629
4877,-0.125,-0.844,0.625
4878,-0.117,-0.855,0.621
4879,-0.109,-0.852,0.613
4880,-0.098,-0.852,0.609
4881,-0.094,-0.844,0.602
4882,-0.094,-0.84,0.594
4883,-0.098,-0.828,0.586
4884,-0.102,-0.832,0.582
4885,-0.105,-0.836,0.574
4886,-0.105,-0.84,0.566
4887,-0.102,-0.844,0.555
4888,-0.09,-0.855,0.551
4889,-0.082,-0.848,0.547
4890,-0.074,-0.848,0.547
4891,-0.07,-0.832,0.543
4892,-0.07,-0.832,0.539
4893,-0.074,-0.84,0.539
4894,-0.074,-0.844,0.539
4895,-0.074,-0.848,0.539
4896,-0.074,-0.848,0.543
4897,-0.07,-0.844,0.543
4898,-0.063,-0.836,0.547
4899,-0.066,-0.84,0.543
4900,-0.055,-0.836,0.543
4901,-0.059,-0.836,0.555
4902,-0.063,-0.84,0.555
4903,-0.055,-0.84,0.551
4904,-0.051,-0.828,0.555
4905,-0.047,-0.832,0.559
4906,-0.043,-0.828,0.559
4907,-0.047,-0.82,0.555
4908,-0.07,-0.813,0.555
4909,-0.066,-0.824,0.559
4910,-0.074,-0.828,0.551
4911,-0.078,-0.832,0.547
4912,-0.078,-0.84,0.551
4913,-0.078,-0.844,0.555
4914,-0.078,-0.844,0.551
4915,-0.074,-0.84,0.551
4916,-0.078,-0.832,0.547
4917,-0.082,-0.816,0.543
4918,-0.094,-0.82,0.535
4919,-0.105,-0.832,0.531
4920,-0.109,-0.844,0.531
4921,-0.117,-0.875,0.531
4922,-0.113,-0.906,0.535
4923,-0.098,-0.934,0.539
4924,-0.086,-0.961,0.539
4925,-0.07,-0.992,0.547
4926,-0.055,-1.02,0.555
4927,-0.035,-1.039,0.555
4928,-0.02,-1.031,0.566
4929,-0.008,-0.996,0.57
4930,-0.008,-0.953,0.582
4931,-0.016,-0.926,0.594
4932,-0.031,-0.914,0.594
4933,-0.039,-0.914,0.586
4934,-0.051,-0.914,0.578
4935,-0.051,-0.914,0.57
4936,-0.051,-0.895,0.559
4937,-0.059,-0.863,0.547
4938,-0.063,-0.836,0.543
4939,-0.066,-0.809,0.551
4940,-0.063,-0.801,0.555
4941,-0.059,-0.793,0.547
4942,-0.055,-0.797,0.539
4943,-0.055,-0.797,0.539
4944,-0.063,-0.797,0.531
4945,-0.059,-0.789,0.535
4946,-0.047,-0.785,0.539
4947,-0.039,-0.785,0.547
4948,-0.02,-0.793,0.555
4949,-0.016,-0.797,0.563
4950,-0.004,-0.809,0.551
4951,0.004,-0.816,0.555
4952,0.004,-0.828,0.555
4953,0.004,-0.84,0.555
4954,0.012,-0.848,0.563
4955,0.012,-0.855,0.563
4956,0.008,-0.855,0.559
4957,0.008,-0.852,0.551
4958,0.004,-0.855,0.543
4959,0.016,-0.859,0.547
4960,0.02,-0.859,0.535
4961,0.023,-0.875,0.52
4962,0.02,-0.902,0.52
4963,0.008,-0.918,0.516
4964,-0.004,-0.922,0.516
4965,-0.012,-0.902,0.52
4966,-0.012,-0.887,0.531
4967,-0.012,-0.879,0.523
4968,-0.012,-0.879,0.52
4969,-0.012,-0.887,0.516
4970,-0.016,-0.883,0.512
4971,-0.02,-0.879,0.5
4972,-0.02,-0.879,0.496
4973,-0.023,-0.879,0.488
4974,-0.016,-0.879,0.484
4975,-0.016,-0.879,0.477
4976,-0.02,-0.883,0.473
4977,-0.016,-0.883,0.469
4978,-0.016,-0.883,0.469
4979,-0.012,-0.879,0.473
4980,-0.012,-0.879,0.465
4981,-0.012,-0.883,0.461
4982,-0.02,-0.879,0.469
4983,-0.012,-0.867,0.473
4984,-0.012,-0.863,0.473
4985,-0.012,-0.859,0.484
4986,-0.012,-0.859,0.496
4987,-0.012,-0.871,0.504
4988,-0.016,-0.867,0.504
4989,-0.016,-0.863,0.508
4990,-0.02,-0.852,0.516
4991,-0.02,-0.855,0.52
4992,-0.027,-0.867,0.516
4993,-0.035,-0.879,0.5
4994,-0.039,-0.902,0.484
4995,-0.059,-0.945,0.461
4996,-0.074,-1.012,0.445
4997,-0.109,-1.063,0.461
4998,-0.148,-1.063,0.488
4999,-0.195,-1.023,0.52
5000,-0.219,-0.977,0.547
5001,-0.234,-0.961,0.551
5002,-0.242,-0.973,0.547
5003,-0.238,-0.984,0.543
5004,-0.223,-0.988,0.547
5005,-0.203,-0.977,0.547
5006,-0.18,-0.957,0.555
5007,-0.148,-0.938,0.559
5008,-0.141,-0.926,0.555
5009,-0.117,-0.93,0.555
5010,-0.098,-0.922,0.543
5011,-0.082,-0.906,0.539
5012,-0.074,-0.875,0.547
5013,-0.074,-0.859,0.559
5014,-0.074,-0.852,0.566
5015,-0.086,-0.852,0.574
5016,-0.086,-0.859,0.57
5017,-0.09,-0.855,0.57
5018,-0.09,-0.844,0.566
5019,-0.102,-0.836,0.559
5020,-0.102,-0.824,0.559
5021,-0.105,-0.805,0.566
5022,-0.105,-0.789,0.582
5023,-0.117,-0.785,0.59
5024,-0.129,-0.801,0.586
5025,-0.133,-0.824,0.59
5026,-0.137,-0.832,0.598
5027,-0.141,-0.844,0.602
5028,-0.137,-0.844,0.605
5029,-0.137,-0.832,0.605
5030,-0.133,-0.832,0.602
5031,-0.125,-0.84,0.598
5032,-0.117,-0.84,0.594
5033,-0.117,-0.852,0.582
5034,-0.121,-0.863,0.574
5035,-0.125,-0.875,0.566
5036,-0.121,-0.875,0.555
5037,-0.121,-0.879,0.551
5038,-0.117,-0.879,0.547
5039,-0.109,-0.867,0.543
5040,-0.109,-0.863,0.539
5041,-0.109,-0.855,0.539
5042,-0.105,-0.852,0.539
5043,-0.109,-0.859,0.531
5044,-0.109,-0.855,0.523
5045,-0.109,-0.852,0.523
5046,-0.109,-0.855,0.516
5047,-0.109,-0.859,0.512
5048,-0.105,-0.863,0.508
5049,-0.109,-0.863,0.504
5050,-0.102,-0.863,0.504
5051,-0.102,-0.867,0.504
5052,-0.102,-0.863,0.504
5053,-0.102,-0.871,0.508
5054,-0.098,-0.867,0.508
5055,-0.102,-0.871,0.504
5056,-0.105,-0.871,0.504
5057,-0.105,-0.867,0.508
5058,-0.117,-0.863,0.504
5059,-0.109,-0.875,0.508
5060,-0.113,-0.883,0.508
5061,-0.113,-0.891,0.504
5062,-0.113,-0.898,0.504
5063,-0.109,-0.906,0.504
5064,-0.109,-0.902,0.5
5065,-0.102,-0.898,0.5
5066,-0.098,-0.895,0.5
5067,-0.102,-0.906,0.5
5068,-0.105,-0.902,0.496
5069,-0.109,-0.914,0.496
5070,-0.105,-0.918,0.492
5071,-0.09,-0.922,0.496
5072,-0.082,-0.922,0.496
5073,-0.074,-0.918,0.5
5074,-0.074,-0.918,0.492
5075,-0.074,-0.922,0.488
5076,-0.082,-0.941,0.477
5077,-0.086,-0.961,0.453
5078,-0.082,-0.961,0.43
5079,-0.078,-0.953,0.426
5080,-0.07,-0.945,0.441
5081,-0.066,-0.949,0.473
5082,-0.063,-0.949,0.508
5083,-0.051,-0.941,0.547
5084,-0.043,-0.918,0.57
5085,-0.035,-0.875,0.574
5086,-0.023,-0.84,0.566
5087,-0.008,-0.805,0.551
5088,0.012,-0.793,0.543
5089,0.031,-0.801,0.527
5090,0.051,-0.824,0.52
5091,0.059,-0.852,0.512
5092,0.063,-0.867,0.512
5093,0.059,-0.875,0.516
5094,0.051,-0.875,0.52
5095,0.043,-0.871,0.523
5096,0.047,-0.883,0.52
5097,0.051,-0.902,0.52
5098,0.047,-0.922,0.516
5099,0.043,-0.926,0.512
5100,0.047,-0.91,0.516
5101,0.051,-0.898,0.535
5102,0.055,-0.895,0.543
5103,0.055,-0.891,0.539
5104,0.055,-0.879,0.535
5105,0.039,-0.859,0.527
5106,0.031,-0.848,0.516
5107,0.027,-0.828,0.508
5108,0.016,-0.816,0.488
5109,0.035,-0.82,0.48
5110,0.031,-0.82,0.465
5111,0.027,-0.813,0.457
5112,0.02,-0.809,0.465
5113,0.016,-0.797,0.469
5114,0.016,-0.785,0.477
5115,0.016,-0.773,0.484
5116,0.02,-0.762,0.492
5117,0.027,-0.754,0.5
5118,0.039,-0.75,0.504
5119,0.039,-0.762,0.512
5120,0.039,-0.77,0.523
5121,0.039,-0.781,0.531
5122,0.043,-0.793,0.543
5123,0.047,-0.793,0.555
5124,0.043,-0.797,0.566
5125,0.051,-0.797,0.566
5126,0.059,-0.805,0.547
5127,0.047,-0.852,0.512
5128,0.023,-0.996,0.508
5129,-0.043,-1.184,0.5
5130,-0.141,-1.219,0.535
5131,-0.223,-1.117,0.629
5132,-0.273,-1.027,0.688
5133,-0.289,-0.988,0.688
5134,-0.277,-1.004,0.684
5135,-0.25,-1.027,0.664
5136,-0.223,-1.039,0.648
5137,-0.199,-1.023,0.633
5138,-0.188,-0.996,0.621
5139,-0.18,-0.969,0.613
5140,-0.176,-0.938,0.602
5141,-0.164,-0.906,0.598
5142,-0.16,-0.887,0.598
5143,-0.156,-0.879,0.605
5144,-0.148,-0.867,0.605
5145,-0.133,-0.852,0.609
5146,-0.125,-0.84,0.605
5147,-0.113,-0.824,0.605
5148,-0.098,-0.797,0.598
5149,-0.082,-0.758,0.598
5150,-0.07,-0.715,0.613
5151,-0.074,-0.691,0.629
5152,-0.09,-0.699,0.625
5153,-0.102,-0.73,0.609
5154,-0.105,-0.758,0.59
5155,-0.098,-0.773,0.582
5156,-0.102,-0.785,0.578
5157,-0.098,-0.789,0.578
5158,-0.105,-0.785,0.582
5159,-0.102,-0.789,0.598
5160,-0.102,-0.789,0.602
5161,-0.105,-0.797,0.602
5162,-0.117,-0.816,0.605
